Date,num_accidents,SeverityDeadly,SeverityLight.Injury,SeverityMaterial.High,SeverityMaterial.Low,SeveritySevere.Injury,Accident_CategoryFixed.Object,Accident_CategoryMoving.Object,Accident_CategoryNo.Collision,Auth_Speed10,Auth_Speed100,Auth_Speed20,Auth_Speed30,Auth_Speed40,Auth_Speed50,Auth_Speed60,Auth_Speed70,Auth_Speed80,Auth_Speed90,Surface_CondDry,Surface_CondHard.snow,Surface_CondIce,Surface_CondMud,Surface_CondOil,Surface_CondSand.or.gravel,Surface_CondSlush,Surface_CondSnow,Surface_CondWater.accumulation,Surface_CondWet,IlluminationDay.and.clear,IlluminationDay.and.semi.dark,IlluminationNight.and.dark,IlluminationNight.and.lighted,EnvironmentCommercial,EnvironmentForest,EnvironmentIndustrial,EnvironmentPark,EnvironmentResidential,EnvironmentRural,EnvironmentSchool.area,WeatherBlack.Ice,WeatherClear.Sky,WeatherCloudy,WeatherDrizzle,WeatherFoggy,WeatherHeavy.Rain,WeatherSnow,WeatherSnowstorms,WeatherStrong.Wind,Temp,Rel.Hum,Wind.Spd,Dew.Point.Temp,Stn_Press,Wind.Dir,weekdays,days
2013-01-23,145,0,16,54,75,0,13,119,1,1,0,0,6,25,47,1,0,0,0,24,17,51,0,0,0,0,16,0,9,89,7,0,26,62,0,1,1,64,2,4,0,112,8,0,0,0,0,0,0,-24.0166666666667,58.3333333333333,4.95833333333333,-29.9416666666667,101.29125,27.2083333333333,0,2
2013-01-24,125,0,8,52,65,0,9,106,0,1,0,0,5,20,31,0,0,0,0,29,9,45,0,0,0,0,15,0,7,67,8,0,36,53,0,3,1,52,1,2,0,85,19,0,0,0,0,1,0,-20.5875,59.0,6.625,-26.4958333333333,101.42375,23.5,0,3
2013-01-25,135,0,28,47,60,0,7,120,2,1,0,0,4,20,52,0,0,0,0,38,12,50,0,0,0,0,7,1,13,80,8,0,31,68,0,2,0,53,0,5,0,100,18,0,0,0,0,0,2,-17.4125,63.3333333333333,6.375,-22.7833333333333,101.624583333333,26.1666666666667,0,4
2013-01-26,88,0,13,39,36,0,7,76,1,1,0,0,2,7,35,1,0,0,0,36,5,21,0,0,0,0,4,0,10,36,2,1,40,41,0,2,1,37,1,1,0,68,11,0,0,0,0,0,0,-14.2708333333333,62.5833333333333,6.0,-19.9375,101.354166666667,29.0416666666667,1,5
2013-01-27,95,1,12,36,45,1,6,84,0,0,0,0,2,17,29,0,0,0,0,50,6,16,0,0,0,1,6,0,7,52,3,1,33,38,0,1,0,47,0,2,0,78,1,0,1,0,3,2,0,-13.5208333333333,59.4583333333333,6.625,-19.8708333333333,102.232083333333,28.4166666666667,1,6
2013-01-28,106,0,17,32,57,0,8,92,1,1,0,1,2,8,43,0,0,0,0,14,3,12,1,0,0,3,31,2,19,49,9,0,24,53,0,2,0,41,0,2,0,27,23,1,0,0,28,1,1,-9.40416666666667,76.5833333333333,7.70833333333333,-12.8958333333333,101.447083333333,11.8260869565217,0,0
2013-01-29,86,0,15,22,49,0,5,72,2,0,0,0,3,13,33,0,1,0,0,12,1,7,0,0,0,10,21,0,22,44,3,1,28,37,0,2,0,43,1,2,4,28,28,7,0,0,3,0,0,-6.0375,75.1666666666667,6.43478260869565,-9.7375,100.899166666667,11.7826086956522,0,1
2013-01-30,103,0,9,42,52,0,7,85,1,1,0,0,6,10,30,0,0,0,0,3,1,11,0,0,0,2,5,1,64,48,9,1,28,46,0,6,1,37,0,6,3,26,33,21,1,0,1,0,0,5.91666666666667,92.2083333333333,8.04166666666667,4.7375,98.845,20.25,0,2
2013-01-31,119,0,9,40,70,0,8,99,3,1,0,0,4,5,45,3,0,0,1,32,3,16,0,0,0,0,3,0,43,62,9,1,31,66,0,5,0,33,0,3,1,25,31,13,0,0,6,4,18,0.933333333333333,75.7916666666667,9.625,-3.0125,97.6854166666666,22.0,0,3
2013-02-01,108,0,14,41,51,2,7,91,1,0,0,0,0,13,46,0,0,0,0,70,1,4,0,0,0,1,7,0,9,68,5,0,24,48,0,2,1,46,1,2,0,78,10,1,1,0,3,0,0,-13.1125,61.25,6.0,-19.0333333333333,100.119166666667,26.7916666666667,0,4
2013-02-02,89,0,12,33,44,0,3,82,0,4,0,0,1,16,26,0,0,0,0,31,0,4,0,0,0,3,26,0,15,37,9,1,35,42,0,3,0,42,0,0,0,40,20,0,0,0,18,0,0,-14.5791666666667,75.4583333333333,6.58333333333333,-18.0458333333333,101.068333333333,14.0833333333333,1,5
2013-02-03,63,0,7,23,32,1,6,48,1,0,0,1,1,9,24,0,0,0,0,11,6,1,0,0,0,1,13,0,24,33,4,0,19,25,0,2,0,30,0,1,0,38,10,0,1,0,5,0,0,-12.0041666666667,84.4166666666667,8.79166666666667,-14.1291666666667,100.47,6.20833333333333,1,6
2013-02-04,90,0,19,34,37,0,7,78,2,0,0,0,0,12,36,2,0,0,0,28,2,6,0,0,0,1,16,0,25,44,7,2,25,39,0,5,0,35,2,3,0,59,13,0,0,0,4,0,0,-10.9375,72.6666666666667,7.25,-15.1208333333333,99.9820833333333,26.0,0,0
2013-02-05,102,0,13,38,51,0,4,92,1,1,0,0,1,18,32,2,0,0,0,59,3,3,0,0,0,3,4,0,8,67,7,0,13,43,0,2,0,51,0,2,0,80,5,0,0,0,0,0,0,-13.4458333333333,54.0833333333333,5.375,-20.8708333333333,100.60875,21.7083333333333,0,1
2013-02-06,94,1,14,28,50,1,4,85,1,2,0,1,2,7,41,0,0,0,0,38,3,4,0,0,0,2,6,0,28,65,1,0,17,50,0,5,0,27,0,6,0,70,5,0,0,0,5,0,0,-9.375,54.9583333333333,5.66666666666667,-17.1458333333333,100.840416666667,23.0416666666667,0,2
2013-02-07,97,1,17,33,45,1,3,87,0,0,0,0,2,7,25,0,0,0,0,64,1,2,0,0,1,1,3,0,7,56,6,0,22,46,0,3,2,34,0,2,0,73,8,0,0,0,0,0,0,-17.9541666666667,55.5416666666667,8.70833333333333,-24.75,102.54375,8.70833333333333,0,3
2013-02-08,171,0,7,73,90,1,18,135,1,1,0,0,3,26,69,2,0,0,0,4,5,5,0,0,0,1,131,0,7,86,11,0,46,72,0,8,1,71,2,4,0,21,10,0,0,0,83,33,1,-14.425,84.7083333333333,15.6666666666667,-16.4958333333333,101.610416666667,1.875,0,4
2013-02-09,115,0,8,53,53,1,9,92,0,0,0,0,5,13,40,0,0,0,0,12,1,3,0,0,0,1,64,0,17,50,2,0,47,48,0,2,0,54,0,1,0,68,15,0,0,0,9,3,1,-10.6791666666667,60.0416666666667,11.8333333333333,-17.275,101.557916666667,10.4166666666667,1,5
2013-02-10,79,0,6,34,39,0,6,67,1,0,0,0,1,16,28,1,1,0,0,11,1,3,0,0,0,2,28,0,26,36,6,2,23,32,0,0,0,42,0,0,0,58,10,1,0,0,1,0,0,-9.44583333333333,52.9166666666667,4.04166666666667,-17.425,101.972916666667,19.3333333333333,1,6
2013-02-11,89,0,8,33,48,0,7,72,0,0,0,0,4,14,28,0,0,0,0,8,1,2,0,0,0,7,36,1,22,48,4,1,19,44,0,3,0,37,0,1,0,28,21,6,0,0,16,1,0,-3.70833333333333,77.25,6.45833333333333,-7.29583333333333,100.020833333333,14.5833333333333,0,0
2013-02-12,109,0,9,33,67,0,3,96,2,0,0,0,4,10,37,1,0,0,0,12,0,1,0,0,0,6,16,0,53,57,6,0,25,43,0,5,1,43,0,6,0,37,39,1,1,0,7,0,0,1.3625,85.4583333333333,6.875,-0.833333333333333,99.4679166666667,21.4583333333333,0,1
2013-02-13,88,0,12,22,54,0,4,71,3,1,0,0,2,15,36,0,1,0,0,25,1,0,0,0,0,0,10,0,34,42,5,0,24,37,0,1,0,39,0,3,0,47,24,0,0,0,0,0,0,-0.520833333333333,78.7083333333333,4.08333333333333,-3.82916666666667,99.9825,27.5416666666667,0,2
2013-02-14,77,0,9,23,44,1,2,71,0,0,0,0,2,12,23,1,0,0,0,40,1,0,0,0,0,0,4,0,19,51,2,0,15,40,0,5,0,27,0,0,0,37,26,1,0,0,0,0,0,0.241666666666667,68.3333333333333,5.79166666666667,-5.01666666666667,100.2225,25.0,0,3
2013-02-15,96,0,16,29,51,0,5,82,2,1,0,0,4,14,29,1,0,0,0,28,1,2,0,0,0,5,13,0,32,48,6,0,25,37,0,3,1,43,0,0,0,38,31,0,0,0,9,0,0,0.908333333333333,75.4583333333333,8.29166666666667,-3.1,100.128333333333,19.875,0,4
2013-02-16,66,0,8,25,33,0,1,56,1,1,0,0,2,7,25,0,0,0,0,51,0,0,0,0,0,0,2,0,1,33,1,0,20,28,0,3,1,25,0,1,0,48,4,0,0,0,0,0,0,-7.42083333333333,61.4583333333333,5.29166666666667,-13.6375,100.708333333333,27.2083333333333,1,5
2013-02-17,59,0,3,25,31,0,0,53,1,0,0,0,1,11,24,0,0,0,1,50,0,0,0,0,0,0,2,0,0,33,0,1,17,26,0,0,0,32,0,0,0,44,7,0,0,0,0,0,0,-11.5,60.875,8.58333333333333,-17.6166666666667,100.124166666667,13.375,1,6
2013-02-18,89,0,16,24,49,0,0,79,0,3,0,0,0,10,31,1,0,0,0,70,1,0,0,0,0,0,2,0,1,51,7,1,15,45,0,3,1,27,0,3,0,71,4,0,0,0,1,0,0,-11.8833333333333,55.0416666666667,7.66666666666667,-19.3375,100.88375,22.6666666666667,0,0
2013-02-19,89,0,10,32,47,0,9,75,1,0,0,0,5,16,29,0,0,0,0,37,4,0,0,0,0,2,22,0,9,37,5,0,30,39,0,1,1,41,0,1,0,36,17,0,0,0,19,3,0,-4.20833333333333,63.25,6.41666666666667,-10.4166666666667,100.16875,12.7916666666667,0,1
2013-02-20,141,0,8,58,75,0,15,108,3,3,0,0,5,15,50,0,0,0,0,8,3,2,0,0,0,8,99,0,3,83,5,0,29,43,0,1,2,77,0,2,0,12,10,0,0,0,77,18,0,-4.075,94.1666666666667,0.0,-4.88333333333333,99.3316666666667,17.1943236714976,0,2
2013-02-21,150,0,13,50,87,0,8,127,1,2,0,0,4,15,51,0,0,0,0,7,3,2,0,0,0,11,90,1,17,80,9,0,37,67,0,9,0,55,0,7,0,36,36,0,1,0,41,6,2,-9.80833333333333,82.9583333333333,8.29166666666667,-12.1791666666667,100.72625,24.7777777777778,0,3
2013-02-22,116,0,6,44,66,0,16,94,0,1,0,0,2,13,36,0,1,0,0,12,3,2,0,0,0,6,43,1,30,56,6,0,34,45,0,5,0,52,0,5,0,51,33,0,0,0,10,0,0,-2.88333333333333,80.2916666666667,4.83333333333333,-5.83333333333333,101.88125,11.6521739130435,0,4
2013-02-23,89,0,5,35,49,0,9,75,1,0,0,0,7,19,32,0,0,0,0,3,2,3,0,0,0,7,44,1,21,34,5,0,40,19,0,6,0,57,0,4,0,17,20,2,0,0,36,1,0,-0.541666666666667,90.125,5.875,-1.975,100.787083333333,14.0833333333333,1,5
2013-02-24,79,0,7,35,37,0,2,68,1,0,0,0,1,17,22,0,0,0,0,1,1,0,0,0,0,7,22,0,33,30,5,1,26,26,0,0,0,47,1,1,0,19,15,5,0,0,24,0,0,0.779166666666667,93.0,3.83333333333333,-0.233333333333333,100.182083333333,22.8260869565217,1,6
2013-02-25,100,0,9,37,53,1,4,87,1,1,0,0,3,10,35,0,0,0,0,14,2,1,0,0,0,4,16,1,47,50,4,0,28,38,0,4,0,48,0,1,0,37,35,3,0,0,8,0,0,0.366666666666667,91.25,4.83333333333333,-0.895833333333333,101.097083333333,23.375,0,0
2013-02-26,78,0,13,26,39,0,5,62,4,0,0,0,3,17,25,0,0,0,0,29,0,1,0,0,0,0,6,0,34,53,1,1,15,42,0,1,0,29,0,1,0,44,25,0,1,0,0,0,0,1.6875,87.0,4.875,-0.3,101.56875,13.0434782608696,0,1
2013-02-27,121,0,24,37,60,0,9,102,0,2,0,0,2,20,45,0,1,0,0,17,1,2,0,0,0,12,52,0,24,53,13,1,36,43,0,11,1,54,0,3,0,13,24,0,0,0,66,5,1,1.28333333333333,81.7916666666667,8.16666666666667,-1.6375,100.394166666667,4.58333333333333,0,2
2013-02-28,126,0,21,38,67,0,3,114,3,1,0,0,1,18,42,1,0,0,0,5,1,0,0,0,0,9,40,0,57,75,5,4,29,60,0,6,1,51,0,4,0,40,40,1,0,0,27,1,0,0.258333333333333,95.4166666666667,5.33333333333333,-0.408333333333333,99.43375,1.76923076923077,0,3
2013-03-01,122,0,16,35,69,2,10,104,1,0,0,0,3,16,41,1,0,0,0,19,2,1,0,0,0,5,24,0,43,55,3,1,40,47,0,3,2,48,0,2,0,38,34,5,0,0,14,0,0,-0.116666666666667,89.25,9.5,-1.7,99.8104166666666,12.9583333333333,0,4
2013-03-02,95,0,6,50,39,0,9,82,1,1,0,0,3,15,40,0,0,0,0,13,2,5,0,0,0,5,23,0,38,40,4,2,41,37,0,6,0,47,0,1,0,21,29,1,1,0,33,0,0,-1.35833333333333,84.8333333333333,7.58333333333333,-3.64166666666667,99.9620833333333,24.8333333333333,1,5
2013-03-03,92,0,14,30,48,0,7,71,3,0,0,0,3,7,37,1,0,0,0,13,1,1,0,0,0,3,30,0,33,45,3,0,34,47,0,3,1,33,0,3,0,32,21,0,0,0,25,1,0,-3.89583333333333,87.625,10.125,-5.70833333333333,99.7404166666667,27.0,1,6
2013-03-04,80,0,8,27,45,0,4,74,0,1,0,0,1,11,29,1,0,0,0,21,1,2,0,0,0,2,9,0,26,47,2,2,14,42,0,3,1,26,0,2,0,24,30,0,0,0,6,0,0,-4.98333333333333,83.875,8.08333333333333,-7.325,99.8629166666667,25.5833333333333,0,0
2013-03-05,80,0,6,31,43,0,4,68,1,0,0,0,1,15,30,0,0,0,0,23,0,2,0,0,0,1,11,0,30,45,4,0,19,29,0,3,0,32,1,3,0,40,21,0,0,0,2,1,0,-1.35833333333333,83.9583333333333,7.16666666666667,-3.76666666666667,100.897083333333,18.9166666666667,0,1
2013-03-06,73,0,7,30,36,0,2,64,2,0,0,0,4,12,27,1,0,0,0,45,0,0,0,0,0,0,0,0,19,43,7,0,17,32,0,3,1,31,0,2,0,34,29,0,0,0,2,0,0,1.7125,79.4166666666667,9.375,-1.5,101.42,3.25,0,2
2013-03-07,78,0,6,23,48,1,5,65,0,0,0,1,2,11,20,0,0,0,0,51,1,0,0,0,0,0,3,0,7,50,1,1,12,32,0,4,0,33,0,0,0,42,18,0,0,0,0,0,0,-0.308333333333333,70.4166666666667,9.41666666666667,-5.05416666666667,101.565,3.16666666666667,0,3
2013-03-08,94,0,10,37,47,0,5,81,2,0,0,0,1,11,31,0,1,0,0,68,2,1,0,0,0,0,1,0,6,49,1,0,31,48,0,0,3,33,0,4,0,70,6,1,0,0,0,0,0,0.391666666666667,66.7916666666667,9.29166666666667,-5.17083333333333,101.71375,9.83333333333333,0,4
2013-03-09,74,0,13,28,33,0,2,67,2,3,0,0,2,10,26,1,1,0,0,50,0,3,0,0,0,0,6,0,6,41,6,0,19,43,0,4,1,21,0,1,0,60,6,0,0,0,0,0,0,1.69583333333333,64.4583333333333,5.08333333333333,-4.50833333333333,101.885,12.0833333333333,1,5
2013-03-10,58,0,10,16,32,0,4,49,1,1,0,0,0,10,20,1,1,0,0,41,0,2,0,0,0,1,0,0,3,27,2,0,19,28,0,1,0,21,1,0,0,37,11,0,0,0,0,0,0,4.24583333333333,56.7916666666667,6.20833333333333,-4.06666666666667,101.285416666667,16.0,1,6
2013-03-11,75,0,6,20,49,0,7,64,0,0,0,0,2,8,25,0,0,0,0,58,0,0,0,0,0,0,1,0,7,53,2,0,12,43,0,2,0,21,1,2,0,37,28,1,0,0,0,0,0,6.6,60.3333333333333,8.0,-0.541666666666667,100.565416666667,20.1666666666667,0,0
2013-03-12,82,0,12,30,40,0,5,75,1,1,0,1,0,16,33,0,0,0,0,8,0,0,0,0,0,1,0,1,61,44,12,1,14,45,0,2,0,27,1,0,0,15,9,45,0,1,0,1,0,5.3125,89.8333333333333,6.33333333333333,3.7375,99.9875,21.25,0,1
2013-03-13,84,0,6,28,50,0,5,71,0,1,0,0,3,13,29,1,0,0,0,63,0,1,0,0,0,0,0,0,9,54,3,0,15,46,0,3,0,25,0,3,0,65,6,1,0,0,0,1,0,2.55416666666667,72.2083333333333,6.16666666666667,-2.19583333333333,99.9258333333333,21.5416666666667,0,2
2013-03-14,82,0,9,24,49,0,3,73,0,2,0,0,1,4,26,1,0,0,0,61,0,0,0,0,0,0,2,0,7,50,2,2,15,28,0,5,0,35,0,6,0,53,13,1,0,0,1,0,0,-5.45833333333333,68.9583333333333,7.04166666666667,-10.4166666666667,100.0275,23.75,0,3
2013-03-15,99,0,14,36,49,0,5,85,0,2,0,0,2,8,39,1,0,0,0,41,0,6,0,0,0,2,5,0,30,59,4,1,22,51,0,3,0,30,0,3,0,42,27,2,0,0,13,0,0,-5.45416666666667,69.5416666666667,5.29166666666667,-10.35,99.81375,23.75,0,4
2013-03-16,57,0,6,17,33,1,4,46,0,0,0,0,0,6,22,0,0,0,0,39,1,1,0,0,0,0,2,0,6,31,1,0,16,24,0,2,0,28,0,0,0,33,11,0,0,0,2,0,0,-7.04166666666667,58.7083333333333,7.79166666666667,-13.8333333333333,100.271666666667,18.5833333333333,1,5
2013-03-17,61,0,7,14,38,2,2,54,0,1,0,0,1,6,26,0,0,0,0,49,0,0,0,0,0,0,3,0,1,35,2,0,11,29,0,0,0,27,0,0,0,45,5,0,1,0,1,0,0,-7.6,42.4166666666667,6.375,-18.6791666666667,101.125,30.125,1,6
2013-03-18,93,0,10,29,54,0,8,78,1,2,0,0,0,13,29,1,0,0,0,60,0,0,0,0,0,0,12,0,4,61,0,0,17,37,0,2,0,41,0,2,0,57,12,0,0,1,5,0,0,-5.70416666666667,42.8333333333333,7.125,-16.5333333333333,101.812916666667,13.1666666666667,0,0
2013-03-19,196,0,13,74,109,0,11,168,0,0,0,0,6,33,58,1,0,0,0,6,4,4,1,0,0,3,157,0,2,125,11,0,36,70,0,5,0,102,0,7,0,17,7,1,0,0,113,39,0,-2.36666666666667,93.0,6.58333333333333,-3.50833333333333,100.173333333333,11.9166666666667,0,1
2013-03-20,164,0,9,62,93,0,12,134,2,0,0,0,2,25,53,0,0,0,0,12,7,4,0,0,0,5,84,1,35,105,3,2,33,67,0,7,0,71,1,7,0,88,24,0,0,0,30,1,0,-2.70416666666667,85.0416666666667,6.70833333333333,-4.9625,99.5616666666667,19.25,0,2
2013-03-21,147,0,11,49,87,0,3,137,1,1,0,0,4,23,51,0,0,0,0,29,7,9,0,0,0,3,40,0,38,92,4,0,29,62,0,5,0,69,0,4,0,79,37,0,0,1,6,0,0,-2.0125,68.2916666666667,7.375,-7.18333333333333,99.50625,22.25,0,3
2013-03-22,138,0,12,50,76,0,5,128,0,0,0,0,2,26,44,1,0,0,0,56,2,1,0,0,0,1,27,0,23,76,6,1,30,53,0,7,0,68,0,4,0,79,20,0,0,0,11,0,0,-2.5375,74.875,5.54166666666667,-6.4875,99.5954166666667,22.875,0,4
2013-03-23,90,0,11,33,45,1,5,81,0,3,0,0,1,14,31,0,0,0,0,63,1,0,0,0,0,1,5,0,9,48,2,0,26,48,0,1,0,37,0,0,0,53,25,0,0,0,0,0,0,-0.075,66.5,6.95833333333333,-5.79583333333333,99.6945833333333,23.9583333333333,1,5
2013-03-24,80,0,10,28,42,0,5,65,3,2,0,0,1,11,25,1,0,0,0,64,0,0,0,0,0,0,3,0,0,40,1,0,26,37,0,4,0,30,0,2,0,55,9,0,0,0,0,0,0,1.3875,62.2916666666667,5.54166666666667,-5.09166666666667,100.145,29.4166666666667,1,6
2013-03-25,94,0,16,29,49,0,2,83,0,0,0,1,2,15,41,1,0,0,0,73,0,0,0,0,0,2,4,0,4,65,3,0,11,44,0,0,0,43,0,1,0,71,10,0,0,0,0,0,0,2.57916666666667,68.25,8.16666666666667,-2.92916666666667,99.8291666666667,9.875,0,0
2013-03-26,98,0,10,20,67,1,3,87,1,1,0,0,2,10,27,0,0,0,0,78,0,1,0,0,0,0,1,0,1,71,1,0,10,52,0,6,0,28,0,2,0,75,2,0,0,0,0,0,0,3.72083333333333,55.2083333333333,7.66666666666667,-4.65416666666667,99.8866666666667,14.0,0,1
2013-03-27,78,0,13,22,43,0,4,71,0,0,0,0,2,9,33,0,0,0,0,59,0,0,0,0,0,0,4,0,7,58,2,0,6,43,0,2,0,23,0,5,0,50,12,4,0,0,1,0,0,4.67083333333333,61.0833333333333,4.91666666666667,-2.375,100.199583333333,25.4166666666667,0,2
2013-03-28,100,0,12,27,61,0,4,83,2,2,0,0,0,13,28,1,0,0,0,76,0,0,0,0,0,0,3,0,11,71,2,2,14,54,0,2,0,34,0,3,0,70,15,3,0,0,1,0,0,5.675,74.7083333333333,4.83333333333333,1.26666666666667,100.669583333333,23.0869565217391,0,3
2013-03-29,78,0,13,33,31,1,3,67,3,2,0,0,4,8,24,0,0,0,0,58,0,0,0,0,0,0,2,0,3,35,2,0,24,38,0,0,0,29,0,0,0,46,14,1,0,0,1,0,0,5.69166666666667,64.5,6.54166666666667,-0.5875,100.847916666667,25.4583333333333,0,4
2013-03-30,66,0,7,28,31,0,3,56,0,0,0,0,0,13,24,0,0,0,0,55,0,0,0,0,0,0,0,0,2,33,1,1,20,28,0,1,0,32,0,0,0,49,3,1,0,0,0,0,0,4.9875,34.5833333333333,7.20833333333333,-9.67083333333333,100.974583333333,28.5416666666667,1,5
2013-03-31,47,0,4,17,26,0,3,38,0,0,0,0,2,7,17,0,0,0,0,37,0,0,0,0,0,0,0,0,6,24,0,1,16,17,0,1,1,24,1,1,0,34,5,5,0,0,0,0,0,6.76666666666667,50.2083333333333,7.04166666666667,-3.43333333333333,100.240833333333,19.5833333333333,1,6
2013-04-01,71,0,3,17,51,0,4,62,0,1,0,0,1,6,21,1,0,0,0,36,0,0,0,0,0,0,0,0,15,42,4,0,10,35,0,2,1,25,0,0,0,33,10,8,0,0,0,0,2,3.1625,70.625,7.5,-2.07083333333333,99.31375,20.4583333333333,0,0
2013-04-02,82,0,10,27,45,0,1,71,2,3,0,0,0,9,29,0,1,0,0,63,0,1,0,0,0,0,1,0,0,54,4,0,8,41,0,4,0,26,1,1,0,49,11,0,0,0,0,0,2,-3.86666666666667,48.5,6.75,-13.2125,99.9970833333333,22.9583333333333,0,1
2013-04-03,80,1,6,27,46,0,4,71,1,0,0,0,2,10,27,0,0,0,0,70,0,0,0,0,0,0,0,0,0,60,0,0,9,47,0,2,0,22,1,1,0,60,4,0,0,0,0,0,4,-1.525,46.0416666666667,6.70833333333333,-11.6541666666667,100.612916666667,22.7083333333333,0,2
2013-04-04,85,0,12,27,46,0,0,81,1,0,0,0,3,7,35,0,0,0,0,76,0,0,0,0,0,0,0,0,0,62,1,1,10,46,0,3,0,26,0,2,0,70,5,0,0,0,0,0,1,3.14583333333333,41.25,6.91666666666667,-9.01666666666667,100.89375,21.1666666666667,0,3
2013-04-05,88,0,11,26,49,2,2,80,0,0,0,0,2,12,33,0,0,0,0,58,0,0,0,0,0,0,1,0,15,55,0,1,16,44,0,3,0,33,1,0,0,54,12,1,0,0,3,0,0,2.2375,63.75,7.625,-4.375,100.22,26.2916666666667,0,4
2013-04-06,70,0,6,22,42,0,6,55,0,0,0,1,0,8,20,0,0,0,0,58,0,0,0,0,0,0,0,0,1,37,3,0,18,32,0,0,0,32,0,1,0,55,3,0,0,0,0,0,0,-1.95833333333333,41.375,7.83333333333333,-13.4958333333333,101.492083333333,23.5416666666667,1,5
2013-04-07,70,0,6,26,37,1,6,58,1,0,0,0,0,9,23,0,0,0,0,41,0,0,0,0,0,0,2,0,17,25,6,0,29,29,0,2,0,32,0,1,0,34,16,6,0,0,2,0,0,6.4,50.9166666666667,8.08333333333333,-3.275,100.288333333333,19.6666666666667,1,6
2013-04-08,90,0,9,27,54,0,2,77,0,2,0,0,0,15,27,0,0,0,0,64,0,0,0,0,0,0,0,0,2,56,3,0,11,43,0,1,0,33,0,1,0,50,15,1,0,0,0,0,0,5.73333333333333,64.2083333333333,5.58333333333333,-0.633333333333333,100.881666666667,19.5,0,0
2013-04-09,68,0,7,23,37,1,4,58,2,0,0,0,0,6,24,0,0,0,0,37,0,0,0,0,0,0,0,0,16,43,0,0,13,33,0,3,0,26,0,1,0,28,17,9,0,0,0,0,0,5.12916666666667,85.8333333333333,8.83333333333333,2.9,100.502083333333,16.4583333333333,0,1
2013-04-10,64,0,14,23,27,0,2,58,2,0,0,0,0,9,26,0,0,0,1,62,0,0,0,0,0,0,0,0,0,46,3,0,11,31,0,2,0,26,0,3,0,52,10,0,0,0,0,0,0,7.375,64.25,6.83333333333333,0.779166666666667,100.601666666667,18.1666666666667,0,2
2013-04-11,75,0,5,25,45,0,3,68,0,1,0,0,1,10,23,0,0,0,0,56,0,0,0,0,1,0,1,0,1,51,2,0,10,39,0,0,0,29,0,0,0,45,12,0,0,0,2,0,0,0.941666666666667,43.0,10.3333333333333,-10.35,101.220833333333,3.875,0,3
2013-04-12,118,0,13,52,53,0,8,96,1,0,0,0,3,15,46,1,1,0,0,19,0,3,0,0,0,16,47,1,19,66,8,0,28,49,0,4,1,55,0,0,0,13,13,4,0,0,63,11,0,-0.0916666666666666,79.7083333333333,8.125,-3.67916666666667,100.65375,6.75,0,4
2013-04-13,70,0,12,26,32,0,7,59,1,1,0,0,0,17,29,0,0,0,0,16,0,0,0,0,0,3,8,0,33,41,1,0,18,26,0,3,0,35,0,0,0,21,24,9,0,0,3,0,0,3.80416666666667,89.2083333333333,6.08333333333333,2.15833333333333,99.9504166666667,19.6666666666667,1,5
2013-04-14,57,0,6,19,32,0,1,51,1,1,0,0,1,6,21,1,0,0,0,40,0,0,0,0,0,1,0,0,5,33,3,0,13,32,0,0,0,23,0,0,0,36,7,2,1,0,0,0,0,5.19166666666667,69.4583333333333,5.66666666666667,-0.170833333333333,100.732083333333,24.6666666666667,1,6
2013-04-15,89,0,8,24,57,0,1,80,0,2,0,0,0,10,31,0,0,0,0,68,0,0,0,0,1,0,3,0,6,61,4,1,13,40,0,1,0,37,0,1,0,62,12,1,0,0,3,0,0,8.11666666666667,56.375,6.29166666666667,-0.5375,101.520833333333,20.875,0,0
2013-04-16,78,1,8,22,47,0,9,66,1,0,0,2,2,3,22,0,1,0,0,27,1,0,0,0,0,0,0,0,41,54,3,1,11,41,0,4,1,22,0,2,0,19,19,25,1,2,0,0,0,10.5083333333333,71.6666666666667,7.54166666666667,5.37083333333333,100.660416666667,17.375,0,1
2013-04-17,73,0,8,28,36,1,3,58,2,0,0,0,2,8,22,0,0,0,0,58,0,0,0,0,0,0,0,0,1,48,1,0,11,34,0,2,0,27,0,1,0,56,2,0,0,0,0,0,0,8.4875,42.5416666666667,7.58333333333333,-4.54166666666667,101.6225,20.8333333333333,0,2
2013-04-18,82,0,14,19,49,0,2,74,2,0,0,0,1,11,29,1,0,0,0,56,0,0,0,0,1,0,0,0,13,51,4,0,14,40,0,2,0,32,0,1,0,34,25,9,0,0,0,0,0,9.23333333333333,49.875,8.25,-1.00833333333333,101.022083333333,12.0,0,3
2013-04-19,80,0,10,26,44,0,1,70,0,1,0,0,0,7,18,0,1,0,0,53,0,0,0,0,0,0,0,0,12,44,1,0,23,42,0,3,0,22,0,2,0,37,18,9,0,1,0,0,0,15.0291666666667,71.75,10.0416666666667,9.82916666666667,99.3316666666667,20.1666666666667,0,4
2013-04-20,83,0,11,32,40,0,8,66,2,0,0,0,1,12,28,0,0,0,0,56,0,0,0,0,0,0,0,0,12,44,2,3,24,37,0,3,2,31,0,3,0,34,28,5,0,1,0,0,1,5.1,63.2916666666667,9.20833333333333,-1.41666666666667,100.159583333333,20.8333333333333,1,5
