Date,num_accidents,SeverityDeadly,SeverityLight.Injury,SeverityMaterial.High,SeverityMaterial.Low,SeveritySevere.Injury,Accident_CategoryFixed.Object,Accident_CategoryMoving.Object,Accident_CategoryNo.Collision,Auth_Speed10,Auth_Speed100,Auth_Speed20,Auth_Speed30,Auth_Speed40,Auth_Speed50,Auth_Speed60,Auth_Speed70,Auth_Speed80,Auth_Speed90,Surface_CondDry,Surface_CondHard.snow,Surface_CondIce,Surface_CondMud,Surface_CondOil,Surface_CondSand.or.gravel,Surface_CondSlush,Surface_CondSnow,Surface_CondWater.accumulation,Surface_CondWet,IlluminationDay.and.clear,IlluminationDay.and.semi.dark,IlluminationNight.and.dark,IlluminationNight.and.lighted,EnvironmentCommercial,EnvironmentForest,EnvironmentIndustrial,EnvironmentPark,EnvironmentResidential,EnvironmentRural,EnvironmentSchool.area,WeatherBlack.Ice,WeatherClear.Sky,WeatherCloudy,WeatherDrizzle,WeatherFoggy,WeatherHeavy.Rain,WeatherSnow,WeatherSnowstorms,WeatherStrong.Wind,Temp,Rel.Hum,Wind.Spd,Dew.Point.Temp,Stn_Press,Wind.Dir,weekdays,days
2012-01-01,61,0,11,22,27,1,3,52,1,0,0,0,2,10,27,0,0,0,0,4,0,1,1,0,0,12,11,0,22,10,4,0,37,12,0,0,0,42,0,0,0,16,21,8,2,0,2,0,0,0.7625,89.4166666666667,4.79166666666667,-0.795833333333333,100.134166666667,19.0434782608696,1,6
2012-01-02,47,0,7,19,21,0,5,37,1,1,0,0,2,5,11,0,1,0,0,18,0,10,0,0,0,0,1,0,10,20,2,0,19,21,0,1,1,22,1,0,0,28,9,2,0,0,0,0,0,0.1875,63.7083333333333,8.95833333333333,-5.94583333333333,99.0225,23.3333333333333,0,0
2012-01-03,68,0,9,25,34,0,6,54,1,0,0,0,0,8,22,1,1,0,0,42,1,7,0,0,0,0,1,0,5,32,1,2,20,33,0,5,0,23,0,0,0,50,5,0,0,0,2,0,0,-14.4291666666667,55.6666666666667,7.70833333333333,-21.4166666666667,100.731666666667,25.625,0,1
2012-01-04,75,0,6,30,39,0,6,64,0,0,0,0,1,10,19,0,0,0,0,31,1,13,0,0,0,3,10,0,8,40,3,0,23,44,0,1,0,23,0,1,1,35,12,0,0,0,18,0,0,-13.4208333333333,67.8333333333333,5.29166666666667,-18.1166666666667,100.784583333333,23.4166666666667,0,2
2012-01-05,92,0,12,28,51,1,8,79,1,2,0,0,2,9,42,1,0,0,0,15,3,8,0,0,0,3,20,0,32,45,7,1,25,43,0,2,1,36,1,1,0,52,17,0,0,0,11,0,0,-5.82916666666667,69.2083333333333,5.41666666666667,-10.7375,100.032083333333,20.2608695652174,0,3
2012-01-06,65,0,10,26,29,0,7,51,1,0,0,0,1,3,25,1,0,0,0,3,2,5,0,0,0,11,24,0,14,39,4,0,16,37,0,4,0,21,0,0,0,17,26,0,1,0,16,0,0,-11.1791666666667,80.1666666666667,8.70833333333333,-13.95,99.945,4.70833333333333,0,4
2012-01-07,73,0,13,22,37,1,4,56,1,0,0,0,3,11,28,0,0,0,0,5,2,6,0,0,0,7,19,0,29,37,8,1,25,37,0,0,0,33,1,1,3,20,22,10,1,0,11,0,0,-4.30833333333333,88.5,5.04166666666667,-5.90833333333333,99.7716666666667,19.25,1,5
2012-01-08,68,0,3,34,31,0,4,55,0,0,0,0,2,13,19,0,0,0,0,9,2,3,0,0,0,4,9,0,28,26,4,0,23,28,0,1,0,34,1,1,0,36,15,0,0,0,2,0,0,-5.65833333333333,70.9166666666667,5.125,-10.0875,101.28625,24.8333333333333,1,6
2012-01-09,66,0,5,21,39,1,4,56,0,0,0,0,0,8,27,1,0,0,0,15,0,5,0,0,0,8,7,1,19,32,7,0,19,25,0,5,1,30,0,1,0,33,19,0,0,0,3,0,0,-3.89166666666667,73.9166666666667,5.5,-7.8875,100.989583333333,19.8181818181818,0,0
2012-01-10,80,0,13,24,41,2,2,67,2,2,0,0,4,6,35,0,0,0,0,26,3,0,1,0,0,1,11,0,24,43,4,0,23,41,0,2,0,30,1,2,1,51,12,2,0,0,2,0,0,-1.09583333333333,70.0416666666667,8.95833333333333,-6.00416666666667,100.103333333333,17.25,0,1
2012-01-11,72,1,6,21,44,0,3,58,1,0,0,0,2,6,30,2,0,0,0,36,2,0,0,0,0,0,7,0,14,34,1,0,27,28,0,5,0,28,0,2,0,38,19,0,0,0,3,0,0,-12.85,63.875,9.5,-18.2833333333333,101.148333333333,4.45833333333333,0,2
2012-01-12,125,0,20,46,59,0,14,101,1,3,0,0,4,12,57,0,0,0,0,7,1,5,0,0,0,4,94,0,1,64,14,0,29,64,0,3,2,44,0,2,1,12,5,0,0,0,67,27,0,-6.975,83.4583333333333,12.25,-9.31666666666667,99.9183333333333,2.875,0,3
2012-01-13,156,0,12,63,81,0,16,126,1,0,0,0,1,26,55,2,0,0,0,1,2,2,0,0,0,6,134,0,1,58,13,0,61,60,0,7,0,78,3,4,2,8,10,2,0,0,105,13,0,-4.42083333333333,90.4583333333333,8.5,-5.7375,98.2941666666667,8.25,0,4
2012-01-14,133,0,7,46,80,0,9,114,2,1,0,1,2,24,47,0,1,0,0,3,10,7,0,0,0,3,97,0,7,59,8,1,52,47,0,3,0,75,1,2,0,79,21,1,0,0,23,1,0,-15.6958333333333,68.375,6.04166666666667,-20.2083333333333,100.455416666667,26.0,1,5
2012-01-15,115,0,8,44,63,0,7,89,2,0,0,0,1,19,44,1,2,0,0,8,10,6,0,0,0,2,66,0,8,35,12,1,43,41,0,4,0,63,0,1,0,76,12,0,0,0,5,0,0,-17.7458333333333,65.625,6.45833333333333,-22.6666666666667,102.055,23.6666666666667,1,6
2012-01-16,136,1,12,44,79,0,9,111,2,0,0,0,3,19,50,0,0,0,0,10,9,3,0,0,0,7,72,0,16,67,9,0,34,47,0,5,1,63,0,3,0,88,8,1,0,0,10,2,0,-12.2208333333333,75.2916666666667,6.83333333333333,-15.725,101.70375,19.9565217391304,0,0
2012-01-17,165,0,18,59,87,1,10,139,2,1,0,0,4,27,62,2,0,1,0,4,7,12,0,0,0,11,105,1,5,84,10,0,47,63,0,6,2,77,0,4,5,20,14,11,0,0,87,4,0,-4.63333333333333,89.5416666666667,4.54166666666667,-6.1,99.66,6.55555555555556,0,1
2012-01-18,177,0,20,71,86,0,14,152,1,2,0,0,2,22,67,0,0,0,0,10,9,63,0,0,0,8,65,0,6,98,9,3,45,66,0,8,1,87,1,1,1,112,19,0,0,0,16,0,10,-8.49166666666667,64.875,8.0,-14.0208333333333,100.13,25.5416666666667,0,2
2012-01-19,144,0,21,53,70,0,4,130,1,3,0,0,3,20,66,0,0,0,0,12,15,33,0,0,0,12,45,0,17,77,10,0,34,58,0,7,3,59,0,8,1,97,20,0,0,0,5,0,0,-9.37083333333333,65.9166666666667,6.79166666666667,-14.7833333333333,100.882916666667,18.375,0,3
2012-01-20,104,0,15,34,55,0,1,94,0,0,0,0,1,9,44,0,0,0,0,10,12,15,0,0,1,4,32,0,18,57,4,0,28,51,0,4,0,40,1,2,0,68,14,0,1,0,6,0,0,-11.3,60.4583333333333,6.04166666666667,-17.5041666666667,101.167083333333,25.7083333333333,0,4
2012-01-21,110,0,9,48,53,0,7,91,0,0,0,2,1,19,33,0,0,0,0,13,17,19,0,0,0,3,19,0,22,53,4,0,30,48,0,2,1,48,0,1,0,63,23,0,0,0,0,0,0,-14.0166666666667,63.4166666666667,5.83333333333333,-19.5333333333333,101.73,15.5833333333333,1,5
2012-01-22,63,0,6,27,30,0,4,54,0,0,0,0,0,8,22,0,0,0,0,11,2,11,0,0,0,7,9,0,14,24,0,0,26,24,0,2,0,31,0,0,0,40,11,0,0,0,0,0,0,-12.4291666666667,76.0833333333333,4.58333333333333,-15.8208333333333,102.2625,15.7916666666667,1,6
2012-01-23,97,0,17,20,58,2,1,90,1,0,0,0,3,16,36,0,1,0,0,8,2,3,0,0,0,2,12,0,51,44,3,1,30,43,0,2,0,41,0,2,0,34,17,21,0,5,1,0,0,-0.675,81.9583333333333,6.0,-3.4,100.837083333333,21.3636363636364,0,0
2012-01-24,96,0,10,32,53,1,5,83,1,0,0,0,2,9,25,0,0,0,0,14,2,7,0,0,0,0,2,1,51,58,4,0,18,51,0,1,0,30,0,6,0,38,31,8,0,1,1,0,0,2.99583333333333,77.9583333333333,8.0,-0.516666666666667,100.210833333333,20.5,0,1
2012-01-25,75,0,12,28,35,0,8,58,0,0,0,0,0,8,28,0,1,0,0,36,0,7,0,0,0,2,1,0,11,40,2,0,18,29,0,5,0,30,0,2,1,50,5,1,0,0,0,0,0,-3.47083333333333,64.2916666666667,6.25,-9.27916666666667,101.372916666667,24.5416666666667,0,2
2012-01-26,85,0,11,29,45,0,3,73,0,0,0,0,0,6,39,0,1,0,0,43,1,2,0,0,0,2,17,0,7,48,5,0,21,42,0,4,1,29,0,2,0,54,8,0,0,0,6,0,0,-5.82083333333333,63.4583333333333,6.33333333333333,-11.7291666666667,101.24375,14.8333333333333,0,3
2012-01-27,186,0,30,89,67,0,13,161,2,3,0,0,3,26,90,1,0,0,0,6,3,71,1,0,0,21,45,1,26,49,24,1,101,93,0,7,1,78,0,3,21,16,22,39,2,1,64,4,0,-1.5,91.625,7.29166666666667,-2.6625,99.1333333333333,11.2173913043478,0,4
2012-01-28,80,0,11,23,45,1,7,65,3,1,0,0,0,11,34,0,0,0,0,4,5,14,0,0,0,5,18,1,22,34,1,1,33,41,0,5,1,30,1,0,1,41,19,0,0,0,4,0,1,0.5625,78.375,6.5,-2.77916666666667,100.005416666667,20.125,1,5
2012-01-29,71,0,6,28,37,0,5,53,1,0,0,0,2,10,23,0,0,0,0,15,3,10,0,0,0,6,13,0,12,32,2,0,24,28,0,2,0,36,0,0,0,48,6,1,0,0,1,0,1,-0.6,61.5,8.375,-7.15833333333333,100.194166666667,22.0833333333333,1,6
2012-01-30,85,0,9,30,46,0,5,73,1,3,0,0,1,9,23,0,0,0,1,42,2,9,0,0,1,1,11,0,5,50,5,1,17,49,0,2,1,24,0,1,0,62,8,0,0,0,1,0,0,-7.02083333333333,60.625,4.91666666666667,-13.4625,101.1725,23.4583333333333,0,0
2012-01-31,119,0,16,40,63,0,4,95,2,2,0,0,0,11,44,0,0,0,0,5,3,7,0,0,0,5,68,0,15,48,5,0,46,49,0,0,3,51,0,6,0,19,16,2,0,1,57,6,0,-7.7875,80.25,9.25,-10.6416666666667,100.995833333333,6.75,0,1
2012-02-01,115,0,13,44,58,0,16,90,1,0,0,0,0,13,45,2,0,0,1,3,4,15,0,0,0,10,45,0,20,49,12,0,34,46,0,4,0,55,0,1,11,21,28,14,0,1,19,1,0,-5.0,90.9583333333333,8.53846153846154,-6.25,100.135,2.15384615384615,0,2
2012-02-02,108,1,12,28,66,1,2,101,0,2,0,0,2,11,40,0,0,0,0,10,5,5,0,0,0,10,31,0,33,53,3,0,41,43,0,1,2,49,0,5,0,63,26,1,0,0,4,0,0,-7.13333333333333,75.625,6.36676587301587,-10.7375,101.3975,18.5661057692308,0,3
2012-02-03,113,0,9,46,58,0,2,97,1,1,0,0,1,12,43,0,0,0,0,7,2,6,0,0,0,4,30,0,39,62,8,1,25,45,0,6,1,50,0,0,0,48,26,1,1,0,14,0,0,-5.61666666666667,79.9583333333333,4.66666666666667,-8.5375,101.89,21.0,0,4
2012-02-04,86,0,12,33,41,0,5,78,2,0,0,0,6,14,23,1,0,0,0,19,3,3,0,0,0,1,18,0,25,36,1,0,36,34,0,2,1,36,0,3,0,66,7,0,0,0,1,0,0,-6.59166666666667,68.5833333333333,6.0,-11.4458333333333,101.640416666667,32.0416666666667,1,5
2012-02-05,54,0,7,26,21,0,4,43,0,1,0,0,1,6,17,0,0,0,0,18,3,3,0,0,0,2,9,0,11,21,0,0,27,22,0,1,0,29,0,0,0,32,12,0,0,0,1,0,0,-7.06666666666667,72.5416666666667,6.45833333333333,-11.2083333333333,101.190833333333,20.9166666666667,1,6
2012-02-06,83,0,10,31,42,0,5,68,1,0,0,0,0,10,28,2,0,0,0,18,2,2,0,0,0,1,6,0,43,49,3,0,17,45,0,2,1,28,0,2,0,40,33,0,0,0,0,0,0,1.7625,71.0,6.83333333333333,-2.9625,100.174583333333,21.125,0,0
2012-02-07,81,0,10,37,34,0,2,63,3,2,0,0,3,11,30,2,0,0,0,47,2,6,0,0,0,2,3,0,10,49,1,0,20,37,0,8,1,31,1,1,0,67,4,0,0,0,0,0,0,-4.25833333333333,51.5,7.875,-13.05,101.15125,20.7916666666667,0,1
2012-02-08,82,0,11,34,37,0,3,73,0,0,0,0,3,10,34,0,0,0,0,49,3,6,0,0,0,1,2,0,11,49,2,0,18,34,0,2,1,35,0,3,0,65,6,0,0,0,0,0,0,-6.07083333333333,51.375,7.20833333333333,-14.7875,101.282083333333,22.0416666666667,0,2
2012-02-09,91,0,24,26,41,0,3,82,0,0,0,0,1,8,40,0,0,0,0,54,3,4,0,0,0,2,1,0,16,63,5,1,16,56,0,0,1,31,0,1,0,80,3,0,0,0,0,0,0,-0.816666666666667,66.0416666666667,6.75,-6.49583333333333,100.68625,21.4166666666667,0,3
2012-02-10,85,0,14,31,40,0,4,73,1,1,0,0,3,11,29,0,0,0,0,44,4,6,0,0,1,0,5,0,13,46,4,0,24,43,0,3,0,31,0,1,0,51,19,1,0,0,2,0,0,0.279166666666667,68.7083333333333,7.70833333333333,-4.85416666666667,100.5575,20.7916666666667,0,4
2012-02-11,90,0,11,37,42,0,8,70,2,2,0,0,1,14,32,0,2,0,0,32,5,5,0,0,0,2,20,0,17,28,5,2,46,41,0,2,1,41,1,1,0,52,14,0,0,0,13,0,0,-11.575,67.9583333333333,10.2916666666667,-16.3708333333333,100.400833333333,9.33333333333333,1,5
2012-02-12,61,0,4,29,28,0,6,48,0,0,0,0,0,5,28,0,0,0,0,31,1,5,0,0,0,0,4,0,9,24,1,0,22,25,0,1,0,29,0,0,0,42,9,0,0,0,0,0,0,-13.8541666666667,53.0833333333333,7.58333333333333,-21.4458333333333,100.123333333333,27.625,1,6
2012-02-13,82,0,10,29,43,0,1,68,0,1,0,1,0,14,25,0,0,0,0,53,3,7,0,0,0,0,2,0,3,41,3,2,23,36,0,2,1,31,0,3,0,49,17,0,0,0,1,0,0,-7.25833333333333,55.5416666666667,5.66666666666667,-14.8458333333333,100.091666666667,17.875,0,0
2012-02-14,83,0,9,32,41,1,7,63,1,0,1,0,2,10,33,3,0,0,0,52,1,5,0,0,0,1,3,0,7,48,4,1,14,42,0,3,0,27,0,3,0,56,13,0,0,0,0,0,0,-4.55833333333333,64.3333333333333,5.25,-10.3458333333333,100.616666666667,15.5416666666667,0,1
2012-02-15,75,0,12,28,35,0,4,64,1,1,0,0,1,12,26,0,0,0,0,12,1,1,0,0,0,0,9,0,41,35,9,2,17,29,0,6,0,31,0,1,1,19,15,14,2,0,6,0,0,1.27916666666667,80.375,3.33333333333333,-1.8375,101.214583333333,23.375,0,2
2012-02-16,71,0,8,36,27,0,2,65,0,0,0,0,2,15,28,0,0,0,0,22,0,3,0,0,0,1,2,0,31,36,2,1,23,28,0,1,1,33,0,2,0,33,18,7,0,0,0,0,0,2.82916666666667,76.0833333333333,6.0,-1.13333333333333,101.124166666667,20.6666666666667,0,3
2012-02-17,86,0,10,28,46,2,10,68,2,1,0,0,0,6,31,0,0,0,0,43,0,5,0,0,0,0,2,0,20,37,8,0,28,46,0,2,0,33,0,0,0,36,29,2,0,0,1,0,0,2.425,74.0416666666667,6.79166666666667,-1.9125,100.200833333333,20.0833333333333,0,4
2012-02-18,67,0,8,20,38,1,3,59,0,0,0,0,1,9,22,0,0,0,0,47,1,3,0,0,0,0,1,0,6,31,2,0,24,30,0,1,1,31,0,0,0,47,9,1,0,0,0,0,0,0.283333333333333,63.5,6.375,-5.90416666666667,100.399583333333,23.2083333333333,1,5
2012-02-19,50,0,5,15,30,0,2,43,0,2,0,0,1,2,15,0,1,0,0,33,0,3,0,0,0,0,0,0,2,19,1,0,19,26,0,1,0,16,0,2,0,34,4,0,0,0,0,0,0,-4.02083333333333,63.1666666666667,5.125,-10.0416666666667,101.028333333333,27.125,1,6
2012-02-20,57,0,7,15,34,1,1,50,0,0,0,0,0,11,18,1,0,0,0,43,0,1,0,0,0,0,2,0,2,29,2,1,15,20,0,2,0,31,0,0,0,40,7,0,0,0,1,0,0,-5.4,60.5416666666667,6.33333333333333,-11.8916666666667,101.513333333333,25.3333333333333,0,0
2012-02-21,77,1,11,27,38,0,5,66,1,0,0,1,3,12,25,0,1,0,0,56,1,2,0,0,0,0,2,0,8,48,2,1,16,33,0,2,0,32,0,2,0,52,14,0,0,0,1,0,0,-0.341666666666667,62.25,6.83333333333333,-6.97083333333333,100.920416666667,21.2083333333333,0,1
2012-02-22,90,0,20,31,39,0,4,81,0,1,0,1,2,5,49,1,0,0,0,33,1,0,0,0,0,0,2,0,45,55,5,1,23,52,0,4,0,25,0,5,0,40,26,17,0,0,1,0,0,3.18333333333333,79.375,7.54166666666667,-0.170833333333333,99.1066666666667,20.3333333333333,0,2
2012-02-23,88,1,7,29,51,0,4,78,0,1,0,0,2,9,39,0,0,0,0,42,0,12,0,0,0,0,3,0,19,58,3,0,17,38,0,4,0,38,0,1,0,57,17,1,0,0,1,0,0,1.75,77.4166666666667,4.91666666666667,-1.86666666666667,99.11625,23.75,0,3
2012-02-24,157,0,20,62,74,1,15,122,4,0,0,1,3,30,60,1,0,0,0,24,2,2,0,0,0,4,104,1,12,43,17,6,74,62,0,6,0,76,0,3,0,21,22,1,0,0,70,29,0,0.0333333333333333,82.25,5.29166666666667,-2.71666666666667,99.3033333333333,16.5652173913043,0,4
2012-02-25,107,0,13,44,50,0,10,90,1,1,0,0,2,15,36,0,0,0,0,3,2,7,0,0,0,7,63,0,14,52,5,2,37,44,0,0,0,58,0,0,0,27,11,0,0,0,56,2,0,-2.19166666666667,84.125,5.04166666666667,-4.57083333333333,98.48875,23.85,1,5
2012-02-26,83,0,7,26,49,1,6,63,2,0,0,0,1,11,25,0,1,0,0,20,5,5,0,0,0,2,30,0,10,28,8,3,27,32,0,5,0,42,0,3,0,53,8,0,1,0,8,0,0,-8.85416666666667,56.0833333333333,6.16666666666667,-16.175,101.675416666667,25.7083333333333,1,6
2012-02-27,125,0,8,51,66,0,8,109,2,0,0,0,6,12,52,0,0,0,0,21,1,10,0,0,0,2,49,0,20,66,3,0,35,46,0,4,0,57,0,4,0,55,22,0,0,0,23,0,0,-7.62083333333333,71.0833333333333,7.375,-12.075,101.387916666667,8.43478260869565,0,0
2012-02-28,106,0,4,45,55,2,1,96,1,0,0,0,1,11,44,0,0,0,0,23,4,2,0,0,0,2,28,0,36,66,7,1,21,50,0,7,1,41,0,2,0,71,15,0,0,0,7,0,0,-5.825,68.1666666666667,5.95833333333333,-10.9083333333333,101.858333333333,22.875,0,1
2012-02-29,75,0,8,25,41,1,3,69,1,0,0,1,0,8,32,0,1,0,0,33,3,1,0,0,0,2,9,1,14,48,5,0,16,34,0,2,0,32,1,4,0,47,13,0,0,0,4,0,0,-6.1375,65.6666666666667,6.45833333333333,-11.6583333333333,101.56625,9.79166666666667,0,2
2012-03-01,128,0,21,62,45,0,8,105,3,1,0,0,5,22,47,1,0,0,0,1,0,2,0,0,0,1,104,0,1,63,11,0,38,42,0,5,0,64,0,4,0,11,5,0,0,0,80,13,0,-4.60416666666667,88.8333333333333,7.83333333333333,-6.17083333333333,100.374166666667,3.91666666666667,0,3
2012-03-02,122,0,12,57,53,0,6,105,1,1,0,0,2,22,40,0,0,0,0,5,2,0,0,0,0,8,62,0,26,65,5,0,33,48,0,4,1,62,0,0,0,36,39,2,0,0,18,0,1,-3.74166666666667,87.5,6.54166666666667,-5.50833333333333,100.578333333333,7.54166666666667,0,4
2012-03-03,100,0,7,34,59,0,8,80,0,1,0,0,3,17,40,0,0,0,0,17,0,3,0,0,0,6,33,0,31,40,4,0,40,41,0,2,0,49,0,1,1,43,19,3,0,0,12,2,7,2.87916666666667,71.9583333333333,10.4583333333333,-1.96666666666667,98.6625,18.875,1,5
2012-03-04,77,0,11,27,38,1,6,64,1,4,0,0,0,11,32,1,0,0,0,36,1,7,0,0,0,0,11,0,15,32,4,0,33,38,0,1,0,34,0,0,0,51,16,0,0,0,0,1,0,-5.12916666666667,59.9166666666667,5.95833333333333,-11.7625,99.4308333333333,26.0,1,6
2012-03-05,86,0,11,29,46,0,5,73,1,0,0,0,0,12,38,0,0,0,0,47,3,7,0,0,0,1,6,0,9,48,5,0,19,35,0,3,0,40,0,0,0,64,5,0,0,0,3,0,0,-12.4041666666667,57.7916666666667,6.45833333333333,-19.1083333333333,100.825,25.7916666666667,0,0
2012-03-06,106,0,11,31,64,0,4,99,0,0,0,0,4,10,39,1,0,0,0,77,3,3,0,0,0,0,6,0,4,62,2,1,27,45,0,3,0,49,0,2,0,86,5,0,0,0,1,0,0,-8.33333333333333,50.3333333333333,5.45833333333333,-17.1,102.375,23.0,0,1
2012-03-07,98,0,9,26,63,0,9,79,0,1,0,0,1,10,31,0,0,0,0,62,2,2,0,0,0,1,3,0,10,58,2,1,17,47,0,2,0,35,0,1,0,70,8,0,0,0,0,0,0,3.69166666666667,51.625,6.375,-5.4625,101.27625,17.3333333333333,0,2
2012-03-08,94,1,14,24,54,1,5,80,3,0,0,0,1,19,28,0,0,0,0,33,0,0,0,0,0,0,4,0,45,42,10,1,29,40,0,4,1,40,0,2,0,28,23,25,0,0,2,1,1,8.5625,66.2083333333333,8.83333333333333,2.42916666666667,99.8283333333333,20.125,0,3
2012-03-09,90,0,8,34,48,0,8,76,1,0,0,0,2,17,30,0,0,0,0,52,0,4,0,0,0,2,3,0,13,41,0,1,33,44,0,4,0,35,0,0,1,54,9,6,1,0,4,0,0,-2.2125,64.625,5.875,-8.0875,100.83875,23.7083333333333,0,4
2012-03-10,66,0,6,29,31,0,5,58,0,1,0,0,3,11,21,1,0,0,0,49,0,2,0,0,0,0,1,0,4,28,2,2,23,30,0,2,1,26,0,1,0,52,4,1,0,0,0,0,0,-3.725,56.0416666666667,8.5,-11.2791666666667,102.124583333333,15.7916666666667,1,5
2012-03-11,55,0,9,14,32,0,5,39,2,0,0,0,4,6,14,0,0,0,0,44,1,0,0,0,0,0,0,0,1,34,2,0,10,21,0,1,3,24,0,1,0,44,0,0,0,0,0,0,0,4.33333333333333,57.0416666666667,5.83333333333333,-3.72083333333333,101.46125,20.625,1,6
2012-03-12,85,0,10,33,42,0,6,62,1,1,0,0,3,8,24,1,0,0,0,59,0,0,0,0,0,0,3,0,6,48,1,0,19,42,0,3,1,25,0,2,0,59,8,1,0,0,1,0,0,8.025,58.0,6.33333333333333,0.1625,101.31,17.1304347826087,0,0
2012-03-13,86,0,13,28,45,0,5,77,0,0,0,0,3,6,25,0,0,0,0,29,0,0,0,0,1,0,0,1,41,52,5,0,15,47,0,0,0,28,0,1,0,23,24,23,0,2,1,0,0,4.74166666666667,83.0416666666667,6.375,1.9375,100.333333333333,11.0416666666667,0,1
2012-03-14,66,0,10,22,34,0,6,58,0,0,0,0,2,4,23,0,1,0,0,16,1,0,0,0,0,0,1,0,39,39,3,1,14,34,0,1,2,23,0,2,0,21,15,11,5,0,6,0,0,0.629166666666667,94.125,6.79166666666667,-0.1875,101.172083333333,5.20833333333333,0,2
2012-03-15,78,0,5,25,48,0,5,67,0,2,0,0,1,11,27,0,0,0,0,51,0,0,0,0,0,0,0,0,12,50,2,1,14,34,0,1,0,31,0,3,0,28,32,5,0,0,0,0,0,0.929166666666667,85.625,9.375,-1.2375,101.7125,2.83333333333333,0,3
2012-03-16,111,0,14,46,50,1,6,94,1,0,0,0,4,14,38,1,0,0,0,38,0,0,0,0,1,0,0,1,54,57,7,1,29,54,0,3,1,42,0,3,0,34,26,34,2,0,1,0,0,2.6625,92.8333333333333,6.125,1.62916666666667,101.140833333333,9.69565217391304,0,4
2012-03-17,79,1,13,33,31,1,13,56,1,0,0,0,2,17,32,0,0,0,0,51,0,0,1,0,0,0,0,0,17,38,1,1,28,33,0,1,1,34,0,2,0,53,4,0,12,0,0,0,0,5.87083333333333,83.5416666666667,4.0,3.10833333333333,101.66875,20.5454545454545,1,5
2012-03-18,71,0,13,24,33,1,8,58,1,0,0,0,1,16,22,1,0,0,0,60,0,0,0,0,0,0,0,0,3,40,3,0,19,32,0,1,1,28,0,0,0,60,3,0,0,0,0,0,0,14.325,64.5416666666667,5.16666666666667,7.4375,101.138333333333,21.75,1,6
2012-03-19,77,0,13,29,35,0,4,61,2,2,0,0,1,13,20,0,0,0,0,65,0,0,0,0,0,0,0,0,2,47,1,0,19,31,0,5,0,35,0,1,0,64,2,0,0,0,1,0,0,14.525,66.7916666666667,7.75,8.35833333333333,101.229166666667,12.1666666666667,0,0
2012-03-20,76,0,8,17,50,1,1,64,2,1,0,0,2,6,22,0,0,0,0,64,0,0,0,0,0,0,0,0,0,46,2,1,12,39,0,2,1,22,0,4,0,61,0,0,0,0,0,0,0,14.5625,58.0416666666667,4.83333333333333,6.2625,101.473333333333,18.3913043478261,0,1
2012-03-21,102,0,22,30,48,2,3,91,0,1,0,0,4,11,41,1,0,0,0,96,0,0,0,0,1,0,1,0,1,83,2,0,9,48,0,4,0,44,0,4,0,97,0,0,0,0,0,0,0,20.2583333333333,57.9166666666667,5.41666666666667,11.3916666666667,101.455833333333,24.4782608695652,0,2
2012-03-22,64,0,11,20,33,0,2,56,0,1,0,0,1,5,36,0,0,0,0,53,0,0,0,0,0,0,0,0,2,49,1,0,8,33,0,4,1,23,0,0,0,49,5,0,0,0,0,0,0,18.5208333333333,58.875,6.70833333333333,10.2416666666667,101.106666666667,24.625,0,3
2012-03-23,95,0,11,31,53,0,6,82,1,1,0,0,1,13,33,0,1,0,0,82,0,0,0,0,0,0,0,0,2,68,4,2,14,52,0,4,1,32,0,1,0,76,9,0,0,0,0,0,0,13.3458333333333,33.5833333333333,8.75,-4.63333333333333,101.332083333333,11.75,0,4
2012-03-24,73,0,9,24,39,1,5,64,0,0,0,0,0,10,29,1,0,0,0,60,0,0,0,0,0,0,0,0,2,35,1,0,28,38,0,0,0,29,0,1,0,39,20,2,0,0,0,0,0,4.65,36.4583333333333,6.875,-9.0625,101.27125,5.54166666666667,1,5
2012-03-25,60,0,10,18,32,0,4,46,0,1,0,0,2,7,14,0,0,0,0,40,0,0,0,0,0,0,0,0,12,27,2,2,22,34,0,1,0,18,1,0,0,27,21,4,0,0,0,0,0,6.51666666666667,72.875,5.375,1.6625,100.122916666667,16.1666666666667,1,6
2012-03-26,77,0,10,22,44,1,6,66,0,0,0,0,1,8,29,0,0,0,0,62,0,0,0,0,0,0,0,0,2,48,4,2,11,36,0,3,1,25,0,4,0,58,6,0,0,0,0,0,1,-0.3375,37.0,16.4166666666667,-13.9916666666667,100.712083333333,11.4166666666667,0,0
2012-03-27,69,0,7,25,36,1,3,58,1,0,0,0,0,11,17,0,1,0,0,56,0,0,0,0,0,0,0,0,6,49,4,1,7,34,0,1,0,26,1,1,0,54,5,1,0,0,0,0,1,-1.45416666666667,29.4166666666667,8.29166666666667,-17.3041666666667,101.59,12.3333333333333,0,1
2012-03-28,65,1,9,21,34,0,8,49,0,1,0,0,2,13,24,0,0,0,0,18,0,0,0,0,0,1,0,0,41,37,7,2,14,37,0,0,2,20,0,2,0,18,13,18,0,0,10,0,0,1.225,77.5833333333333,8.20833333333333,-2.58333333333333,99.7566666666667,12.0416666666667,0,2
2012-03-29,74,0,11,19,44,0,5,63,1,2,0,1,1,5,28,0,0,0,0,51,0,0,0,0,0,0,0,0,9,43,1,0,13,38,0,1,1,28,0,2,0,29,29,1,0,0,1,0,0,2.05833333333333,68.9583333333333,9.95833333333333,-3.30833333333333,100.221666666667,9.79166666666667,0,3
