"Date","Cluster","NB_Accidents","Autos","Autres","Bus","Camions","Camions.articules","Camions.legers","Camions.Lourds","Camions.porteurs","Ecoliers","Illegaux","Motos","Non.Utilise","Pietons","Tous","Velos"
"2011-01-19",2,1,7216,0,133,80,0,0,0,0,0,0,0,0,313,0,12
"2011-01-19",39,1,4945,0,126,58,0,0,0,0,0,0,0,0,269,0,9
"2011-02-17",27,1,7752,0,0,0,0,431,29,0,0,0,0,0,4,0,2
"2011-02-22",21,1,12612,0,0,0,0,261,2,0,0,0,0,0,2068,0,127
"2011-02-23",38,1,21279,0,0,0,0,526,9,0,0,0,0,0,2758,0,152
"2011-02-24",3,2,21771,0,0,0,0,722,9,0,0,0,0,0,3021,0,219
"2011-02-24",5,1,9773,0,0,0,0,411,2,0,0,0,0,0,2642,0,96
"2011-03-15",26,1,1762,0,0,0,0,82,7,0,0,0,0,0,1206,0,67
"2011-03-15",28,1,926,0,0,0,0,40,0,0,0,0,0,0,847,0,104
"2011-03-16",10,1,1379,0,0,0,0,54,7,0,0,0,0,0,955,0,39
"2011-03-30",39,1,17657,0,0,269,0,0,0,0,0,94,0,0,631,0,158
"2011-04-09",3,1,13378,0,0,0,0,255,2,0,0,0,0,0,518,0,59
"2011-04-09",14,1,14038,0,0,0,0,256,2,0,0,0,0,0,275,0,33
"2011-04-14",2,1,11910,0,0,501,0,0,0,0,0,9,0,0,1915,0,198
"2011-05-05",22,1,1669,0,0,0,0,19,1,0,0,0,0,0,809,0,185
"2011-05-31",17,1,2973,0,0,0,0,103,0,0,0,154,0,0,4211,0,942
"2011-06-01",33,1,7246,0,0,257,0,0,0,0,0,103,0,0,450,0,298
"2011-06-07",17,1,4091,0,0,142,0,0,0,0,0,105,0,0,2343,0,1210
"2011-06-07",20,1,5069,0,0,141,0,0,0,0,0,306,0,0,3769,0,1018
"2011-06-07",25,1,34087,0,331,3518,0,0,0,0,0,0,0,0,83,0,116
"2011-06-07",28,1,19268,0,449,1960,0,0,0,0,0,0,0,0,59,0,42
"2011-06-07",36,1,21163,0,335,2626,0,0,0,0,0,0,0,0,60,0,57
"2011-06-08",4,1,3909,0,0,252,0,0,0,0,0,0,0,0,2736,0,582
"2011-06-08",11,1,3048,0,0,118,0,0,0,0,0,114,0,0,2520,0,1147
"2011-06-08",19,1,19032,0,338,2882,0,0,0,0,0,0,0,0,61,0,63
"2011-06-08",33,1,4779,0,0,0,0,166,0,0,0,19,0,0,3836,0,3325
"2011-06-08",35,1,28997,0,393,3732,0,0,0,0,0,0,0,0,47,0,62
"2011-06-09",11,1,19066,0,271,2096,0,0,0,0,0,0,0,0,63,0,27
"2011-06-09",29,1,14853,0,157,1481,0,0,0,0,0,0,0,0,2,0,6
"2011-06-09",36,1,15124,0,146,1174,0,0,0,0,0,0,0,0,38,0,68
"2011-07-12",28,1,15577,0,0,1060,0,0,0,0,0,2,0,0,1153,0,149
"2011-07-12",39,1,9810,0,0,1077,0,0,0,0,0,0,0,0,4,0,0
"2011-07-13",20,1,9511,0,0,562,0,0,0,0,0,0,0,0,0,0,0
"2011-07-13",36,1,11114,186,0,450,0,0,0,0,0,0,0,0,85,0,100
"2011-09-15",3,1,5814,0,0,307,0,0,0,0,0,13,0,0,15182,0,603
"2011-09-15",12,1,9630,0,0,0,0,446,74,0,0,0,0,0,1122,0,45
"2011-09-15",23,1,6043,0,0,244,0,0,0,0,0,7,0,0,2040,0,599
"2011-09-15",32,1,4395,0,0,69,0,0,0,0,0,1,0,0,59,0,6
"2011-09-15",37,1,5183,0,0,132,0,0,0,0,0,0,0,0,82,0,5
"2011-09-16",38,1,9610,0,0,0,0,357,6,0,0,0,0,0,1329,0,136
"2011-09-17",3,1,7096,0,0,65,0,0,0,0,0,1,0,0,195,0,11
"2011-09-17",4,1,5322,0,0,116,0,0,0,0,0,0,0,0,313,0,38
"2011-09-17",7,1,5319,0,0,45,0,0,0,0,0,1,0,0,194,0,13
"2011-09-17",20,1,5371,0,0,118,0,0,0,0,0,0,0,0,240,0,27
"2011-10-11",7,1,18007,0,0,717,0,0,0,0,0,71,0,0,2475,0,3009
"2011-10-11",29,1,12338,0,0,188,0,0,0,0,0,0,0,0,1668,0,1134
"2011-10-18",6,1,8979,0,0,413,0,0,0,0,0,1,0,0,3771,0,352
"2011-10-27",3,1,10696,0,0,977,0,0,0,0,0,1,0,0,253,0,95
"2011-10-27",9,1,9425,0,0,729,0,0,0,0,0,0,0,0,57,0,39
"2011-10-27",10,1,9522,0,0,1085,0,0,0,0,0,3,0,0,122,0,94
"2011-10-27",26,1,9565,0,0,0,0,0,0,0,0,3,0,0,73,0,67
"2011-10-27",29,1,7397,0,0,595,0,0,0,0,0,3,0,0,487,0,83
"2011-10-27",36,2,27749,0,0,2876,0,0,0,0,0,5,0,0,623,0,154
"2011-11-03",17,1,10215,0,0,281,0,0,0,0,0,38,0,0,17,0,1
"2011-11-03",39,1,11667,0,0,328,0,0,0,0,0,1,0,0,115,0,3
"2011-11-12",7,2,28714,0,0,0,0,342,1,0,0,0,0,11,1437,0,76
"2011-11-12",10,1,13957,0,0,146,0,0,0,0,0,0,0,0,596,0,24
"2011-11-15",32,1,9575,0,0,415,0,0,0,0,0,0,0,0,1497,0,194
"2011-11-16",6,1,9395,0,0,0,0,176,9,0,0,0,0,0,689,0,261
"2011-11-16",35,1,25720,0,0,0,0,718,65,0,0,0,0,0,710,0,53
"2011-11-30",15,1,4020,0,0,167,0,0,0,0,0,5,0,0,3056,0,467
"2011-11-30",25,1,4424,0,0,151,0,0,0,0,0,6,0,0,5446,0,568
"2011-11-30",31,1,9701,0,0,339,0,0,0,0,0,0,0,0,3476,0,494
"2011-12-03",11,1,17940,0,0,0,0,233,1,0,0,0,0,0,3124,0,5
"2012-01-19",17,1,8678,4,0,465,0,0,0,0,0,0,0,0,156,0,4
"2012-01-24",6,1,11532,470,0,175,0,0,0,0,0,0,0,2,1769,0,72
"2012-01-26",16,1,4904,0,0,0,0,144,3,0,0,0,0,0,754,0,63
"2012-01-26",31,1,15068,4,0,1110,0,0,0,0,0,0,0,0,799,0,19
"2012-01-31",33,1,9309,0,0,534,0,0,0,0,0,0,0,0,647,0,19
"2012-02-02",29,1,5867,0,0,455,0,0,0,0,0,0,0,0,40,0,0
"2012-02-07",5,1,9334,0,0,365,0,0,0,0,0,0,0,1,1203,0,35
"2012-02-08",3,1,9336,2,0,127,0,0,0,0,0,0,0,0,209,0,12
"2012-02-08",18,1,5377,0,0,0,0,193,4,0,0,0,0,0,414,0,77
"2012-02-08",37,2,9592,0,0,0,0,275,18,0,0,0,0,0,2030,0,118
"2012-02-09",1,1,8547,0,0,794,0,0,0,0,0,0,0,0,51,0,24
"2012-02-15",11,1,12622,1,0,143,0,0,0,0,0,0,0,0,181,0,52
"2012-02-15",20,1,4069,0,0,0,0,91,1,0,0,0,0,0,2041,0,96
"2012-02-15",30,1,3163,0,0,0,0,67,0,0,0,0,0,0,2303,0,149
"2012-02-15",35,1,2339,0,0,0,0,63,3,0,0,0,0,0,3292,0,109
"2012-02-15",39,1,2709,0,0,0,0,66,3,0,0,0,0,0,2727,0,116
"2012-02-16",6,1,6763,3,0,138,0,0,0,0,0,0,0,0,220,0,2
"2012-02-21",26,1,7648,0,0,0,0,198,12,0,129,0,0,0,1201,0,57
"2012-02-21",35,1,6659,0,0,0,0,373,5,0,55,0,0,0,924,0,17
"2012-02-22",22,1,7576,0,0,0,0,286,8,0,255,0,0,0,1209,0,62
"2012-02-22",26,1,6611,0,0,0,0,383,2,0,126,0,0,0,1018,0,24
"2012-02-23",8,1,9054,0,0,0,0,222,11,0,7,0,0,0,265,0,24
"2012-02-28",1,1,1111,0,0,0,0,15,1,0,78,0,0,0,288,0,9
"2012-02-28",21,1,18892,0,0,0,0,642,45,0,15,0,0,0,335,0,14
"2012-02-28",40,1,1236,0,0,0,0,17,0,0,0,0,0,12,362,0,91
"2012-02-29",15,1,1068,0,0,0,0,15,0,0,37,0,0,0,147,0,8
"2012-02-29",19,1,5654,0,0,0,0,160,2,0,35,0,0,0,549,0,28
"2012-03-13",5,1,2062,0,0,0,0,67,1,0,781,0,0,0,2021,0,10
"2012-03-13",20,1,2418,0,0,0,0,75,0,0,146,0,0,0,163,0,21
"2012-03-13",30,1,6273,0,0,308,0,0,0,0,0,0,0,0,513,0,37
"2012-03-13",31,1,2203,0,0,0,0,50,1,0,313,0,0,0,1305,0,12
"2012-03-14",5,1,27140,1,0,378,0,0,0,0,0,0,0,0,149,0,19
"2012-03-14",27,1,1892,0,0,0,0,40,1,0,863,0,0,0,617,0,8
"2012-03-14",29,1,21003,0,0,335,0,0,0,0,0,0,0,0,89,0,17
"2012-03-15",23,1,6770,0,0,0,0,366,12,0,710,0,0,0,702,0,49
"2012-04-11",7,1,12395,0,0,0,0,784,105,0,0,0,0,4,9,0,19
"2012-04-12",13,1,12841,0,0,0,0,681,121,0,0,0,0,2,887,0,39
"2012-04-12",17,1,11770,0,0,0,0,664,127,0,0,0,0,0,674,0,44
"2012-04-12",38,1,11738,0,0,0,0,754,125,0,0,0,0,0,227,0,37
"2012-04-19",19,1,14552,0,0,0,0,561,225,0,0,0,0,0,17,0,8
"2012-05-03",32,1,21087,0,549,846,0,0,0,0,0,0,0,0,2966,0,68
"2012-05-09",4,1,4415,0,0,0,0,403,7,0,102,0,0,0,1184,0,0
"2012-05-15",2,1,21144,0,205,580,0,0,0,0,0,0,0,0,56,0,11
"2012-05-15",7,1,21627,0,257,603,0,0,0,0,0,0,0,0,184,0,33
"2012-05-15",22,1,20936,0,216,584,0,0,0,0,0,0,0,0,122,0,17
"2012-05-15",33,1,20376,0,251,566,0,0,0,0,0,0,0,0,99,0,15
"2012-05-15",36,1,25677,0,327,658,0,0,0,0,0,0,0,2,222,0,145
"2012-05-23",20,1,9296,0,238,200,0,0,0,0,2,0,0,0,880,0,71
"2012-05-23",24,1,6285,0,11,149,0,0,0,0,0,0,0,0,6628,0,3165
"2012-05-23",32,2,25062,0,704,432,0,0,0,0,0,0,0,4,2911,0,199
"2012-05-23",37,1,6285,0,11,149,0,0,0,0,0,0,0,0,6628,0,3165
"2012-05-24",35,1,17645,0,473,284,0,0,0,0,0,0,0,1,3465,0,966
"2012-05-24",37,1,9837,0,349,182,0,0,0,0,0,0,0,6,5754,0,1649
"2012-05-24",38,1,9904,0,338,172,0,0,0,0,0,0,0,0,1870,0,228
"2012-05-29",18,1,15368,0,158,496,0,0,0,0,0,0,0,0,3828,0,1559
"2012-05-29",23,1,15368,0,158,496,0,0,0,0,0,0,0,0,3828,0,1559
"2012-05-30",3,1,13233,0,321,436,0,0,0,0,2,0,0,0,4174,0,297
"2012-05-30",12,1,14102,0,285,350,0,0,0,0,1,0,0,0,1374,0,365
"2012-05-30",14,1,8114,0,345,243,0,0,0,0,0,0,0,0,733,0,424
"2012-05-30",15,1,9459,0,347,200,0,0,0,0,2,0,0,0,694,0,368
"2012-05-31",22,1,19276,0,461,623,0,0,0,0,0,0,0,2,3547,0,256
"2012-05-31",27,1,16948,0,277,567,0,0,0,0,24,0,0,0,476,0,14
"2012-06-05",4,1,13774,0,302,427,0,0,0,0,0,0,0,0,822,0,42
"2012-06-05",6,1,14696,0,299,588,0,0,0,0,0,0,0,0,432,0,47
"2012-06-05",24,1,20838,0,398,718,0,0,0,0,0,0,0,0,361,0,105
"2012-06-05",26,1,21977,0,276,410,0,0,0,0,0,0,0,0,572,0,149
"2012-06-05",37,1,15005,0,295,610,0,0,0,0,1,0,0,0,623,0,86
"2012-06-05",40,1,14297,0,305,483,0,0,0,0,0,0,0,0,403,0,38
"2012-06-06",2,1,19639,0,102,431,0,0,0,0,0,0,0,8,5346,0,305
"2012-06-06",17,1,15148,0,86,273,0,0,0,0,0,0,0,0,4280,0,175
"2012-06-06",24,1,6943,0,80,198,0,0,0,0,0,0,0,0,169,0,24
"2012-06-06",28,1,5128,0,3,137,0,0,0,0,0,0,0,0,1944,0,67
"2012-06-06",30,1,17382,0,182,233,0,0,0,0,0,0,0,0,1384,0,2922
"2012-06-07",1,1,13420,0,304,562,0,0,0,0,0,0,0,0,2134,0,74
"2012-06-07",4,1,17269,0,106,349,0,0,0,0,0,0,0,1,1522,0,115
"2012-06-07",9,1,10445,0,63,205,0,0,0,0,0,0,0,0,722,0,77
"2012-06-07",13,2,35753,0,367,851,0,0,0,0,8,0,0,0,2386,0,1351
"2012-06-07",22,1,9531,0,87,282,0,0,0,0,0,0,0,0,222,0,50
"2012-06-07",23,1,14834,0,298,509,0,0,0,0,0,0,0,0,639,0,54
"2012-06-07",26,1,14543,0,310,687,0,0,0,0,0,0,0,0,1118,0,117
"2012-06-07",29,1,13726,0,434,421,0,0,0,0,0,0,0,1,8593,0,1819
"2012-06-07",30,1,17853,0,85,341,0,0,0,0,0,0,0,0,608,0,105
"2012-06-07",32,1,10445,0,63,205,0,0,0,0,0,0,0,0,722,0,77
"2012-06-08",20,1,27353,0,393,3702,0,0,0,0,0,0,0,0,47,0,64
"2012-06-12",4,1,10569,0,0,189,0,0,0,0,0,66,0,0,1557,0,112
"2012-06-12",19,1,12916,0,312,448,0,0,0,0,0,0,0,3,4059,0,1312
"2012-06-13",20,1,27444,76,0,476,0,0,0,0,0,0,0,1341,3152,0,0
"2012-07-05",17,2,22944,0,142,506,0,0,0,0,0,0,0,0,9891,0,1147
"2012-07-05",26,1,7334,1,0,461,0,0,0,0,0,0,0,0,1909,0,704
"2012-07-05",37,2,22879,0,125,915,0,0,0,0,0,0,0,2,13866,0,4338
"2012-07-05",39,2,17422,1,0,579,0,0,0,0,0,0,0,1055,8494,0,533
"2012-09-06",4,1,7099,0,228,241,0,0,0,0,0,0,0,0,589,0,60
"2012-09-06",22,1,8433,0,304,402,0,0,0,0,0,0,0,0,171,0,56
"2012-09-11",4,1,19260,0,104,427,0,0,0,0,0,0,0,0,4814,0,533
"2012-09-11",10,1,8100,0,0,460,0,0,0,0,0,0,0,0,1572,0,0
"2012-09-11",24,1,12030,0,0,742,0,0,0,0,0,0,0,0,328,0,45
"2012-09-13",32,1,7467,0,245,218,0,0,0,0,0,0,0,0,131,0,36
"2012-09-18",2,1,17555,0,177,508,0,0,0,0,0,0,0,0,714,0,120
"2012-09-18",25,1,7516,0,58,231,0,0,0,0,0,0,0,0,321,0,445
"2012-09-18",32,1,3557,0,74,64,0,0,0,0,0,0,0,0,4815,0,134
"2012-09-18",38,1,10258,0,103,144,0,0,0,0,0,0,0,0,330,0,86
"2012-09-18",40,1,15861,0,307,746,0,0,0,0,0,0,0,0,805,0,692
"2012-09-19",4,2,25145,0,115,963,0,0,319,0,0,0,0,2,7121,0,388
"2012-09-19",8,1,13194,0,219,467,0,0,0,0,0,0,0,2,2073,0,291
"2012-09-19",31,1,13218,0,225,514,0,0,0,0,0,0,0,0,141,0,41
"2012-09-20",9,1,14830,0,0,349,0,0,0,0,0,270,0,0,29,0,7
"2012-09-20",22,1,5408,0,0,115,0,0,0,0,0,234,0,0,287,0,8
"2012-09-25",3,1,14193,0,308,281,0,0,0,0,0,0,0,0,138,0,64
"2012-09-27",5,1,7517,0,206,176,0,0,0,0,0,0,0,0,8,0,10
"2012-09-27",26,1,7114,0,205,209,0,0,0,0,0,0,0,0,26,0,8
"2012-09-27",27,1,8379,0,200,214,0,0,0,0,0,0,0,2,473,0,90
"2012-10-18",11,1,21057,0,428,909,0,0,0,0,0,0,0,0,2360,0,154
"2012-10-24",2,1,21307,0,434,1355,0,0,0,0,0,0,0,0,173,0,69
"2012-10-24",11,1,17857,0,412,265,0,0,0,0,0,0,0,0,3450,0,157
"2012-10-26",14,1,25608,0,367,1103,0,0,0,0,0,0,0,0,419,0,70
"2012-10-26",22,1,29108,0,619,1590,0,0,0,0,0,0,0,1,3963,0,117
"2012-10-26",25,1,18057,0,0,633,0,0,0,0,0,366,0,0,1319,0,77
"2012-10-26",36,1,22627,0,315,991,0,0,0,0,0,0,0,0,78,0,21
"2012-10-26",39,1,20840,0,325,725,0,0,0,0,0,0,0,1,823,0,91
"2012-11-13",24,1,7445,0,238,402,0,0,0,0,0,0,0,0,2865,0,133
"2012-11-13",31,1,8010,0,226,426,0,0,0,0,12,0,0,0,1474,0,101
"2012-11-20",20,1,3833,0,23,96,0,0,0,0,0,0,0,0,1720,0,31
"2012-12-04",9,1,20516,0,215,565,0,0,0,0,0,0,0,0,82,0,12
"2012-12-04",10,1,28714,0,317,884,0,0,0,0,0,0,0,0,2173,0,57
"2012-12-04",19,1,16559,0,111,544,0,0,0,0,149,0,0,0,417,0,20
"2012-12-04",32,1,18394,0,194,480,0,0,0,0,0,0,0,0,809,0,40
"2012-12-05",8,1,34308,0,470,871,0,0,0,0,0,0,0,0,864,0,12
"2012-12-05",19,1,20774,0,145,293,0,0,0,0,0,0,0,0,754,0,54
"2012-12-05",30,1,11451,0,156,244,0,0,0,0,17,0,0,0,249,0,14
"2012-12-05",36,1,22080,0,208,685,0,0,0,0,0,0,0,0,626,0,38
"2012-12-05",39,1,16100,0,97,499,0,0,0,0,37,0,0,0,259,0,304
"2012-12-06",4,1,21509,0,160,1080,0,0,0,0,0,0,0,161,648,0,28
"2012-12-06",17,1,21793,0,204,669,0,0,0,0,0,0,0,0,797,0,29
"2012-12-06",30,2,35375,0,358,1104,0,0,0,0,3,0,0,0,2109,0,29
"2012-12-06",32,1,21793,0,204,669,0,0,0,0,0,0,0,0,797,0,29
"2012-12-06",34,1,7385,0,144,175,0,0,0,0,72,0,0,0,394,0,651
"2012-12-06",38,1,10153,0,345,168,0,0,0,0,0,0,0,0,1382,0,13
"2012-12-12",17,1,7403,0,46,272,0,0,0,0,0,0,0,0,269,0,23
"2012-12-13",7,1,5721,0,71,250,0,0,0,0,2,0,0,0,3955,0,53
"2012-12-13",14,1,11672,0,213,240,0,0,0,0,0,0,0,0,1275,0,28
"2012-12-13",18,1,13247,0,118,505,0,0,0,0,0,0,0,0,434,0,723
"2012-12-13",24,1,15792,0,178,829,0,0,0,0,5,0,0,0,1149,0,180
"2012-12-26",5,1,4904,0,0,144,0,0,0,0,0,0,0,3,754,0,63
"2013-01-22",10,1,2403,0,45,141,0,0,0,0,0,0,0,0,7,0,0
"2013-01-22",37,1,2403,0,45,141,0,0,0,0,0,0,0,0,7,0,0
"2013-02-05",20,1,13089,0,324,455,0,0,0,0,7,0,0,0,5187,0,133
"2013-02-05",27,1,29159,0,359,583,0,0,0,0,0,0,0,0,3328,0,92
"2013-02-14",38,1,5508,0,120,129,0,0,0,0,0,0,0,0,9269,0,86
"2013-02-18",1,1,6670,0,62,147,0,0,0,0,0,0,0,0,1023,0,8
"2013-02-18",3,1,10875,0,177,465,0,0,0,0,0,0,0,1,1503,0,20
"2013-02-25",21,1,18062,0,0,0,0,330,310,0,0,0,0,0,198,0,0
"2013-02-26",21,1,13256,0,1092,325,0,0,0,0,0,0,0,2,4458,0,8
"2013-02-26",29,1,16090,0,711,585,0,0,0,0,0,0,0,2,320,0,6
"2013-02-26",31,1,15433,0,591,771,0,0,0,0,0,0,0,13,436,0,2
"2013-02-26",34,1,19359,0,786,667,0,0,0,0,0,0,0,0,423,0,7
"2013-02-26",35,1,16723,0,937,458,0,0,0,0,0,0,0,0,583,0,23
"2013-03-12",2,1,5781,0,0,413,0,0,0,0,0,0,0,0,1949,0,14
"2013-03-12",13,1,3201,0,76,24,0,0,0,0,0,0,0,0,1,0,0
"2013-03-12",16,1,1565,0,0,64,0,0,0,0,0,0,0,0,230,0,6
"2013-03-12",19,1,3890,0,0,184,0,0,0,0,0,0,0,1,1218,0,3
"2013-03-12",35,1,4413,0,12,44,0,0,0,0,0,0,0,0,1,0,0
"2013-03-12",36,1,7890,0,17,62,0,0,0,0,0,0,0,0,5,0,0
"2013-03-12",37,1,4413,0,12,44,0,0,0,0,0,0,0,0,1,0,0
"2013-03-12",40,1,1694,0,13,45,0,0,0,0,0,0,0,0,3,0,0
"2013-03-13",3,1,5028,0,0,404,0,0,0,0,0,0,0,0,5424,0,10
"2013-03-26",26,1,7882,0,0,531,0,0,0,0,0,75,0,0,266,0,20
"2013-03-27",1,1,10770,0,0,749,0,0,0,0,0,275,0,0,533,0,2
"2013-03-27",11,1,12027,0,0,740,0,0,0,0,0,42,0,0,461,0,10
"2013-04-02",2,1,6496,0,0,269,0,0,0,0,0,0,0,3,3044,0,33
"2013-04-02",4,1,5297,0,0,132,0,0,0,0,0,0,0,5,2726,0,23
"2013-04-02",7,1,5982,0,0,254,0,0,0,0,0,0,0,18,1743,0,38
"2013-04-02",25,1,8140,0,0,303,0,0,0,0,0,0,0,0,1031,0,38
"2013-04-02",39,1,6378,0,0,544,0,0,0,0,0,2,0,0,878,0,8
"2013-04-03",10,1,5222,0,0,130,0,0,0,0,0,0,0,7,886,0,61
"2013-04-03",11,1,4242,0,0,206,0,0,0,0,0,0,0,11,48,0,4
"2013-04-03",16,1,4070,0,0,721,0,0,0,0,0,0,0,0,38,0,13
"2013-04-03",19,1,4380,0,0,93,0,0,0,0,0,0,0,0,1100,0,30
"2013-04-03",40,1,4602,0,0,90,0,0,0,0,0,0,0,0,2294,0,61
"2013-04-04",1,1,18126,0,325,415,0,0,126,0,0,0,0,0,1439,0,0
"2013-04-04",5,1,4022,0,0,234,0,0,0,0,0,0,0,0,33,0,10
"2013-04-04",7,1,5726,0,66,68,0,0,0,0,0,0,0,0,2530,0,389
"2013-04-04",11,1,17875,0,123,343,0,0,0,0,0,0,0,0,242,0,39
"2013-04-04",13,1,3244,0,0,1885,0,0,0,0,0,0,0,0,41,0,10
"2013-04-04",34,1,3892,0,0,217,0,0,0,0,0,0,0,0,36,0,10
"2013-04-09",4,2,14303,0,93,496,0,0,0,0,0,0,0,1,500,0,70
"2013-04-09",7,1,6516,0,136,184,0,0,0,0,0,0,0,0,79,0,3
"2013-04-09",19,2,13846,0,180,200,0,0,0,0,0,0,0,0,48,0,4
"2013-04-09",20,1,6661,0,125,68,0,0,0,0,0,0,0,0,69,0,11
"2013-04-09",21,1,7323,0,119,58,0,0,0,0,0,0,0,0,10,0,10
"2013-04-09",23,1,7519,0,121,94,0,0,0,0,0,0,0,0,137,0,11
"2013-04-09",31,1,7288,0,94,105,0,0,0,0,0,0,0,0,3,0,3
"2013-04-09",32,1,7694,0,121,182,0,0,0,0,0,0,0,0,8,0,15
"2013-04-09",35,1,3852,0,0,283,0,0,0,0,0,0,0,0,424,0,19
"2013-04-09",36,1,6979,0,94,103,0,0,0,0,0,0,0,0,52,0,8
"2013-04-10",30,1,6093,0,0,186,0,0,0,0,0,0,0,3,219,0,63
"2013-04-16",21,1,15891,0,0,613,0,0,69,0,0,0,0,10,0,0,0
"2013-04-17",29,1,8012,0,65,144,0,0,0,0,0,0,0,0,1128,0,47
"2013-04-17",39,1,3723,0,45,228,0,0,0,0,0,0,0,0,251,0,26
"2013-04-18",34,1,14439,0,235,418,0,0,54,0,0,0,0,0,2113,0,0
"2013-04-23",2,1,19370,0,275,445,0,0,0,0,0,0,0,2,691,0,110
"2013-04-23",3,1,23456,0,496,596,0,0,0,0,0,0,0,0,2383,0,179
"2013-04-23",4,1,18843,0,237,414,0,0,0,0,0,0,0,2,1009,0,163
"2013-04-23",17,1,7713,0,0,229,0,0,0,0,0,0,0,0,98,0,11
"2013-04-23",18,1,2224,0,0,94,0,0,0,0,0,0,0,1,347,0,5
"2013-04-23",38,1,18080,0,238,372,0,0,0,0,0,0,0,0,535,0,146
"2013-04-24",30,1,18378,0,191,374,0,0,0,0,0,0,0,1,494,0,104
"2013-04-24",35,1,18120,0,224,438,0,0,0,0,0,0,0,4,711,0,151
"2013-04-24",39,1,18076,0,225,464,0,0,0,0,0,0,0,0,1168,0,119
"2013-05-01",39,1,5456,0,160,146,0,0,0,0,0,0,0,0,3232,0,4122
"2013-05-14",9,1,22006,0,179,663,0,0,0,0,0,0,0,1,360,0,143
"2013-05-23",12,1,17272,0,289,660,0,0,0,0,0,0,0,0,2808,0,403
"2013-05-23",17,1,12240,0,217,482,0,0,0,0,0,0,0,0,862,0,114
"2013-05-23",33,1,17415,0,121,457,0,0,0,0,0,0,0,0,110,0,12
"2013-05-30",7,1,6237,0,5,140,0,0,0,0,0,0,0,0,156,0,108
"2013-05-30",8,1,24646,0,367,609,0,0,0,0,0,0,0,0,2933,0,246
"2013-05-30",13,1,9135,0,8,255,0,0,0,0,0,0,0,1,333,0,217
"2013-05-30",40,1,9135,0,8,255,0,0,0,0,0,0,0,1,333,0,217
"2013-06-06",28,1,24645,0,0,609,0,0,0,0,0,0,0,0,2933,0,246
"2013-06-20",20,1,4151,0,69,32,0,0,0,0,0,0,0,0,209,0,169
"2013-06-20",25,1,4294,0,0,32,0,0,0,0,0,70,0,0,0,0,0
"2013-06-20",37,1,4283,0,0,245,0,0,0,0,0,0,0,0,0,0,0
"2013-09-11",21,1,10998,0,465,305,0,0,0,0,0,0,0,0,4312,0,307
"2013-09-12",9,1,3508,0,274,77,0,0,0,0,0,0,0,0,1790,0,77
"2013-09-12",16,1,20688,0,873,696,0,0,0,0,0,0,0,0,3544,0,85
"2013-09-12",24,1,3185,0,177,35,0,0,0,0,0,0,0,0,80,0,5
"2013-09-12",31,1,10649,0,292,395,0,0,0,0,0,0,0,0,314,0,27
"2013-09-12",39,1,7219,0,162,153,0,0,0,0,0,0,0,0,134,0,24
"2013-09-17",9,1,24538,0,302,744,0,0,0,0,0,0,0,1,2455,0,54
"2013-09-17",15,1,21603,0,124,667,0,0,0,0,0,0,0,0,794,0,71
"2013-09-17",17,1,15406,0,384,1456,0,0,0,0,0,0,0,0,32,0,23
"2013-09-17",28,1,25786,0,91,512,0,0,0,0,0,0,0,2,692,0,58
"2013-09-17",32,1,13215,0,213,1108,0,0,0,0,0,0,0,0,30,0,6
"2013-09-18",9,1,14413,0,200,1476,0,0,0,0,0,0,0,0,65,0,44
"2013-09-18",12,1,12551,0,211,1671,0,0,0,0,0,0,0,0,71,0,49
"2013-09-18",26,1,24716,0,149,589,0,0,0,0,0,0,0,0,155,0,43
"2013-09-19",8,1,585,0,0,143,0,0,0,0,0,0,0,0,0,0,0
"2013-09-19",14,1,24996,0,181,665,0,0,0,0,0,0,0,0,1774,0,102
"2013-09-19",24,1,4757,0,0,205,0,0,0,0,0,0,0,0,0,0,0
"2013-09-19",37,1,7990,0,42,580,0,0,0,0,0,0,0,0,9,0,15
"2013-09-26",10,1,19744,0,394,580,0,0,0,0,0,0,0,4,1253,0,67
"2013-10-01",9,1,8536,0,81,66,0,0,1,0,0,0,0,0,56,0,0
"2013-10-01",12,1,17971,0,300,317,0,0,0,0,0,0,0,2,0,0,0
"2013-10-02",13,1,28594,0,370,599,0,0,0,0,0,0,0,0,6110,0,1084
"2013-10-02",18,1,4258,0,76,82,0,0,1,0,0,0,0,0,137,0,0
"2013-10-03",1,1,14658,0,178,191,0,0,0,0,0,0,0,0,1561,0,127
"2013-10-03",5,1,13334,0,193,367,0,0,0,0,0,0,0,0,188,0,19
"2013-10-03",27,1,22096,0,147,243,0,0,0,0,0,0,0,0,114,0,88
"2013-10-03",33,1,14202,0,160,410,0,0,0,0,0,0,0,0,302,0,41
"2013-10-04",2,1,3468,0,45,126,0,0,0,0,0,0,0,0,8904,0,211
"2013-10-04",22,1,2330,0,0,79,0,0,0,0,0,0,0,0,2647,0,80
"2013-10-04",25,1,3994,0,50,119,0,0,0,0,0,0,0,104,12927,0,244
"2013-10-08",21,1,8321,0,176,125,0,0,0,0,0,0,0,0,226,0,588
"2013-10-08",38,2,24677,51,278,446,0,0,53,0,0,0,0,0,229,0,51
"2013-10-09",20,1,6793,0,77,94,0,0,9,0,0,0,0,0,113,0,0
"2013-10-09",23,1,7823,0,115,220,0,0,0,0,0,0,0,0,761,0,20
