"Date","Cluster","NB_Accidents","Autos","Autres","Bus","Camions","Camions.articules","Camions.legers","Camions.Lourds","Camions.porteurs","Ecoliers","Illegaux","Motos","Non.Utilise","Pietons","Tous","Velos"
"2018-05-03",3,1,3682,0,72,0,0,0,50,0,0,0,0,0,1547,0,0
"2018-05-10",4,1,7748,0,31,0,29,0,0,302,0,0,0,0,1250,0,168
"2018-05-10",31,1,8101,0,40,0,19,0,0,300,0,0,0,0,655,0,286
"2018-05-10",35,1,5873,0,133,0,19,0,0,192,0,0,0,0,2587,0,1041
"2018-05-12",31,1,1891,0,58,0,4,0,0,31,0,0,0,0,966,0,365
"2018-05-16",7,1,2114,0,55,0,0,0,103,0,0,0,0,0,2507,0,187
"2018-05-16",12,1,7218,0,179,0,0,0,122,0,0,0,0,0,355,0,134
"2018-05-16",13,1,6870,0,118,0,0,0,117,0,0,0,0,0,219,0,84
"2018-05-16",14,1,4936,0,55,0,0,0,155,0,0,0,0,0,3376,0,580
"2018-05-16",16,1,3712,0,226,0,0,0,142,0,0,0,0,0,1177,0,29
"2018-05-16",17,1,4898,0,65,0,0,0,133,0,0,0,0,0,3841,0,497
"2018-05-16",38,1,5197,0,57,0,0,0,153,0,0,0,0,0,4273,0,529
"2018-05-17",3,1,6237,0,72,0,5,0,0,105,0,0,0,0,1751,0,87
"2018-05-17",8,1,9800,0,276,0,4,0,0,68,0,0,0,0,195,0,1450
"2018-05-17",13,1,9129,0,227,0,8,0,0,114,0,0,0,0,694,0,1749
"2018-05-17",14,1,4658,0,57,0,2,0,0,62,0,0,0,0,258,0,50
"2018-05-17",26,1,1942,0,9,0,1,0,0,15,0,0,0,0,107,0,473
"2018-05-17",28,2,18137,0,514,0,18,0,0,164,0,0,0,0,1597,0,672
"2018-05-19",2,1,7620,0,182,0,1,0,0,33,0,0,0,0,193,0,1249
"2018-05-19",31,1,700,0,0,0,0,0,0,0,0,0,0,0,182,0,305
"2018-05-19",33,1,14827,0,312,0,16,0,0,122,0,0,0,0,616,0,528
"2018-05-19",38,1,5473,0,143,0,1,0,0,24,0,0,0,0,945,0,844
"2018-05-19",40,1,7399,0,177,0,0,0,0,46,0,0,0,0,343,0,671
"2018-05-24",11,1,4309,0,67,0,0,0,130,0,0,0,0,0,874,0,243
"2018-05-24",17,1,1709,0,7,0,0,0,43,0,0,0,0,0,557,0,182
"2018-05-24",26,1,3730,0,44,0,0,0,71,0,0,0,0,0,1437,0,142
"2018-05-24",34,2,13807,0,197,0,26,0,63,330,0,0,0,0,1842,0,757
"2018-05-24",37,1,8017,0,144,0,7,0,0,96,0,0,0,0,128,0,909
"2018-05-29",4,1,10254,0,136,0,0,0,548,0,0,0,0,0,3192,0,143
"2018-05-29",13,1,11617,0,133,0,0,0,552,0,0,0,0,0,3115,0,88
"2018-05-29",16,2,34638,0,185,0,0,0,859,0,0,0,0,0,837,0,203
"2018-05-29",24,1,16848,0,91,0,0,0,148,0,0,0,0,0,7,0,0
"2018-05-29",25,1,10506,0,30,0,0,0,763,0,0,0,0,0,4569,0,241
"2018-05-31",5,1,3348,0,94,0,0,0,194,0,0,0,0,0,2374,0,25
"2018-05-31",11,1,5470,0,11,0,0,0,245,0,0,0,0,0,195,0,251
"2018-05-31",30,1,11671,0,145,0,0,0,459,0,0,0,0,0,848,0,17
"2018-06-05",2,2,22668,0,1236,0,0,0,879,0,0,0,0,0,7566,0,43
"2018-06-05",9,1,15259,0,166,0,0,0,884,0,0,0,0,0,9661,0,128
"2018-06-05",12,1,14279,0,238,0,0,0,515,0,0,0,0,0,6336,0,54
"2018-06-05",15,1,14682,0,204,0,0,0,548,0,0,0,0,0,7888,0,119
"2018-06-05",16,1,16034,0,432,0,0,0,734,0,0,0,0,0,16466,0,90
"2018-06-05",21,2,21275,0,1284,0,0,0,796,0,0,0,0,0,11918,0,85
"2018-06-05",39,1,8504,0,1593,0,0,0,366,0,0,0,0,0,1269,0,50
"2018-06-05",40,1,11860,0,1244,0,0,0,461,0,0,0,0,0,8183,0,45
"2018-06-06",10,1,15885,0,203,0,0,0,324,0,0,0,0,0,7,0,1
"2018-06-06",16,1,4610,0,82,0,0,0,117,0,0,0,0,0,1171,0,52
"2018-06-06",21,1,11999,0,59,0,0,0,483,0,0,0,0,0,18,0,1
"2018-06-06",27,1,9866,0,41,0,0,0,443,0,0,0,0,0,30,0,12
"2018-06-06",29,1,9591,0,151,0,0,0,186,0,0,0,0,0,93,0,9
"2018-06-12",2,1,21890,0,599,0,0,0,761,0,0,0,0,0,1354,0,35
"2018-06-12",19,1,13984,0,381,0,0,0,331,0,0,0,0,0,790,0,58
"2018-06-12",35,1,28203,0,465,0,0,0,3289,0,0,0,0,0,19,0,10
"2018-06-13",7,1,28130,0,444,0,0,0,3284,0,0,0,0,0,24,0,9
"2018-06-13",8,1,10362,0,71,0,0,0,217,0,0,0,0,0,1384,0,110
"2018-06-13",9,1,5180,0,111,0,0,0,230,0,0,0,0,0,5057,0,221
"2018-06-13",10,1,21896,0,578,0,0,0,734,0,0,0,0,0,1309,0,45
"2018-06-13",18,1,12646,0,261,0,0,0,387,0,0,0,0,0,465,0,93
"2018-06-13",35,1,13085,0,402,0,0,0,257,0,0,0,0,0,754,0,34
"2018-06-14",1,1,9217,0,186,0,4,0,0,125,0,0,0,0,0,0,97
"2018-06-14",2,1,9937,0,140,0,13,0,0,190,0,0,0,0,1548,0,168
"2018-06-14",3,1,5675,0,59,0,3,0,0,61,0,0,0,0,191,0,18
"2018-06-14",14,1,13684,0,372,0,0,0,257,0,0,0,0,0,567,0,20
"2018-06-14",15,1,7701,0,59,0,3,0,0,84,0,0,0,0,777,0,34
"2018-06-14",17,1,6569,0,76,0,3,0,0,93,0,0,0,0,974,0,32
"2018-06-14",22,1,2059,0,6,0,0,0,0,16,0,0,0,0,53,0,124
"2018-06-14",23,1,28009,0,462,0,0,0,3198,0,0,0,0,0,17,0,3
"2018-06-14",29,2,33611,0,687,0,8,0,726,187,0,0,0,0,3094,0,112
"2018-06-14",33,1,10287,0,153,0,15,0,0,291,0,0,0,0,8874,0,1285
"2018-06-14",37,1,8114,0,142,0,9,0,0,126,0,0,0,0,93,0,316
"2018-06-14",40,1,9134,0,216,0,9,0,0,115,0,0,0,0,475,0,649
"2018-06-16",11,1,12484,0,168,0,0,0,317,0,0,0,0,0,96,0,633
"2018-06-16",26,1,11282,0,171,0,0,0,163,0,0,0,0,0,808,0,66
"2018-06-17",13,1,10242,0,171,0,0,0,65,0,0,0,0,0,756,0,47
"2018-06-17",14,1,9718,0,173,0,0,0,189,0,0,0,0,0,81,0,664
"2018-06-18",34,1,13601,0,301,0,0,0,880,0,0,0,0,0,581,0,10
"2018-06-18",36,1,16912,0,315,0,0,0,3197,0,0,0,0,0,110,0,115
"2018-06-19",2,1,16022,0,289,0,0,0,1147,0,0,0,0,0,951,0,49
"2018-06-19",14,1,2014,0,7,0,0,0,68,0,0,0,0,0,817,0,556
"2018-06-19",16,1,2553,0,105,0,0,0,57,0,0,0,0,0,1879,0,404
"2018-06-19",18,2,15925,0,430,0,0,0,651,0,0,0,0,0,14486,0,12153
"2018-06-19",20,1,5234,0,54,0,0,0,130,0,0,0,0,0,1393,0,52
"2018-06-19",22,2,22391,0,363,0,0,0,3302,0,0,0,0,0,744,0,745
"2018-06-19",24,1,3487,0,92,0,0,0,77,0,0,0,0,0,3047,0,1218
"2018-06-19",26,1,4475,0,116,0,0,0,116,0,0,0,0,0,3190,0,1582
"2018-06-19",34,1,5064,0,54,0,0,0,120,0,0,0,0,0,2450,0,44
"2018-06-19",37,2,15648,0,253,0,0,0,409,0,0,0,0,0,5606,0,3325
"2018-06-20",3,1,15768,0,283,0,0,0,1016,0,0,0,0,0,860,0,45
"2018-06-20",5,1,12425,0,372,0,0,0,682,0,0,0,0,0,470,0,14
"2018-06-20",6,1,20242,0,310,0,0,0,3436,0,0,0,0,0,160,0,489
"2018-06-21",3,1,1535,0,5,0,0,0,38,0,0,0,0,0,2978,0,7611
"2018-06-21",17,2,20449,0,528,0,1,0,992,50,0,0,0,0,1068,0,1661
"2018-06-21",20,1,2680,0,307,0,3,0,0,33,0,0,0,0,48,0,896
"2018-06-21",27,1,3709,0,15,0,0,0,112,0,0,0,0,0,3941,0,6771
"2018-06-21",32,2,22543,0,340,0,3,0,3461,21,0,0,0,0,863,0,676
"2018-06-21",38,1,1809,0,249,0,0,0,0,32,0,0,0,0,312,0,827
"2018-06-22",3,1,15808,0,297,0,0,0,761,0,0,0,0,0,862,0,40
"2018-06-22",13,1,18681,0,312,0,0,0,3115,0,0,0,0,0,149,0,599
"2018-06-23",11,1,1862,0,10,0,0,0,0,19,0,0,0,0,823,0,112
"2018-06-23",17,1,1982,0,247,0,0,0,0,16,0,0,0,0,348,0,522
"2018-06-23",21,1,3160,0,274,0,0,0,0,10,0,0,0,0,128,0,537
"2018-06-23",39,1,4530,0,246,0,0,0,0,13,0,0,0,0,300,0,874
"2018-06-27",18,1,19279,0,454,0,0,0,851,0,0,0,0,0,13529,0,55
"2018-06-27",26,1,6985,0,116,0,0,0,181,0,0,0,0,0,1014,0,679
"2018-06-27",29,1,15830,0,256,0,0,0,539,0,0,0,0,0,10013,0,42
"2018-06-27",32,1,2063,0,49,0,0,0,35,0,0,0,0,0,916,0,9
"2018-06-29",17,1,11305,0,193,0,0,0,111,0,0,0,0,0,11043,0,85
"2018-06-29",21,1,11351,0,201,0,0,0,131,0,0,0,0,0,7800,0,76
"2018-06-29",34,1,13196,0,210,0,0,0,121,0,0,0,0,0,9846,0,65
"2018-06-29",36,1,3226,0,47,0,0,0,36,0,0,0,0,0,38669,0,20
"2018-06-29",40,1,12645,0,215,0,0,0,136,0,0,0,0,0,8531,0,93
"2018-06-30",24,1,13876,0,203,0,0,0,98,0,0,0,0,0,11011,0,58
"2018-06-30",29,1,12481,0,193,0,0,0,92,0,0,0,0,0,7914,0,72
"2018-06-30",36,1,12062,0,179,0,0,0,82,0,0,0,0,0,11777,0,89
"2018-06-30",38,1,3347,0,60,0,0,0,24,0,0,0,0,0,49879,0,21
"2018-06-30",40,1,14119,0,214,0,0,0,97,0,0,0,0,0,8505,0,77
"2018-07-05",6,2,19490,0,251,0,84,0,0,576,0,0,0,0,10856,0,1200
"2018-07-05",10,1,12905,0,169,0,56,0,0,424,0,0,0,0,2154,0,2416
"2018-07-05",22,1,4371,0,40,0,22,0,0,142,0,0,0,0,1804,0,697
"2018-07-05",28,1,4047,0,32,0,11,0,0,103,0,0,0,0,1187,0,2233
"2018-07-05",34,1,14470,0,205,0,62,0,0,439,0,0,0,0,625,0,624
"2018-07-05",39,1,2662,0,40,0,1,0,0,64,0,0,0,0,2883,0,263
"2018-07-07",7,1,8938,0,128,0,13,0,0,126,0,0,0,0,739,0,271
"2018-07-07",9,1,7679,0,121,0,4,0,0,70,0,0,0,0,747,0,643
"2018-07-07",10,1,3353,0,43,0,6,0,0,36,0,0,0,0,4284,0,661
"2018-07-07",12,1,2662,0,45,0,6,0,0,35,0,0,0,0,18678,0,668
"2018-07-07",13,1,2167,0,38,0,0,0,0,16,0,0,0,0,3503,0,194
"2018-07-07",18,2,17413,0,507,0,9,0,0,169,0,0,0,0,1991,0,1633
"2018-07-07",19,1,9720,0,123,0,24,0,0,114,0,0,0,0,2706,0,232
"2018-07-07",26,1,805,0,1,0,0,0,0,0,0,0,0,0,264,0,420
"2018-07-07",33,1,3382,0,45,0,6,0,0,33,0,0,0,0,2480,0,2163
"2018-07-07",37,1,8566,0,111,0,15,0,0,142,0,0,0,0,1693,0,2162
"2018-07-08",22,1,26405,0,209,0,0,0,173,0,0,0,0,0,962,0,24
"2018-07-09",2,1,38984,0,518,0,0,0,847,0,0,0,0,0,1326,0,29
"2018-07-10",3,1,30814,0,282,0,0,0,1011,0,0,0,0,0,862,0,46
"2018-07-10",4,1,31556,0,202,0,0,0,547,0,0,0,0,0,3458,0,118
"2018-07-10",8,1,15019,0,438,0,0,0,1484,0,0,0,0,0,306,0,42
"2018-07-10",16,1,22645,0,309,0,0,0,725,0,0,0,0,0,6770,0,111
"2018-07-10",23,1,40454,0,467,0,0,0,3069,0,0,0,0,0,88,0,91
"2018-07-10",25,1,46512,0,225,0,0,0,1516,0,0,0,0,0,430,0,333
"2018-07-10",28,1,40726,0,347,0,0,0,1359,0,0,0,0,0,303,0,90
"2018-07-10",32,1,7934,0,76,0,0,0,2888,0,0,0,0,0,62,0,10
"2018-07-10",34,1,33836,0,387,0,0,0,1326,0,0,0,0,0,4714,0,156
"2018-07-10",36,1,39638,0,510,0,0,0,885,0,0,0,0,0,1326,0,30
"2018-07-10",40,1,30545,0,369,0,0,0,701,0,0,0,0,0,4092,0,475
"2018-07-11",7,1,22920,0,310,0,0,0,640,0,0,0,0,0,6788,0,75
"2018-07-11",13,1,41073,0,542,0,0,0,932,0,0,0,0,0,1475,0,39
"2018-07-11",19,1,33015,0,192,0,0,0,594,0,0,0,0,0,3803,0,102
"2018-07-11",20,1,43759,0,359,0,0,0,1650,0,0,0,0,0,278,0,92
"2018-07-11",27,1,7924,0,80,0,0,0,3040,0,0,0,0,0,55,0,5
"2018-07-11",31,1,46801,0,254,0,0,0,1462,0,0,0,0,0,452,0,289
"2018-07-11",33,1,31835,0,361,0,0,0,734,0,0,0,0,0,4372,0,398
"2018-07-11",35,1,33671,0,357,0,0,0,1272,0,0,0,0,0,3992,0,170
"2018-07-11",38,1,15505,0,465,0,0,0,1550,0,0,0,0,0,313,0,47
"2018-07-11",39,1,31578,0,276,0,0,0,967,0,0,0,0,0,779,0,84
"2018-07-11",40,1,38360,0,446,0,0,0,3011,0,0,0,0,0,126,0,68
"2018-07-12",3,2,14602,0,198,0,45,0,0,527,0,0,0,0,30024,0,3599
"2018-07-12",7,1,6410,0,82,0,13,0,0,243,0,0,0,0,16270,0,2137
"2018-07-12",8,1,15406,0,458,0,0,0,1597,0,0,0,0,0,249,0,45
"2018-07-12",9,2,66411,0,826,0,0,0,1801,0,0,0,0,0,8853,0,119
"2018-07-12",15,1,47634,0,230,0,0,0,1661,0,0,0,0,0,477,0,275
"2018-07-12",16,3,53830,0,589,0,20,0,5912,191,0,0,0,0,1157,0,2728
"2018-07-12",18,1,5453,0,87,0,19,0,0,174,0,0,0,0,9349,0,2256
"2018-07-12",19,1,6674,0,82,0,79,0,0,190,0,0,0,0,238,0,1588
"2018-07-12",20,1,31891,0,295,0,0,0,1002,0,0,0,0,0,726,0,61
"2018-07-12",21,1,2049,0,5,0,2,0,0,37,0,0,0,0,451,0,775
"2018-07-12",23,1,14530,0,321,0,0,0,524,0,0,0,0,0,746,0,23
"2018-07-12",27,1,44895,0,395,0,0,0,1687,0,0,0,0,0,258,0,84
"2018-07-12",30,3,17394,0,245,0,51,0,0,506,0,0,0,0,7267,0,7998
"2018-07-12",32,1,2451,0,17,0,5,0,0,98,0,0,0,0,1638,0,593
"2018-07-12",33,1,35718,0,363,0,0,0,1335,0,0,0,0,0,4442,0,191
"2018-07-12",35,1,34311,0,212,0,0,0,629,0,0,0,0,0,3698,0,106
"2018-07-12",40,1,32578,0,374,0,0,0,763,0,0,0,0,0,4501,0,387
"2018-07-13",21,1,14839,0,307,0,0,0,428,0,0,0,0,0,713,0,19
"2018-07-13",38,2,78793,0,867,0,0,0,2080,0,0,0,0,0,5955,0,158
"2018-07-14",1,2,33203,0,399,0,2,0,351,57,0,0,0,0,7485,0,718
"2018-07-14",2,1,2478,0,53,0,28,0,0,42,0,0,0,0,198,0,1032
"2018-07-14",6,1,27626,0,235,0,0,0,290,0,0,0,0,0,1009,0,24
"2018-07-14",7,1,854,0,2,0,2,0,0,16,0,0,0,0,384,0,390
"2018-07-14",16,1,2172,0,11,0,5,0,0,36,0,0,0,0,350,0,1113
"2018-07-14",22,1,1736,0,6,0,0,0,0,18,0,0,0,0,594,0,366
"2018-07-14",23,1,12665,0,226,0,0,0,197,0,0,0,0,0,555,0,23
"2018-07-14",25,1,4365,0,62,0,2,0,0,70,0,0,0,0,6064,0,620
"2018-07-14",31,1,2911,0,100,0,4,0,0,55,0,0,0,0,1665,0,536
"2018-07-14",32,1,3823,0,70,0,3,0,0,53,0,0,0,0,5351,0,547
"2018-07-14",33,1,2286,0,10,0,4,0,0,41,0,0,0,0,522,0,2361
"2018-07-14",34,1,2877,0,65,0,5,0,0,43,0,0,0,0,1695,0,374
"2018-07-14",38,1,3919,0,74,0,6,0,0,44,0,0,0,0,3858,0,383
"2018-07-15",24,1,11113,0,190,0,0,0,88,0,0,0,0,0,541,0,19
"2018-07-15",37,1,24585,0,305,0,0,0,174,0,0,0,0,0,3146,0,102
"2018-07-16",6,1,30775,0,352,0,0,0,1186,0,0,0,0,0,3613,0,143
"2018-07-16",33,1,13070,0,300,0,0,0,426,0,0,0,0,0,728,0,25
"2018-07-17",16,1,13336,0,326,0,0,0,422,0,0,0,0,0,720,0,7
"2018-07-17",28,1,20673,0,301,0,0,0,882,0,0,0,0,0,5023,0,114
"2018-07-18",6,1,21661,0,291,0,0,0,967,0,0,0,0,0,5770,0,140
"2018-07-19",10,1,4605,0,64,0,9,0,0,128,0,0,0,0,1762,0,701
"2018-07-19",12,2,47599,0,963,0,95,0,934,943,0,0,0,0,21687,0,2387
"2018-07-19",17,1,1724,0,6,0,4,0,0,55,0,0,0,0,9041,0,213
"2018-07-19",18,1,14189,0,418,0,27,0,0,468,0,0,0,0,31252,0,1162
"2018-07-19",25,1,5504,0,79,0,10,0,0,157,0,0,0,0,3156,0,654
"2018-07-19",34,1,10695,0,242,0,38,0,0,419,0,0,0,0,15427,0,1441
"2018-07-19",35,1,5283,0,80,0,10,0,0,149,0,0,0,0,1703,0,527
"2018-07-19",36,1,3465,0,55,0,8,0,0,133,0,0,0,0,17854,0,453
"2018-07-26",7,1,14199,0,250,0,25,0,0,385,0,0,0,0,24007,0,3314
"2018-07-28",1,1,6234,0,173,0,4,0,0,65,0,0,0,0,14965,0,732
"2018-07-28",4,1,21813,0,596,0,25,0,0,215,0,0,0,0,24543,0,1253
"2018-07-28",5,1,2818,0,36,0,1,0,0,22,0,0,0,0,25117,0,422
"2018-07-28",10,1,13560,0,387,0,8,0,0,141,0,0,0,0,48175,0,966
"2018-07-28",20,1,3217,0,95,0,3,0,0,30,0,0,0,0,6401,0,463
"2018-07-28",22,1,1587,0,3,0,1,0,0,10,0,0,0,0,16348,0,294
"2018-07-28",27,1,3842,0,109,0,5,0,0,38,0,0,0,0,3227,0,320
"2018-07-28",34,1,2809,0,90,0,0,0,0,26,0,0,0,0,2404,0,380
"2018-07-28",35,1,11450,0,222,0,11,0,0,150,0,0,0,0,43950,0,3581
"2018-08-07",7,1,19364,0,392,0,0,0,412,0,0,0,0,0,8669,0,33
"2018-08-07",9,1,29901,0,707,0,0,0,957,0,0,0,0,0,7183,0,90
"2018-08-07",13,1,13769,0,277,0,0,0,236,0,0,0,0,0,1647,0,28
"2018-08-07",17,1,25182,0,242,0,0,0,1123,0,0,0,0,0,1180,0,107
"2018-08-07",20,1,18003,0,139,0,0,0,359,0,0,0,0,0,2274,0,111
"2018-08-07",24,1,22329,0,984,0,0,0,491,0,0,0,0,0,975,0,40
"2018-08-07",26,1,16447,0,146,0,138,0,0,615,0,0,0,0,8380,0,690
"2018-08-07",32,1,22628,0,651,0,0,0,1027,0,0,0,0,0,1632,0,80
"2018-08-07",36,1,22597,0,204,0,0,0,309,0,0,0,0,0,679,0,992
"2018-08-07",38,1,13407,0,122,0,0,0,259,0,0,0,0,0,1189,0,35
"2018-08-08",2,1,18743,0,144,0,0,0,338,0,0,0,0,0,2065,0,124
"2018-08-08",6,1,25645,0,259,0,0,0,1024,0,0,0,0,0,1062,0,93
"2018-08-08",11,1,14148,0,275,0,0,0,296,0,0,0,0,0,1747,0,45
"2018-08-08",17,1,22750,0,997,0,0,0,546,0,0,0,0,0,974,0,39
"2018-08-08",25,1,19180,0,383,0,0,0,417,0,0,0,0,0,7634,0,28
"2018-08-08",29,1,22670,0,681,0,0,0,1112,0,0,0,0,0,1605,0,125
"2018-08-08",30,1,23071,0,195,0,0,0,345,0,0,0,0,0,638,0,1162
"2018-08-08",36,1,13484,0,129,0,0,0,249,0,0,0,0,0,1124,0,34
"2018-08-08",37,1,29608,0,726,0,0,0,968,0,0,0,0,0,7153,0,120
"2018-08-09",5,1,14905,0,290,0,0,0,281,0,0,0,0,0,1916,0,51
"2018-08-09",12,1,19787,0,136,0,0,0,374,0,0,0,0,0,2166,0,110
"2018-08-09",13,1,24254,0,968,0,0,0,584,0,0,0,0,0,1063,0,52
"2018-08-09",16,1,19730,0,385,0,0,0,420,0,0,0,0,0,8533,0,40
"2018-08-09",19,1,31013,0,734,0,0,0,982,0,0,0,0,0,6955,0,101
"2018-08-09",23,1,26418,0,250,0,0,0,938,0,0,0,0,0,1231,0,144
"2018-08-09",29,2,48203,0,897,0,0,0,1540,0,0,0,0,0,2481,0,1678
"2018-08-09",37,1,13911,0,119,0,0,0,252,0,0,0,0,0,1186,0,45
"2018-08-10",18,1,23562,0,173,0,0,0,331,0,0,0,0,0,587,0,1636
"2018-08-11",28,1,17587,0,73,0,0,0,94,0,0,0,0,0,500,0,1517
"2018-08-12",30,1,16128,0,51,0,0,0,68,0,0,0,0,0,465,0,1309
"2018-08-13",30,1,20924,0,117,0,0,0,312,0,0,0,0,0,651,0,1608
"2018-08-14",5,1,13935,0,679,0,0,0,263,0,0,0,0,0,976,0,74
"2018-08-14",16,1,20845,0,651,0,0,0,518,0,0,0,0,0,2201,0,107
"2018-08-14",18,1,30976,0,389,0,0,0,2003,0,0,0,0,0,248,0,86
"2018-08-14",38,1,26978,0,1042,0,0,0,1204,0,0,0,0,0,1422,0,83
"2018-08-15",3,1,8496,0,54,0,0,0,530,0,0,0,0,0,1932,0,12
"2018-08-15",17,1,21611,0,674,0,0,0,527,0,0,0,0,0,2261,0,91
"2018-08-15",24,1,28050,0,1063,0,0,0,1298,0,0,0,0,0,1213,0,68
"2018-08-15",29,1,14561,0,683,0,0,0,245,0,0,0,0,0,902,0,69
"2018-08-15",40,1,31513,0,406,0,0,0,1967,0,0,0,0,0,286,0,100
"2018-08-16",3,2,53222,0,1728,0,0,0,1898,0,0,0,0,0,4140,0,195
"2018-08-16",21,1,14728,0,643,0,0,0,291,0,0,0,0,0,1009,0,60
"2018-08-16",28,1,32819,0,380,0,0,0,1955,0,0,0,0,0,316,0,79
"2018-08-16",32,1,5226,0,43,0,0,0,86,0,0,0,0,0,672,0,11
"2018-08-16",33,1,6419,0,107,0,0,0,297,0,0,0,0,0,141,0,1707
"2018-08-19",30,1,14132,0,283,0,0,0,61,0,0,0,0,0,732,0,53
"2018-08-20",34,1,18410,0,441,0,0,0,324,0,0,0,0,0,986,0,43
"2018-08-21",3,1,10470,0,222,0,0,0,492,0,0,0,0,0,1718,0,75
"2018-08-21",14,1,19042,0,461,0,0,0,272,0,0,0,0,0,1006,0,34
"2018-08-21",19,1,32381,0,110,0,0,0,1249,0,0,0,0,0,357,0,37
"2018-08-21",31,1,40361,0,326,0,0,0,4878,0,0,0,0,0,414,0,1157
"2018-08-21",33,1,8332,0,236,0,0,0,160,0,0,0,0,0,1129,0,55
"2018-08-21",34,1,31352,0,135,0,0,0,1317,0,0,0,0,0,414,0,53
"2018-08-22",17,1,31642,0,111,0,0,0,1297,0,0,0,0,0,393,0,37
"2018-08-22",26,2,28160,0,688,0,0,0,503,0,0,0,0,0,2083,0,96
"2018-08-22",33,1,30825,0,146,0,0,0,1368,0,0,0,0,0,451,0,25
"2018-08-22",35,1,41394,0,375,0,0,0,5138,0,0,0,0,0,492,0,549
"2018-08-22",39,1,10683,0,241,0,0,0,407,0,0,0,0,0,1668,0,57
"2018-08-23",1,1,8829,0,248,0,0,0,206,0,0,0,0,0,1212,0,45
"2018-08-23",14,1,11529,0,236,0,0,0,498,0,0,0,0,0,1785,0,76
"2018-08-23",16,1,33038,0,147,0,0,0,1399,0,0,0,0,0,510,0,81
"2018-08-23",24,1,21152,0,464,0,0,0,314,0,0,0,0,0,1145,0,57
"2018-08-23",28,1,34499,0,120,0,0,0,1379,0,0,0,0,0,456,0,59
"2018-08-23",34,1,41599,0,332,0,0,0,5250,0,0,0,0,0,739,0,1056
"2018-08-24",6,1,20653,0,458,0,0,0,308,0,0,0,0,0,987,0,53
"2018-08-25",27,1,8677,0,6,0,0,0,285,0,0,0,0,0,54,0,5
"2018-08-25",38,1,15771,0,344,0,0,0,85,0,0,0,0,0,744,0,34
"2018-08-26",6,1,7527,0,7,0,0,0,195,0,0,0,0,0,35,0,3
"2018-08-27",13,1,16549,0,86,0,0,0,1882,0,0,0,0,0,77,0,4
"2018-08-28",38,1,18079,0,107,0,0,0,1947,0,0,0,0,0,54,0,4
"2018-08-29",3,1,17234,0,133,0,0,0,1809,0,0,0,0,0,46,0,5
"2018-08-30",3,1,8184,0,163,0,0,0,179,0,0,0,0,0,401,0,15
"2018-08-30",9,1,18130,0,89,0,0,0,539,0,0,0,0,0,627,0,108
"2018-08-30",15,1,17466,0,123,0,0,0,1885,0,0,0,0,0,72,0,5
"2018-08-31",21,1,16946,0,113,0,0,0,1636,0,0,0,0,0,82,0,3
"2018-09-05",2,1,10635,0,300,0,26,0,0,308,0,0,0,0,13852,0,937
"2018-09-05",18,1,11533,0,303,0,33,0,0,351,0,0,0,0,13517,0,891
"2018-09-05",19,1,21565,0,309,0,0,0,735,0,0,0,0,0,1305,0,76
"2018-09-05",30,1,35481,0,697,0,0,0,1800,0,0,0,0,0,657,0,30
"2018-09-05",40,1,28144,0,217,0,0,0,1728,0,0,0,0,0,464,0,216
"2018-09-06",3,1,37824,0,690,0,0,0,1819,0,0,0,0,0,690,0,62
"2018-09-06",9,1,35774,0,781,0,0,0,894,0,0,0,0,0,1016,0,123
"2018-09-06",15,1,36017,0,645,0,0,0,1700,0,0,0,0,0,996,0,38
"2018-09-06",17,2,53686,0,524,0,0,0,2692,0,0,0,0,0,1800,0,278
"2018-09-06",28,1,28444,0,279,0,0,0,752,0,0,0,0,0,9231,0,91
"2018-09-07",3,1,37875,0,673,0,0,0,1450,0,0,0,0,0,711,0,52
"2018-09-07",11,1,23443,0,308,0,0,0,694,0,0,0,0,0,1436,0,88
"2018-09-07",15,1,38383,0,681,0,0,0,1551,0,0,0,0,0,1171,0,47
"2018-09-07",16,1,30549,0,282,0,0,0,758,0,0,0,0,0,10415,0,91
"2018-09-07",21,1,37320,0,791,0,0,0,846,0,0,0,0,0,1049,0,100
"2018-09-07",30,1,32881,0,213,0,0,0,1642,0,0,0,0,0,454,0,231
"2018-09-08",10,2,54915,0,312,0,0,0,689,0,0,0,0,0,11360,0,286
"2018-09-08",14,1,30965,0,357,0,0,0,285,0,0,0,0,0,891,0,104
"2018-09-08",16,2,38064,0,508,0,38,0,345,109,0,0,0,0,13537,0,873
"2018-09-08",17,1,17099,0,171,0,0,0,179,0,0,0,0,0,1138,0,59
"2018-09-08",19,1,9782,0,219,0,13,0,0,91,0,0,0,0,13611,0,834
"2018-09-08",24,1,31965,0,345,0,0,0,442,0,0,0,0,0,906,0,56
"2018-09-09",1,1,23203,0,279,0,0,0,231,0,0,0,0,0,338,0,21
"2018-09-09",2,1,20943,0,105,0,0,0,258,0,0,0,0,0,234,0,111
"2018-09-09",16,1,25114,0,289,0,0,0,142,0,0,0,0,0,672,0,103
"2018-09-09",24,1,26521,0,197,0,0,0,173,0,0,0,0,0,8837,0,70
"2018-09-09",33,1,15110,0,172,0,0,0,119,0,0,0,0,0,1138,0,42
"2018-09-09",38,1,28746,0,300,0,0,0,193,0,0,0,0,0,926,0,34
"2018-09-10",8,1,33223,0,685,0,0,0,1563,0,0,0,0,0,468,0,34
