"Date","Autos","Autres","Bus","Camions","Camions.articules","Camions.legers","Camions.Lourds","Camions.porteurs","Ecoliers","Illegaux","Motos","Non.Utilise","Pietons","Tous","Velos","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9","Cluster_10"
"2015-03-25",46799,0,586,678,0,0,0,0,0,0,0,0,3820,0,533,0,0,0,1,0,1,0,1,0,0
"2015-03-26",32449,0,429,721,0,0,0,0,0,0,0,0,9558,0,493,1,0,0,1,0,0,0,0,0,0
"2015-03-31",40597,0,696,1647,0,0,0,0,0,0,0,1,4708,0,230,0,0,0,0,1,0,0,1,0,1
"2015-04-01",55148,0,589,1410,0,0,0,0,0,0,0,0,8364,0,830,1,1,0,0,0,1,0,0,1,0
"2015-04-02",8066,0,150,91,0,0,0,0,0,0,0,0,487,0,3,0,0,0,0,0,0,0,0,0,1
"2015-04-07",14611,0,158,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2015-04-08",34321,0,494,914,0,0,0,0,0,0,0,0,12947,0,869,0,1,0,0,0,0,0,0,1,0
"2015-04-09",34013,0,1147,519,0,0,0,0,0,0,0,6,599,0,29,0,0,1,1,0,0,0,0,1,1
"2015-04-14",19591,0,243,788,0,0,0,0,0,0,0,3,1894,0,771,0,0,0,0,0,0,0,2,0,0
"2015-04-15",17738,0,405,314,0,0,0,0,0,0,0,0,813,0,35,0,0,0,0,0,1,0,0,0,0
"2015-04-16",53126,0,1084,567,0,0,0,0,0,0,0,0,3336,0,487,1,2,0,0,0,0,1,0,0,1
"2015-04-18",23593,0,329,51,0,0,0,0,0,0,0,0,1180,0,0,0,1,0,0,0,0,0,0,0,0
"2015-04-21",39117,0,772,765,0,0,0,0,0,0,0,0,5011,0,512,0,1,1,0,0,0,1,2,1,0
"2015-04-22",61929,0,645,3571,0,0,0,0,0,0,0,0,190,0,29,1,1,0,0,1,0,2,0,0,1
"2015-04-23",41784,0,996,615,0,0,0,0,0,0,0,0,524,0,126,1,0,0,1,0,1,0,1,0,0
"2015-04-28",9895,0,194,447,0,0,0,0,0,0,0,0,400,0,0,0,0,0,1,0,0,0,0,0,0
"2015-04-29",20659,0,192,394,0,0,0,0,0,0,0,0,1244,0,1681,0,0,0,0,1,0,0,0,0,0
"2015-04-30",13238,0,175,259,0,0,0,0,0,0,0,0,6190,0,182,0,0,0,1,0,0,0,1,0,0
"2015-05-06",2261,0,0,112,0,0,0,0,0,0,0,0,1877,0,0,0,0,1,0,0,0,0,0,0,0
"2015-05-12",19239,0,892,666,0,0,0,0,0,0,0,0,5998,0,1840,0,0,0,1,0,0,0,0,0,0
"2015-05-14",6285,0,84,58,0,0,0,0,0,0,0,3,132,0,108,0,0,0,0,1,0,0,0,0,0
"2015-05-20",34547,0,513,1098,0,0,0,0,0,0,0,0,5261,0,897,0,0,0,0,0,1,1,0,0,0
"2015-05-21",7311,0,2,414,0,0,0,0,0,0,0,0,1471,0,3844,0,0,0,0,1,0,0,0,0,0
"2015-05-26",57766,0,1326,1398,0,0,0,0,0,0,0,0,1490,0,362,0,1,0,2,0,1,0,1,0,0
"2015-05-27",75769,0,1946,1435,0,0,0,0,0,0,0,0,5325,0,289,1,1,1,0,0,0,0,0,1,0
"2015-05-28",92364,0,1566,4339,0,0,0,0,0,0,0,0,4468,0,117,0,0,0,3,0,0,2,0,0,0
"2015-05-29",63871,0,992,899,0,0,0,0,0,0,0,0,4092,0,169,0,1,0,1,0,0,0,0,0,0
"2015-05-30",74245,0,774,675,0,0,0,0,0,0,0,0,3673,0,216,0,0,0,0,2,0,0,0,0,0
"2015-05-31",64413,0,655,373,0,0,0,0,0,0,0,0,3028,0,174,0,1,0,0,0,0,1,0,0,0
"2015-06-01",85687,0,1448,1637,0,0,0,0,0,0,0,0,4686,0,142,1,0,0,0,0,1,0,0,0,0
"2015-06-02",87639,0,1492,1706,0,0,0,0,0,0,0,0,4738,0,139,1,1,0,0,0,0,0,0,0,0
"2015-06-03",47533,0,666,941,0,0,0,0,0,0,0,0,761,0,117,0,0,1,0,0,0,0,0,0,0
"2015-06-04",49414,0,627,994,0,0,0,0,0,0,0,0,864,0,170,0,0,0,0,0,1,0,0,0,0
"2015-06-05",30475,0,388,821,0,0,0,0,0,0,0,0,360,0,60,0,0,0,0,1,0,0,0,0,0
"2015-06-07",12511,0,151,332,0,0,0,0,0,0,0,0,326,0,34,0,0,0,1,0,0,0,0,0,0
"2015-06-09",38519,0,666,564,0,0,0,0,0,0,0,0,7547,0,721,0,0,1,1,0,0,0,0,0,1
"2015-06-10",112746,0,2033,2216,0,0,0,0,0,0,0,0,20445,0,5980,0,1,1,0,1,1,1,2,2,0
"2015-06-11",84982,0,1695,1697,0,0,0,0,0,0,0,0,15529,0,1588,0,1,0,0,2,1,0,1,0,1
"2015-06-12",67617,0,1272,1063,0,0,0,0,0,0,0,0,11196,0,71,0,0,0,0,0,1,0,0,1,0
"2015-06-13",70727,0,1044,613,0,0,0,0,0,0,0,0,12769,0,221,0,0,0,0,0,0,0,0,1,1
"2015-06-14",60533,0,864,409,0,0,0,0,0,0,0,0,10479,0,187,0,0,0,1,0,0,1,0,0,0
"2015-06-15",74744,0,1500,1465,0,0,0,0,0,0,0,0,14505,0,156,1,0,0,0,0,0,0,0,0,1
"2015-06-16",61854,0,1320,1468,0,0,0,0,0,0,0,0,12063,0,1038,2,0,0,0,0,0,0,1,0,1
"2015-06-17",91311,0,2259,2223,0,0,0,0,0,0,0,0,10259,0,696,0,0,1,0,1,0,0,1,2,1
"2015-06-18",96661,0,2051,2266,0,0,0,0,0,0,0,0,12050,0,830,0,1,0,0,1,0,1,1,3,0
"2015-06-19",14413,0,324,338,0,0,0,0,0,0,0,0,1424,0,15,0,0,0,0,1,0,0,0,0,0
"2015-06-20",4173,0,28,6,0,0,0,0,0,0,0,0,326,0,288,0,1,0,0,0,0,0,0,0,0
"2015-06-23",13760,0,121,643,0,0,0,0,0,0,0,0,3946,0,1811,0,0,0,1,0,0,0,1,0,0
"2015-07-03",32479,0,262,413,0,0,0,0,0,0,0,0,421,0,146,0,0,1,0,0,0,0,0,0,0
"2015-07-04",33263,0,256,310,0,0,0,0,0,0,0,0,417,0,115,0,0,0,0,0,0,1,0,0,0
"2015-07-05",29547,0,223,162,0,0,0,0,0,0,0,0,292,0,111,0,0,0,0,0,0,0,0,1,0
"2015-07-06",58530,0,693,1131,0,0,0,0,0,0,0,0,5886,0,273,0,0,0,0,1,0,0,0,1,0
"2015-07-07",103072,0,1412,2410,0,0,0,0,0,0,0,1,14509,0,951,0,0,1,0,2,0,2,0,1,0
"2015-07-08",111768,0,1670,2490,0,0,0,0,0,0,0,1,19187,0,1264,0,0,0,0,0,1,2,1,0,1
"2015-07-09",89752,0,1697,1836,0,0,0,0,0,0,0,3,23945,0,3289,0,1,1,0,0,0,0,1,0,1
"2015-07-10",47609,0,836,1187,0,0,0,0,0,0,0,0,12027,0,112,1,0,0,0,0,0,0,1,0,0
"2015-07-11",32425,0,457,331,0,0,0,0,0,0,0,0,8074,0,71,1,0,0,0,0,0,0,0,0,0
"2015-07-12",29106,0,418,192,0,0,0,0,0,0,0,0,7332,0,73,1,0,0,0,0,0,0,0,0,0
"2015-07-13",16246,0,388,632,0,0,0,0,0,0,0,0,5478,0,51,0,0,0,0,0,0,1,0,0,0
"2015-07-16",21723,0,146,195,0,273,23,0,0,0,0,0,1889,0,50,0,0,1,0,0,1,0,0,0,0
"2015-08-17",26603,0,217,398,0,0,0,0,0,0,0,0,276,0,103,0,1,0,0,0,0,0,0,0,0
"2015-08-18",46551,0,473,1051,0,0,0,0,0,0,0,0,710,0,208,0,0,0,1,0,0,0,0,0,0
"2015-08-19",47125,0,482,1121,0,0,0,0,0,0,0,0,577,0,161,0,0,0,0,1,0,0,0,0,0
"2015-08-20",48260,0,454,989,0,0,0,0,0,0,0,0,456,0,182,0,0,0,0,1,0,0,0,0,0
"2015-08-21",47590,0,432,906,0,0,0,0,0,0,0,0,532,0,123,0,0,0,0,0,0,0,0,0,1
"2015-08-22",34665,0,266,283,0,0,0,0,0,0,0,0,357,0,100,0,0,0,0,0,0,0,0,0,1
"2015-08-23",31059,0,235,153,0,0,0,0,0,0,0,0,286,0,98,0,0,1,0,0,0,0,0,0,0
"2015-08-24",18017,0,234,579,0,0,0,0,0,0,0,0,178,0,52,0,0,0,1,0,0,0,0,0,0
"2015-08-25",18401,0,345,330,0,0,0,0,0,0,0,0,7154,0,46,0,0,0,0,0,0,0,0,1,0
"2015-08-26",31347,0,675,853,0,0,0,0,0,0,0,0,12032,0,80,0,0,0,0,1,0,0,0,0,0
"2015-08-27",31031,0,667,853,0,0,0,0,0,0,0,0,11409,0,47,0,0,0,0,0,0,0,0,0,1
"2015-08-28",60699,0,1108,1091,0,0,0,0,0,0,0,0,14803,0,147,0,0,0,0,1,0,0,0,1,0
"2015-08-29",62358,0,941,614,0,0,0,0,0,0,0,0,11698,0,150,0,2,0,0,0,0,0,0,0,0
"2015-08-30",55338,0,831,433,0,0,0,0,0,0,0,0,10587,0,178,0,1,0,0,0,0,0,0,0,1
"2015-08-31",67164,0,1631,1372,0,0,0,0,0,0,0,0,16213,0,257,0,0,0,0,0,1,1,0,0,0
"2015-09-01",51582,0,1200,1177,0,0,0,0,0,0,0,0,9301,0,215,1,0,0,0,0,0,1,0,0,0
"2015-09-02",38238,0,817,694,0,0,0,0,0,0,0,0,4449,0,102,0,0,0,0,0,0,0,0,0,1
"2015-09-03",40586,0,805,710,0,0,0,0,0,0,0,0,4764,0,98,0,0,0,0,0,0,1,0,0,0
"2015-09-04",13567,0,324,379,0,0,0,0,0,0,0,0,1299,0,23,1,0,0,0,0,0,0,0,0,0
"2015-09-08",28523,0,337,392,0,0,0,0,0,0,0,0,379,0,102,0,0,0,0,0,0,1,0,0,0
"2015-09-09",47359,0,665,939,0,0,0,0,0,0,0,0,645,0,88,0,0,0,0,0,1,0,0,0,0
"2015-09-10",49835,0,634,1035,0,0,0,0,0,0,0,0,649,0,103,0,0,0,0,0,0,1,0,0,0
"2015-09-11",51511,0,704,963,0,0,0,0,0,0,0,0,699,0,153,0,0,0,0,0,0,1,0,0,0
"2015-09-12",36998,0,246,270,0,0,0,0,0,0,0,0,250,0,43,0,0,1,0,0,0,0,0,0,0
"2015-09-13",31919,0,236,139,0,0,0,0,0,0,0,0,180,0,22,0,0,0,0,0,0,0,0,1,0
"2015-09-14",44639,0,558,887,0,0,0,0,0,0,0,0,579,0,87,0,0,0,1,0,0,0,0,0,0
"2015-09-15",197957,0,2096,4433,0,0,0,0,0,0,0,0,19178,0,3975,1,2,0,2,3,2,2,1,2,1
"2015-09-17",103624,0,1889,1934,0,0,0,0,0,0,0,0,17842,0,1451,2,0,1,0,3,0,1,2,0,2
"2015-09-18",20520,0,430,286,0,0,0,0,0,0,0,0,9049,0,61,0,0,1,0,0,0,0,0,0,0
"2015-09-19",28249,0,507,294,0,0,0,0,0,0,0,0,8190,0,94,0,0,0,0,0,0,0,1,1,0
"2015-09-20",48404,0,1003,869,0,0,0,0,0,0,0,0,11033,0,149,0,0,0,0,0,1,0,0,1,0
"2015-09-21",63635,0,1491,1298,0,0,0,0,0,0,0,0,15405,0,92,0,0,0,0,0,1,0,1,0,0
"2015-09-22",69143,0,1650,1386,0,0,0,0,0,0,0,0,16561,0,131,1,0,1,0,0,0,0,0,0,0
"2015-09-23",87303,0,1979,1708,0,0,0,0,0,0,0,0,19003,0,4861,0,0,0,1,0,0,0,1,1,1
"2015-09-24",66728,0,1261,1003,0,0,0,0,0,0,0,0,16007,0,131,0,0,1,0,0,1,0,0,0,0
"2015-09-25",42078,0,740,528,0,0,0,0,0,0,0,0,5452,0,35,0,0,0,1,0,0,0,1,0,0
"2015-09-26",11603,0,277,289,0,0,0,0,0,0,0,0,1259,0,6,0,0,0,0,0,1,0,0,0,0
"2015-09-29",204682,0,2727,4286,0,0,0,0,0,0,0,0,40595,0,2253,2,3,3,2,1,0,1,1,1,0
"2015-09-30",4487,0,107,202,0,0,0,0,0,0,0,0,2973,0,325,0,1,0,0,0,0,0,0,0,0
"2015-10-01",36519,0,931,630,0,0,0,0,0,0,0,0,6647,0,238,0,0,1,1,1,0,1,1,0,0
"2015-10-07",48865,0,895,1856,0,0,0,0,0,0,0,0,13383,0,3549,0,1,0,0,0,2,1,0,1,0
"2015-10-08",189140,0,1987,23590,0,0,0,0,0,0,0,0,528,0,1959,0,2,0,0,0,1,0,0,4,0
"2015-10-15",208230,0,3460,23513,0,0,0,0,0,0,0,0,5242,0,793,0,3,3,4,0,3,2,1,2,1
"2015-10-20",60970,0,1188,752,0,0,0,0,0,0,0,0,14678,0,1200,1,1,1,0,0,0,0,1,1,1
"2015-10-21",83086,0,1145,1882,0,0,0,0,0,0,0,0,13744,0,10227,1,0,3,1,1,1,0,0,0,2
"2015-10-22",15452,0,313,1621,0,0,0,0,0,0,0,0,846,0,130,0,1,0,1,0,0,0,0,0,1
"2015-10-23",22992,0,199,177,0,0,0,0,0,0,0,0,234,0,23,0,0,0,1,0,0,0,0,0,0
"2015-10-24",38921,0,259,239,0,0,0,0,0,0,0,0,329,0,36,0,0,0,0,0,1,0,0,0,0
"2015-10-25",32820,0,243,149,0,0,0,0,0,0,0,0,210,0,25,0,0,0,0,0,0,0,0,0,1
"2015-10-26",61870,0,983,1330,0,0,0,0,0,0,0,0,5992,0,74,0,0,0,0,1,0,0,1,0,0
"2015-10-27",112087,0,1872,2765,0,0,0,0,0,0,0,297,11788,0,946,1,0,2,0,1,0,0,0,0,0
"2015-10-28",83587,0,1466,2036,0,0,0,0,0,0,0,0,7892,0,42,1,1,0,0,0,0,0,0,0,0
"2015-10-29",84737,0,1350,2110,0,0,0,0,0,0,0,0,9687,0,51,0,0,1,0,0,0,0,1,0,0
"2015-10-30",65701,0,1245,2019,0,0,0,0,0,0,0,0,10100,0,61,0,1,0,0,0,0,0,0,0,1
"2015-10-31",29508,0,425,303,0,0,0,0,0,0,0,0,5814,0,22,0,0,0,0,0,1,0,0,0,0
"2015-11-01",27611,0,407,193,0,0,0,0,0,0,0,0,4320,0,24,0,0,0,0,1,0,0,0,0,0
"2015-11-02",12193,0,376,607,0,0,0,0,0,0,0,0,3082,0,14,0,0,0,0,1,0,0,0,0,0
"2015-11-03",54342,0,838,1672,0,0,0,0,0,0,0,0,5445,0,69,0,1,2,0,0,1,0,0,0,0
"2015-11-04",52206,0,1152,1326,0,0,0,0,0,0,0,0,9487,0,51,0,0,0,0,0,1,1,0,0,0
"2015-11-05",37338,0,825,1073,0,0,0,0,0,0,0,0,11129,0,50,0,0,0,0,0,0,0,0,0,1
"2015-11-06",37182,0,837,947,0,0,0,0,0,0,0,0,10105,0,59,0,0,0,0,0,1,0,0,0,0
"2015-11-07",47772,0,498,391,0,0,0,0,0,0,0,0,7051,0,37,0,0,0,0,0,0,1,1,0,0
"2015-11-08",38240,0,452,196,0,0,0,0,0,0,0,0,4585,0,30,0,0,1,0,0,0,1,0,0,0
"2015-11-09",29429,0,782,668,0,0,0,0,0,0,0,0,8440,0,31,1,0,0,0,0,0,0,0,0,0
"2015-11-10",34031,0,787,1395,0,0,0,0,0,0,0,0,11550,0,113,0,0,0,0,1,0,0,1,0,0
"2015-11-11",7091,0,154,231,0,0,0,0,0,0,0,1,12317,0,44,0,0,0,0,0,0,1,0,0,0
"2015-11-12",27751,0,588,319,0,0,0,0,0,0,0,0,2244,0,13,0,0,0,0,0,0,0,0,1,0
"2015-11-13",41424,0,828,528,0,0,0,0,0,0,0,0,3785,0,19,0,0,0,0,0,0,0,1,0,0
"2015-11-14",35312,0,499,207,0,0,0,0,0,0,0,0,2517,0,14,0,1,0,0,0,0,0,0,0,0
"2015-11-15",30730,0,412,140,0,0,0,0,0,0,0,0,2268,0,13,0,0,0,1,0,0,0,0,0,0
"2015-11-16",37280,0,806,623,0,0,0,0,0,0,0,0,3405,0,26,0,1,0,0,0,0,0,0,0,0
"2015-11-17",38762,0,800,631,0,0,0,0,0,0,0,0,3369,0,30,0,0,0,0,0,0,1,0,0,0
"2015-11-18",39230,0,857,668,0,0,0,0,0,0,0,0,4055,0,21,0,0,0,1,0,0,0,0,0,0
"2015-11-19",12584,0,280,316,0,0,0,0,0,0,0,0,1212,0,4,1,0,0,0,0,0,0,0,0,0
"2015-11-20",35304,0,308,497,0,0,0,0,0,0,0,0,363,0,20,0,0,0,0,1,0,0,0,0,0
"2015-11-21",39216,0,260,285,0,0,0,0,0,0,0,0,318,0,11,0,0,0,0,1,0,0,0,0,0
"2015-11-22",32487,0,221,135,0,0,0,0,0,0,0,0,264,0,14,0,0,0,0,0,0,0,0,1,0
"2015-11-23",45446,0,636,921,0,0,0,0,0,0,0,0,454,0,29,0,0,0,0,0,0,0,0,0,1
"2015-11-24",70719,0,831,4910,0,0,0,0,0,0,0,0,1188,0,132,3,0,1,0,0,0,1,0,1,0
"2015-11-25",48206,0,621,927,0,0,0,0,0,0,0,0,440,0,24,0,0,0,0,0,0,0,0,1,0
"2015-11-26",48208,0,608,928,0,0,0,0,0,0,0,0,471,0,30,0,0,0,0,0,1,0,0,0,0
"2015-11-27",13680,0,214,368,0,0,0,0,0,0,0,0,108,0,4,0,0,0,0,1,0,0,0,0,0
"2015-12-02",31989,0,354,537,0,0,0,0,0,0,0,0,304,0,6,0,0,0,0,0,0,0,0,1,0
"2015-12-03",48433,0,644,953,0,0,0,0,0,0,0,0,492,0,15,0,0,0,0,0,0,0,0,0,1
"2015-12-04",50650,0,625,910,0,0,0,0,0,0,0,0,370,0,26,0,1,0,0,0,0,0,0,0,0
"2015-12-05",39721,0,238,259,0,0,0,0,0,0,0,0,288,0,18,0,0,0,0,1,0,0,0,0,0
"2015-12-06",31980,0,221,176,0,0,0,0,0,0,0,0,296,0,21,1,0,0,0,0,0,0,0,0,0
"2015-12-07",44853,0,636,972,0,0,0,0,0,0,0,0,470,0,36,1,0,0,0,0,0,0,0,0,0
"2015-12-08",219248,0,4423,6929,0,0,0,0,0,0,0,0,12224,0,117,1,0,0,0,0,1,0,1,4,2
"2015-12-09",13317,0,249,466,0,0,0,0,0,0,0,0,89,0,11,0,0,0,0,0,1,0,0,0,0
"2015-12-11",24330,0,414,304,0,0,0,0,0,0,0,0,7263,0,9,0,0,0,0,0,0,1,0,0,0
"2015-12-12",31620,0,431,279,0,0,0,0,0,0,0,0,7191,0,17,0,0,0,0,0,0,1,0,0,0
"2015-12-13",25232,0,376,223,0,0,0,0,0,0,0,0,5655,0,12,0,0,0,0,1,0,0,0,0,0
"2015-12-14",30891,0,721,714,0,0,0,0,0,0,0,0,8146,0,10,0,1,0,0,0,0,0,0,0,0
"2015-12-15",55706,0,1240,1036,0,0,0,0,0,0,0,0,13513,0,27,0,0,0,1,0,0,1,1,0,0
"2015-12-16",97414,0,1715,2231,0,0,0,0,0,0,0,0,13227,0,56,0,0,0,0,1,0,0,0,2,0
"2015-12-17",84177,0,1438,1491,0,0,0,0,0,0,0,0,10357,0,28,1,0,0,1,0,0,0,0,0,0
"2015-12-18",63918,0,1018,1239,0,0,0,0,0,0,0,0,6599,0,22,2,0,0,0,0,0,0,0,0,0
"2015-12-19",43436,0,533,337,0,0,0,0,0,0,0,0,2790,0,17,0,0,0,0,0,0,1,0,0,0
"2015-12-20",37530,0,446,183,0,0,0,0,0,0,0,0,2482,0,12,0,0,0,0,0,0,0,0,0,1
"2015-12-21",45690,0,635,724,0,0,0,0,0,0,0,0,3349,0,5,0,0,0,0,0,0,0,0,1,0
"2015-12-22",30351,0,391,710,0,0,0,0,0,0,0,0,2445,0,18,0,0,0,0,0,1,0,0,0,0
"2016-01-10",28933,0,239,120,0,0,0,0,0,0,0,0,142,0,3,1,0,0,0,0,0,0,0,0,0
"2016-01-11",41705,0,659,832,0,0,0,0,0,0,0,0,277,0,4,0,0,0,0,0,0,0,0,0,1
"2016-01-12",42229,0,644,1008,0,0,0,0,0,0,0,0,299,0,5,0,0,0,0,0,0,1,0,0,0
"2016-01-13",69159,0,1347,1376,0,0,0,0,0,0,0,0,2705,0,6,0,0,0,0,0,0,1,0,1,0
"2016-01-14",79162,0,1480,1403,0,0,0,0,0,0,0,0,3606,0,7,0,0,0,1,0,0,1,0,0,0
"2016-01-15",84727,0,1546,1351,0,0,0,0,0,0,0,0,3751,0,6,1,0,0,1,0,0,0,0,0,0
"2016-01-16",65184,0,792,456,0,0,0,0,0,0,0,0,2231,0,6,0,0,0,0,0,0,0,0,2,0
"2016-01-17",26817,0,413,117,0,0,0,0,0,0,0,0,1728,0,2,0,1,0,0,0,0,0,0,0,0
"2016-01-18",31273,0,864,677,0,0,0,0,0,0,0,0,3143,0,3,0,0,0,0,0,0,0,1,0,0
"2016-01-19",33374,0,901,634,0,0,0,0,0,0,0,0,2809,0,4,0,0,0,0,0,1,0,0,0,0
"2016-01-20",38207,0,1078,1193,0,0,0,0,0,0,0,0,5864,0,13,0,1,0,0,0,1,0,0,1,0
"2016-01-21",44200,0,1266,1160,0,0,0,0,0,0,0,0,8265,0,16,1,0,1,0,0,0,0,1,0,0
"2016-01-22",35077,0,1066,618,0,0,0,0,0,0,0,0,8016,0,11,0,0,0,0,0,0,1,0,0,0
"2016-01-23",28198,0,659,250,0,0,0,0,0,0,0,0,5136,0,3,0,0,0,0,0,1,0,0,0,0
"2016-01-24",22981,0,611,178,0,0,0,0,0,0,0,0,4069,0,10,0,0,0,0,1,0,0,0,0,0
"2016-01-25",30824,0,1034,663,0,0,0,0,0,0,0,0,8120,0,15,0,0,0,0,0,0,0,1,0,0
"2016-01-26",111198,0,2311,2433,0,0,0,0,0,0,0,0,20758,0,123,2,1,4,1,2,2,6,3,1,1
"2016-02-02",326740,0,6679,12736,0,0,0,0,0,0,0,0,24979,0,190,1,3,3,1,1,0,3,3,1,4
"2016-02-04",31777,0,343,406,0,0,0,0,0,0,0,0,371,0,13,0,0,0,0,1,0,0,0,0,0
"2016-02-05",47195,0,629,786,0,0,0,0,0,0,0,0,412,0,5,0,0,0,0,0,0,0,0,0,1
"2016-02-06",35678,0,267,227,0,0,0,0,0,0,0,0,217,0,3,0,0,0,0,0,1,0,0,0,0
"2016-02-07",29841,0,238,167,0,0,0,0,0,0,0,0,159,0,5,0,0,0,0,0,0,1,0,0,0
"2016-02-08",41632,0,621,818,0,0,0,0,0,0,0,0,289,0,9,0,1,0,0,0,0,0,0,0,0
"2016-02-09",79489,0,1325,1722,0,0,0,0,0,0,0,0,12483,0,225,0,0,1,0,0,0,0,1,0,1
"2016-02-10",76231,0,1420,1495,0,0,0,0,0,0,0,0,8214,0,14,0,0,0,0,0,0,0,1,0,1
"2016-02-11",47337,0,1035,1070,0,0,0,0,0,0,0,0,7021,0,10,0,0,0,1,1,0,0,0,0,0
"2016-02-12",33648,0,753,582,0,0,0,0,0,0,0,0,6591,0,10,0,1,0,0,0,0,0,0,0,0
"2016-02-13",27516,0,467,261,0,0,0,0,0,0,0,0,3820,0,5,0,0,0,0,0,1,0,0,0,0
"2016-02-14",24024,0,431,152,0,0,0,0,0,0,0,0,3002,0,2,1,0,0,0,0,0,0,0,0,0
"2016-02-15",31877,0,678,606,0,0,0,0,0,0,0,0,6345,0,10,0,0,0,1,0,0,0,0,0,0
"2016-02-16",7207,0,222,236,0,0,0,0,0,0,0,0,1515,0,2,0,0,0,0,1,0,0,0,0,0
"2016-02-17",22354,0,518,442,0,0,0,0,0,0,0,0,2291,0,2,0,1,0,0,0,0,0,0,0,0
"2016-02-18",53324,0,1179,1231,0,0,0,0,0,0,0,0,4657,0,18,0,1,1,0,0,0,1,0,0,0
"2016-02-19",38321,0,840,607,0,0,0,0,0,0,0,0,3501,0,6,1,0,0,0,0,0,0,0,0,0
"2016-02-20",30811,0,531,366,0,0,0,0,0,0,0,0,2163,0,3,0,0,0,0,1,0,0,0,0,0
"2016-02-21",27906,0,424,157,0,0,0,0,0,0,0,0,1922,0,1,0,0,0,0,0,0,1,0,0,0
"2016-02-22",34792,0,884,588,0,0,0,0,0,0,0,0,3445,0,4,0,0,1,0,0,0,0,0,0,0
"2016-02-23",45073,0,1021,730,0,0,0,0,0,0,0,0,4070,0,178,0,0,0,0,0,1,1,0,0,0
"2016-02-24",12299,0,354,346,0,0,0,0,0,0,0,0,1251,0,2,0,1,0,0,0,0,0,0,0,0
"2016-03-08",6254,0,192,78,0,0,0,0,0,0,0,0,452,0,7,0,0,1,0,0,0,0,0,0,0
"2016-03-09",35704,0,685,504,0,0,0,0,0,0,0,0,7104,0,99,0,0,0,0,0,1,0,1,0,0
"2016-03-10",37480,0,887,557,0,0,0,0,0,0,0,0,3570,0,2,0,0,0,0,0,0,0,0,0,1
"2016-03-11",39973,0,870,546,0,0,0,0,0,0,0,0,3633,0,10,0,0,0,0,0,1,0,0,0,0
"2016-03-12",35155,0,518,215,0,0,0,0,0,0,0,0,2575,0,8,0,0,0,0,0,0,0,1,0,0
"2016-03-13",27607,0,398,137,0,0,0,0,0,0,0,0,2173,0,10,0,0,0,0,0,0,0,1,0,0
"2016-03-14",35045,0,880,539,0,0,0,0,0,0,0,0,3081,0,4,0,1,0,0,0,0,0,0,0,0
"2016-03-15",37207,0,888,582,0,0,0,0,0,0,0,0,3348,0,7,1,0,0,0,0,0,0,0,0,0
"2016-03-16",65579,0,1138,906,0,0,0,0,0,0,0,0,7808,0,39,0,0,0,0,0,1,0,1,0,1
"2016-03-17",84776,0,1433,1424,0,0,0,0,0,0,0,0,10395,0,43,1,0,0,0,0,0,0,0,1,0
"2016-03-18",87259,0,1374,1530,0,0,0,0,0,0,0,0,10060,0,42,0,0,0,0,0,0,0,1,1,0
"2016-03-19",69361,0,728,411,0,0,0,0,0,0,0,0,7311,0,19,0,0,0,1,0,0,0,0,1,0
"2016-03-20",59996,0,690,294,0,0,0,0,0,0,0,0,7413,0,51,0,0,0,0,0,0,1,1,0,0
"2016-03-21",76738,0,1402,1369,0,0,0,0,0,0,0,0,9231,0,80,0,1,0,0,0,0,0,0,1,0
"2016-03-22",115907,0,2333,2924,0,0,0,0,0,0,0,0,26762,0,272,1,1,0,0,1,0,0,0,3,1
"2016-03-23",67996,0,1774,2589,0,0,0,0,0,0,0,0,6628,0,72,1,1,1,0,1,1,1,1,1,0
"2016-03-30",39971,0,688,718,0,0,0,0,0,0,0,0,759,0,120,0,0,0,0,1,0,0,1,0,0
"2016-04-05",52584,0,842,955,0,0,0,0,0,0,0,0,4097,0,122,0,0,0,1,1,0,1,0,0,0
"2016-04-06",54805,0,593,1502,0,0,0,0,0,0,0,0,5143,0,596,0,0,1,0,1,0,1,2,0,0
"2016-04-12",4868,0,91,106,0,0,0,0,0,0,0,0,6003,0,101,0,0,0,0,0,0,0,1,0,0
"2016-04-13",48377,0,740,608,0,0,0,0,0,0,0,0,6323,0,46,0,0,0,0,0,0,0,1,0,1
"2016-04-14",85133,0,1450,1644,0,0,0,0,0,0,0,0,10582,0,93,1,1,0,0,0,0,0,0,0,0
"2016-04-15",88078,0,1479,1539,0,0,0,0,0,0,0,0,10810,0,111,0,0,0,0,0,1,1,0,0,0
"2016-04-16",71659,0,789,439,0,0,0,0,0,0,0,0,8526,0,108,1,0,1,0,0,0,0,0,0,0
"2016-04-17",61056,0,672,336,0,0,0,0,0,0,0,0,7637,0,161,0,0,1,0,0,0,0,0,1,0
"2016-04-18",77175,0,1413,1451,0,0,0,0,0,0,0,0,7840,0,48,0,0,0,0,0,0,1,0,1,0
"2016-04-19",81746,0,1445,1601,0,0,0,0,0,0,0,0,10535,0,94,0,1,0,1,0,0,0,0,0,0
