"Date","Autos","Autres","Bus","Camions","Camions.articules","Camions.legers","Camions.Lourds","Camions.porteurs","Ecoliers","Illegaux","Motos","Non.Utilise","Pietons","Tous","Velos","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9","Cluster_10"
"2016-04-20",71410,0,1129,4938,0,0,0,0,0,0,0,0,4126,0,129,0,0,0,0,1,0,1,0,1,2
"2016-04-21",71709,0,1030,1410,0,0,0,0,0,0,0,0,4465,0,445,0,2,2,1,1,1,1,2,0,0
"2016-04-22",41802,0,836,574,0,0,0,0,0,0,0,0,3740,0,39,0,0,0,0,0,0,0,1,0,0
"2016-04-23",37178,0,538,252,0,0,0,0,0,0,0,0,3230,0,77,0,0,0,0,0,0,0,0,0,1
"2016-04-24",31238,0,427,161,0,0,0,0,0,0,0,0,2737,0,85,1,0,0,0,0,0,0,0,0,0
"2016-04-25",38034,0,854,609,0,0,0,0,0,0,0,0,3650,0,46,0,0,0,0,0,0,0,0,0,1
"2016-04-26",39203,0,873,609,0,0,0,0,0,0,0,0,4072,0,32,0,0,0,0,0,1,0,0,0,0
"2016-04-27",40101,0,872,703,0,0,0,0,0,0,0,0,3839,0,33,0,0,0,0,1,0,0,0,0,0
"2016-04-28",17192,0,414,397,0,0,0,0,0,0,0,0,1589,0,10,0,0,0,0,0,0,0,0,0,1
"2016-05-02",26425,0,568,330,0,0,0,0,0,0,0,0,2536,0,14,0,0,1,0,0,0,0,0,0,0
"2016-05-03",111056,0,2530,991,0,1686,2111,0,0,0,0,0,6678,0,399,0,0,0,2,0,2,0,0,1,0
"2016-05-04",99588,0,1985,716,0,1762,2157,0,0,0,0,0,3897,0,14,1,0,0,1,0,0,0,0,0,1
"2016-05-05",57814,0,1310,978,0,0,0,0,0,0,0,0,6227,0,61,0,0,1,0,0,1,0,0,0,0
"2016-05-06",42816,0,855,608,0,0,0,0,0,0,0,0,4679,0,85,0,0,0,0,1,0,0,0,0,0
"2016-05-07",37625,0,553,283,0,0,0,0,0,0,0,0,3566,0,90,0,0,0,0,0,1,0,0,0,0
"2016-05-08",33588,0,418,138,0,0,0,0,0,0,0,0,1857,0,31,0,1,0,0,0,0,0,0,0,0
"2016-05-09",11505,0,299,293,0,0,0,0,0,0,0,0,1035,0,5,0,1,0,0,0,0,0,0,0,0
"2016-05-10",26931,0,317,312,0,0,0,0,0,0,0,0,429,0,78,0,0,0,0,0,0,0,0,1,0
"2016-05-11",134389,0,1736,931,0,3836,2430,0,0,0,0,0,609,0,128,0,0,2,0,0,0,1,0,0,0
"2016-05-12",159953,0,2155,1824,0,3821,2470,0,0,0,0,0,1033,0,224,0,0,0,1,1,2,1,0,0,0
"2016-05-13",48509,0,510,851,0,0,0,0,0,0,0,0,553,0,101,0,0,0,0,0,0,0,1,0,0
"2016-05-14",38198,0,260,279,0,0,0,0,0,0,0,0,362,0,95,0,1,0,0,0,0,0,0,0,0
"2016-05-15",32121,0,241,154,0,0,0,0,0,0,0,0,231,0,32,0,0,0,1,0,0,0,0,0,0
"2016-05-16",45334,0,660,948,0,0,0,0,0,0,0,0,446,0,77,0,0,0,0,0,1,0,0,0,0
"2016-05-17",49372,0,338,1762,0,0,0,0,0,0,0,0,38386,0,1535,0,1,0,0,1,0,1,1,1,0
"2016-05-18",51000,0,0,1501,0,0,0,0,0,0,0,0,52183,0,2359,0,1,0,0,0,0,1,1,1,1
"2016-05-19",486014,0,6994,1821,0,16950,4175,0,0,0,0,0,80343,0,3314,1,1,0,3,4,2,1,3,1,0
"2016-05-24",92580,0,1649,233,0,2144,413,0,0,0,0,0,6643,0,32,0,1,1,0,0,0,0,0,1,0
"2016-05-25",197273,0,3073,2422,0,3110,1255,0,0,0,0,0,11236,0,135,1,0,0,0,1,0,0,1,3,0
"2016-05-26",77798,0,1066,851,0,1017,881,0,0,0,0,0,11052,0,89,1,0,0,0,0,0,0,0,0,1
"2016-05-27",40908,0,825,911,0,0,0,0,0,0,0,0,9847,0,47,0,0,0,1,0,0,0,0,0,0
"2016-05-28",33745,0,548,360,0,0,0,0,0,0,0,0,8256,0,52,0,0,0,0,0,0,0,0,1,0
"2016-05-29",30814,0,547,231,0,0,0,0,0,0,0,0,8511,0,59,0,0,0,0,0,0,0,0,0,1
"2016-05-30",36280,0,799,849,0,0,0,0,0,0,0,0,10570,0,55,0,0,0,0,0,1,0,0,0,0
"2016-05-31",52681,0,799,1849,0,0,0,0,0,0,0,0,17027,0,12471,2,0,0,1,1,0,0,1,1,0
"2016-06-07",146354,0,1082,0,0,9707,6744,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
"2016-06-08",160694,0,1614,439,0,9498,6778,0,0,0,0,0,204,0,253,0,1,0,1,0,0,3,1,0,0
"2016-06-14",68167,0,1332,0,0,2798,897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2016-06-15",142427,0,1612,2827,0,4821,2854,0,0,0,0,0,1166,0,212,1,0,0,0,1,0,0,1,0,2
"2016-06-21",77055,0,893,773,0,486,63,0,0,0,0,0,3138,0,9232,1,0,3,0,0,1,1,0,1,1
"2016-06-23",0,0,0,0,0,0,0,0,0,0,0,0,2304,16378,306,0,0,0,0,0,0,0,0,1,0
"2016-06-30",39505,0,393,798,0,0,0,0,0,0,0,0,1540,0,1173,1,0,1,0,1,0,1,0,0,0
"2016-08-09",9236,0,111,260,0,0,0,0,0,0,0,0,1116,0,28,0,0,0,0,0,0,1,0,0,0
"2016-08-30",6805,0,70,373,0,0,0,0,0,0,0,0,838,0,1622,0,0,0,0,0,0,1,0,0,0
"2016-09-01",8188,0,112,233,0,0,0,0,0,0,0,0,804,0,3383,0,0,0,0,0,0,0,0,1,0
"2016-09-08",18166,0,358,164,0,0,0,0,0,0,0,0,1570,0,26,0,0,0,0,1,0,0,0,0,0
"2016-09-09",41138,0,867,665,0,0,0,0,0,0,0,0,4379,0,95,0,0,0,0,1,0,0,0,0,0
"2016-09-10",34268,0,534,312,0,0,0,0,0,0,0,0,2643,0,120,0,0,0,1,0,0,0,0,0,0
"2016-09-11",29151,0,430,142,0,0,0,0,0,0,0,0,2404,0,50,0,0,0,0,0,0,0,0,0,1
"2016-09-12",37478,0,911,596,0,0,0,0,0,0,0,0,3694,0,95,0,0,0,0,0,0,0,1,0,0
"2016-09-13",88637,0,2074,3559,0,0,0,0,0,0,0,0,5956,0,151,0,0,0,0,1,2,1,1,0,0
"2016-09-14",74312,0,1517,1414,0,0,0,0,0,0,0,0,6868,0,144,0,0,1,0,0,1,0,0,1,0
"2016-09-15",119106,0,2948,3486,0,0,0,0,0,0,0,0,11778,0,540,0,3,0,1,0,2,0,1,0,0
"2016-09-20",113766,0,1831,2444,0,0,0,0,0,0,0,0,23144,0,2299,2,1,2,0,0,0,1,2,0,0
"2016-09-21",36286,0,457,941,0,0,0,0,0,0,0,0,10866,0,309,0,0,0,1,1,0,1,1,0,1
"2016-09-22",17135,0,380,603,0,0,0,0,0,0,0,0,53134,0,6966,0,0,0,0,0,0,0,1,1,0
"2016-09-28",10232,0,273,310,0,0,0,0,0,0,0,0,235,0,25,0,1,0,0,0,0,0,0,0,0
"2016-09-29",15011,0,343,314,0,0,0,0,0,0,0,0,2033,0,2582,1,0,0,0,0,1,1,0,0,0
"2016-10-18",20039,0,278,365,0,0,0,0,0,0,0,0,1969,0,143,0,0,0,0,0,0,1,0,1,0
"2016-10-26",72270,0,1263,0,128,0,0,1446,0,0,0,0,21463,0,327,0,0,1,1,0,0,0,0,1,0
"2016-11-01",4445,0,87,63,0,0,0,0,0,0,0,0,671,0,70,0,0,0,0,0,1,0,0,0,0
"2016-11-02",16786,0,111,335,0,0,0,0,0,0,0,0,6235,0,1084,1,0,0,2,0,1,1,1,0,0
"2016-11-08",14206,0,313,228,0,0,0,0,0,0,0,0,2665,0,2368,0,0,0,0,0,0,1,0,1,0
"2016-11-23",6773,0,119,290,0,0,0,0,0,0,0,0,750,0,170,1,0,0,0,0,0,0,0,0,0
"2016-11-24",8394,0,118,101,0,0,0,0,0,0,0,0,414,0,5,0,0,0,1,0,0,0,0,0,0
"2016-12-01",40483,0,1302,1652,0,0,0,0,0,0,0,0,6560,0,67,0,0,0,0,0,1,1,0,1,0
"2016-12-08",60009,0,309,1595,0,0,0,0,0,0,0,0,4769,0,21,2,0,0,0,0,0,2,0,1,0
"2016-12-10",47364,0,491,423,0,0,0,0,0,0,0,0,645,0,5,1,0,1,0,0,0,0,1,0,0
"2016-12-11",38683,0,413,219,0,0,0,0,0,0,0,0,548,0,12,1,0,0,0,0,0,0,1,0,1
"2017-01-12",4582,0,156,104,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0
"2017-02-04",45686,0,81,100,0,0,0,0,0,0,0,0,658,0,15,1,0,0,0,1,0,0,0,0,1
"2017-02-07",5484,0,150,129,0,0,0,0,0,0,0,0,577,0,3,1,0,0,0,0,0,0,0,0,0
"2017-02-09",7385,0,96,120,0,0,0,0,0,0,0,0,323,0,0,0,1,0,0,0,0,0,0,0,0
"2017-02-21",118532,0,2173,3144,0,0,0,0,0,0,0,0,14872,0,178,4,1,1,1,1,0,1,2,0,2
"2017-02-22",7025,0,45,175,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,1
"2017-02-23",102845,0,2718,2095,0,0,0,0,0,0,0,0,3911,0,56,1,1,0,1,1,0,0,2,1,0
"2017-02-28",22775,0,186,689,0,0,0,0,0,0,0,0,10257,0,596,2,2,0,2,2,0,1,1,0,0
"2017-03-21",99764,0,3088,3763,0,0,0,0,0,0,0,0,30142,0,177,1,1,2,2,0,0,3,1,0,2
"2017-03-22",32598,0,331,802,0,0,0,0,0,0,0,0,1470,0,0,0,0,1,0,0,0,0,0,1,0
"2017-03-23",15740,0,154,397,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,1,0,0
"2017-03-28",8739,0,72,277,0,0,0,0,0,0,0,0,1397,0,9,0,0,0,0,0,0,0,1,0,0
"2017-04-06",14119,0,187,136,0,0,0,0,0,0,0,0,4229,0,0,0,0,0,0,0,0,0,0,0,1
"2017-04-07",15951,0,210,104,0,0,0,0,0,0,0,0,5971,0,0,0,0,0,0,0,0,0,0,0,1
"2017-04-12",10984,0,225,269,0,0,0,0,0,0,0,0,1444,0,90,0,0,0,0,1,0,0,1,0,0
"2017-04-20",29022,0,421,772,0,0,0,0,0,0,0,0,2913,0,57,0,0,0,1,0,0,0,0,0,1
"2017-04-25",123217,0,1228,0,0,2975,263,0,0,0,0,0,12538,0,5737,0,1,1,1,1,0,1,1,0,0
"2017-04-26",105878,0,1061,0,0,2533,202,0,0,0,0,0,8542,0,2498,0,1,0,1,0,0,1,1,1,0
"2017-04-27",22529,0,184,0,0,648,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2017-05-01",0,0,0,0,0,0,0,0,0,0,0,0,1173,57462,0,0,1,0,0,1,0,0,0,0,0
"2017-05-02",96926,0,1571,0,0,2507,108,0,0,0,0,0,24615,59661,3779,1,0,1,1,1,2,1,0,1,0
"2017-05-03",0,0,0,0,0,0,0,0,0,0,0,0,1386,58617,0,0,1,0,0,0,0,0,0,0,1
"2017-05-04",76646,0,1212,0,0,2086,103,0,0,0,0,0,25133,59984,3689,0,0,2,0,0,2,1,1,1,0
"2017-05-05",0,0,0,0,0,0,0,0,0,0,0,0,1176,59240,0,0,0,0,0,0,1,0,0,0,1
"2017-05-09",38797,0,426,0,0,901,42,0,0,0,0,0,18486,0,6819,0,0,0,1,1,1,0,2,0,1
"2017-05-10",24297,0,569,974,0,0,0,0,0,0,0,0,718,0,80,0,0,0,1,0,0,0,1,0,0
"2017-05-11",42517,0,281,417,0,742,26,0,0,0,0,0,13063,0,8888,0,0,0,0,1,0,1,1,2,0
"2017-05-15",0,0,0,0,0,0,0,0,0,0,0,0,0,18080,0,0,1,0,0,0,0,0,0,0,0
"2017-05-16",107890,0,1721,0,0,2685,111,0,0,0,0,0,30231,19181,11260,2,0,1,0,0,0,2,1,2,0
"2017-05-17",26857,0,321,664,0,0,0,0,0,0,0,0,1142,18666,206,0,0,0,1,1,0,0,0,2,0
"2017-05-18",96520,0,1670,0,0,2307,73,0,0,0,0,0,29236,19061,7365,1,1,0,1,1,1,0,0,1,1
"2017-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,16395,0,0,0,0,0,0,0,0,0,1,0
"2017-05-24",72936,0,1272,0,7,1296,78,72,0,0,0,0,34977,0,29823,1,1,0,3,2,0,1,0,1,0
"2017-05-25",87290,0,1569,684,0,1250,74,0,0,0,0,0,40845,0,17814,0,1,0,1,0,1,1,1,1,2
"2017-05-31",7359,0,257,144,0,0,0,0,0,0,0,0,4112,0,419,0,0,1,0,0,0,0,0,1,0
"2017-06-07",67339,0,707,1998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
"2017-06-08",76967,0,847,5711,0,0,0,0,0,0,0,0,70,0,21,1,0,0,0,1,1,1,0,0,2
"2017-06-14",12832,0,188,671,0,0,0,0,0,0,0,0,2437,0,1737,0,0,0,0,1,0,2,0,0,0
"2017-06-15",2634,0,0,12,0,0,0,0,0,0,0,0,1808,0,57,0,0,0,0,0,1,0,0,0,0
"2017-06-20",11362,0,393,409,0,0,0,0,0,0,0,0,8431,0,52,0,0,0,0,0,0,1,0,1,0
"2017-06-21",61635,0,1316,1197,0,0,0,0,0,0,0,0,5572,0,681,1,1,1,0,0,2,0,1,1,2
"2017-06-22",41385,0,889,770,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"2017-07-06",21723,0,127,887,6,0,0,181,0,0,0,0,8687,0,3970,0,2,0,0,0,0,1,0,0,0
"2017-07-09",16914,0,79,81,2,0,0,27,0,0,0,0,10156,0,2566,0,0,1,0,1,0,0,0,0,1
"2017-07-12",8504,0,151,224,0,0,0,0,0,0,0,0,506,0,0,0,0,0,1,0,0,0,0,0,0
"2017-09-07",7934,0,85,188,0,0,0,0,0,0,0,0,205,0,18,0,0,0,0,0,0,0,0,1,0
"2017-09-13",50743,0,371,2871,0,0,0,0,0,0,0,0,16631,0,5572,0,2,1,1,1,0,1,0,0,1
"2017-09-20",105236,0,2849,383,0,3757,2110,0,0,0,0,0,6608,0,470,0,1,1,0,0,4,0,1,0,1
"2017-09-21",107008,0,2841,113,0,4032,2017,0,0,0,0,0,7065,0,618,2,1,2,1,1,0,0,0,0,1
"2017-09-26",25446,0,888,0,0,1598,617,0,0,0,0,0,948,0,365,0,0,0,0,1,0,0,0,0,0
"2017-09-27",145765,0,3834,0,0,6884,3545,0,0,0,0,0,4130,0,957,2,1,0,1,1,1,1,0,1,1
"2017-09-28",148330,0,3727,0,0,7212,3533,0,0,0,0,0,4096,0,1018,1,2,0,2,2,0,1,0,1,0
"2017-10-04",285416,0,5114,7214,0,355,21,0,0,0,0,0,60364,0,11240,0,3,1,1,0,1,3,2,1,1
"2017-10-05",232558,0,4178,6244,0,0,0,0,0,0,0,0,44728,0,1774,0,0,2,4,0,0,2,2,0,0
"2017-10-11",114700,0,2532,1112,0,1869,356,0,0,0,0,0,11886,0,4631,1,0,0,0,1,1,1,0,1,2
"2017-10-12",91328,0,1943,377,0,1877,377,0,0,0,0,0,6474,0,1713,0,0,1,1,1,0,1,2,0,0
"2017-10-18",175387,0,3232,1775,0,2964,917,0,0,0,0,0,10103,0,458,2,2,4,0,1,1,0,0,0,0
"2017-10-19",129858,0,2606,0,0,2805,908,0,0,0,0,0,4915,0,189,1,1,0,3,0,0,0,0,1,0
"2017-10-25",112874,0,2373,0,0,4692,2137,0,0,0,0,0,2911,0,108,1,0,0,0,0,2,0,0,1,0
"2017-10-26",107415,0,1942,0,0,5102,1953,0,0,0,0,0,1754,0,112,0,0,2,0,1,0,0,1,0,0
"2017-11-01",249835,0,4596,6480,0,0,0,0,0,0,0,0,46562,0,1144,2,1,2,0,1,0,0,0,1,3
"2017-11-02",231324,0,4183,5219,0,0,0,0,0,0,0,0,38139,0,439,0,2,2,2,0,0,0,1,3,0
"2017-11-07",111468,0,1269,4429,0,0,0,0,0,0,0,0,23995,0,359,1,1,2,1,2,0,0,2,2,1
"2017-11-14",65125,0,1715,1812,0,0,0,0,0,0,0,0,9150,0,169,0,0,2,1,2,0,0,0,0,1
"2017-11-21",130814,0,1041,627,0,3245,1443,0,0,0,0,0,11344,0,270,0,0,0,0,0,2,1,2,2,0
"2017-11-22",99109,0,578,0,0,3197,1479,0,0,0,0,0,7265,0,119,0,0,2,1,1,0,0,0,0,0
"2017-11-23",99749,0,595,0,0,3484,1487,0,0,0,0,0,7373,0,151,0,0,0,0,0,1,0,2,0,1
"2017-11-28",155195,0,2404,4520,0,0,0,0,0,0,0,0,45750,0,1090,1,0,0,2,3,1,4,0,3,0
"2017-11-29",51610,0,1430,1748,0,0,0,0,0,0,0,0,4173,0,129,0,0,1,0,1,0,2,0,2,2
"2017-11-30",29765,0,658,533,0,113,20,0,0,0,0,0,3416,0,123,1,0,1,0,0,1,0,0,0,0
"2017-12-01",7337,0,258,0,0,237,59,0,0,0,0,0,451,0,7,0,0,0,0,0,0,0,0,0,1
"2017-12-05",190143,0,2532,5298,0,0,0,0,0,0,0,0,23051,0,196,1,4,1,1,3,1,2,0,2,2
"2018-01-11",3973,0,24,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2018-01-17",14670,0,444,316,0,0,0,0,0,0,0,0,2082,9773,197,0,0,1,0,0,1,0,0,0,1
"2018-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,1,0,0,0,0,0,0,0
"2018-02-01",3401,0,7,47,0,0,0,0,0,0,0,0,887,0,8,0,0,0,0,0,0,0,1,0,0
"2018-02-06",2956,0,26,60,0,0,0,0,0,0,0,0,573,0,31,1,0,0,0,0,0,0,0,0,0
"2018-02-14",56932,0,705,2496,0,0,0,0,0,0,0,0,25430,0,76,0,0,1,1,0,0,0,2,2,1
"2018-02-15",23627,0,124,883,0,0,0,0,0,0,0,0,39577,0,303,0,0,1,3,0,0,0,0,0,0
"2018-02-19",10356,0,213,323,0,0,0,0,0,0,0,0,854,0,118,0,0,1,0,0,0,0,0,0,0
"2018-02-20",105949,0,3373,2078,0,0,0,0,0,0,0,0,17062,0,110,0,0,0,0,0,0,0,2,3,1
"2018-02-27",62779,0,767,1825,0,0,0,0,0,0,0,0,30115,0,1240,0,1,1,3,1,1,2,1,2,0
"2018-02-28",49823,0,1866,948,0,0,0,0,0,0,0,0,13199,0,16,1,0,0,0,1,0,2,1,0,1
"2018-03-01",50463,0,1619,1249,0,0,0,0,0,0,0,0,2672,0,32,1,0,0,1,0,1,0,1,0,0
"2018-03-20",330347,0,17883,12428,0,0,0,0,0,0,0,0,124403,0,293,1,2,0,1,1,5,3,0,1,2
"2018-03-21",335600,0,18108,12147,0,0,0,0,0,0,0,0,126991,0,317,1,0,1,0,3,2,3,2,3,1
"2018-03-22",312114,0,16352,12235,0,0,0,0,0,0,0,0,122489,0,304,0,0,1,1,1,4,1,3,2,1
"2018-03-28",4853,0,98,127,0,0,0,0,0,0,0,0,3258,0,13,0,0,0,0,0,1,0,0,0,0
"2018-04-12",78931,0,1427,0,185,0,0,2622,0,0,0,0,47769,0,2366,2,0,2,1,0,0,2,0,2,0
"2018-04-14",47626,0,903,0,38,0,0,422,0,0,0,0,29969,0,576,0,0,2,0,0,1,3,0,2,1
"2018-04-18",34679,0,459,0,0,0,769,0,0,0,0,0,15452,0,80,0,0,0,0,0,0,0,1,0,2
"2018-04-19",47239,0,741,0,100,0,0,1363,0,0,0,0,12418,0,2066,0,0,0,1,3,1,1,0,1,1
"2018-04-21",12098,0,135,0,14,0,0,137,0,0,0,0,9511,0,1039,0,1,2,0,1,0,1,1,0,0
"2018-04-26",62118,0,678,0,254,0,0,1574,0,0,0,0,38009,0,2145,3,0,2,0,2,0,2,1,0,0
"2018-04-28",19860,0,217,0,34,0,0,294,0,0,0,0,13616,0,2375,2,2,1,0,0,2,1,0,0,2
"2018-05-02",30475,0,448,0,0,0,437,0,0,0,0,0,4005,0,202,0,1,0,1,0,0,0,1,0,0
"2018-05-03",3682,0,72,0,0,0,50,0,0,0,0,0,1547,0,0,0,0,0,1,0,0,0,0,0,0
"2018-05-10",21722,0,204,0,67,0,0,794,0,0,0,0,4492,0,1495,1,0,0,0,0,1,0,1,0,0
"2018-05-12",1891,0,58,0,4,0,0,31,0,0,0,0,966,0,365,0,0,0,0,0,1,0,0,0,0
"2018-05-16",34945,0,755,0,0,0,925,0,0,0,0,0,15748,0,2040,2,0,3,0,0,0,0,0,1,1
"2018-05-17",49903,0,1155,0,38,0,0,528,0,0,0,0,4602,0,4481,1,0,0,0,2,2,0,2,0,0
"2018-05-19",36019,0,814,0,18,0,0,225,0,0,0,0,2279,0,3597,0,1,0,0,0,1,1,0,0,2
"2018-05-24",31572,0,459,0,33,0,307,426,0,0,0,0,4838,0,2233,1,0,1,1,0,1,1,1,0,0
"2018-05-29",83863,0,575,0,0,0,2870,0,0,0,0,0,11720,0,675,0,0,0,0,0,0,2,1,1,2
"2018-05-31",20489,0,250,0,0,0,898,0,0,0,0,0,3417,0,293,0,0,2,0,0,0,1,0,0,0
"2018-06-05",124561,0,6397,0,0,0,5183,0,0,0,0,0,69287,0,614,1,1,0,1,1,2,3,0,0,1
"2018-06-06",51951,0,536,0,0,0,1553,0,0,0,0,0,1319,0,75,1,1,1,0,0,0,0,2,0,0
"2018-06-12",64077,0,1445,0,0,0,4381,0,0,0,0,0,2163,0,103,0,2,0,1,0,0,0,0,0,0
"2018-06-13",91299,0,1867,0,0,0,5109,0,0,0,0,0,8993,0,512,2,1,1,0,0,0,1,1,0,0
"2018-06-14",143997,0,2558,0,67,0,4181,1288,0,0,0,0,16663,0,2858,3,3,0,3,0,1,0,0,0,3
"2018-06-16",23766,0,339,0,0,0,480,0,0,0,0,0,904,0,699,1,0,0,0,1,0,0,0,0,0
"2018-06-17",19960,0,344,0,0,0,254,0,0,0,0,0,837,0,711,0,0,0,0,0,1,1,0,0,0
"2018-06-18",30513,0,616,0,0,0,4077,0,0,0,0,0,691,0,125,1,0,0,0,0,0,1,0,0,0
"2018-06-19",92813,0,1763,0,0,0,6077,0,0,0,0,0,34563,0,20128,2,2,0,0,1,2,1,2,2,1
"2018-06-20",48435,0,965,0,0,0,5134,0,0,0,0,0,1490,0,548,0,0,2,0,0,0,0,1,0,0
"2018-06-21",52725,0,1444,0,7,0,4603,136,0,0,0,0,9210,0,18442,2,3,0,1,1,0,0,1,0,0
"2018-06-22",34489,0,609,0,0,0,3876,0,0,0,0,0,1011,0,639,0,1,0,1,0,0,0,0,0,0
"2018-06-23",11534,0,777,0,0,0,0,58,0,0,0,0,1599,0,2045,0,0,0,0,0,1,0,2,1,0
"2018-06-27",44157,0,875,0,0,0,1606,0,0,0,0,0,25472,0,785,1,1,0,0,1,0,0,0,0,1
"2018-06-29",51723,0,866,0,0,0,535,0,0,0,0,0,75889,0,339,1,0,1,0,0,0,0,1,1,1
"2018-06-30",55885,0,849,0,0,0,393,0,0,0,0,0,89086,0,317,1,2,0,1,0,0,0,0,1,0
"2018-07-05",57945,0,737,0,236,0,0,1748,0,0,0,0,19509,0,7433,0,1,0,1,2,1,1,0,0,1
"2018-07-07",64685,0,1162,0,83,0,0,741,0,0,0,0,37085,0,9047,1,0,1,1,4,1,1,0,0,2
"2018-07-08",26405,0,209,0,0,0,173,0,0,0,0,0,962,0,24,0,0,0,0,0,0,0,0,1,0
"2018-07-09",38984,0,518,0,0,0,847,0,0,0,0,0,1326,0,29,1,0,0,0,0,0,0,0,0,0
"2018-07-10",339679,0,3612,0,0,0,15511,0,0,0,0,0,22411,0,1502,0,2,0,0,1,2,1,1,2,2
"2018-07-11",346441,0,3642,0,0,0,15852,0,0,0,0,0,22433,0,1369,2,3,1,0,1,0,1,2,0,1
"2018-07-12",432237,0,4779,0,234,0,16911,1966,0,0,0,0,90344,0,22965,4,2,1,0,2,2,0,6,3,3
"2018-07-13",93632,0,1174,0,0,0,2508,0,0,0,0,0,6668,0,177,0,0,0,2,0,0,1,0,0,0
"2018-07-14",100915,0,1313,0,61,0,838,475,0,0,0,0,29730,0,8487,1,1,0,4,1,3,1,1,0,2
"2018-07-15",35698,0,495,0,0,0,262,0,0,0,0,0,3687,0,121,0,0,1,0,0,1,0,0,0,0
"2018-07-16",43845,0,652,0,0,0,1612,0,0,0,0,0,4341,0,168,0,0,0,0,0,0,0,0,0,2
"2018-07-17",34009,0,627,0,0,0,1304,0,0,0,0,0,5743,0,121,0,0,0,1,0,0,0,0,0,1
"2018-07-18",21661,0,291,0,0,0,967,0,0,0,0,0,5770,0,140,0,1,0,0,0,0,0,0,0,0
"2018-07-19",93064,0,1907,0,201,0,934,2452,0,0,0,0,101882,0,7538,1,1,3,1,1,0,0,1,1,0
"2018-07-26",14199,0,250,0,25,0,0,385,0,0,0,0,24007,0,3314,1,0,0,0,0,0,0,0,0,0
"2018-07-28",67330,0,1711,0,58,0,0,697,0,0,0,0,185130,0,8411,2,0,1,0,0,1,0,4,1,0
"2018-08-07",203627,0,3864,0,138,0,5173,615,0,0,0,0,33808,0,2206,0,2,1,0,2,1,2,0,1,1
"2018-08-08",189299,0,3789,0,0,0,5295,0,0,0,0,0,24002,0,1770,1,0,1,0,1,2,0,2,1,1
"2018-08-09",198221,0,3779,0,0,0,5371,0,0,0,0,0,25531,0,2221,0,3,3,1,0,0,2,0,0,0
"2018-08-10",23562,0,173,0,0,0,331,0,0,0,0,0,587,0,1636,0,0,0,0,0,0,0,0,1,0
"2018-08-11",17587,0,73,0,0,0,94,0,0,0,0,0,500,0,1517,0,0,0,0,1,0,0,0,0,0
"2018-08-12",16128,0,51,0,0,0,68,0,0,0,0,0,465,0,1309,0,0,0,0,1,0,0,0,0,0
"2018-08-13",20924,0,117,0,0,0,312,0,0,0,0,0,651,0,1608,0,0,0,0,0,1,0,0,0,0
"2018-08-14",92734,0,2761,0,0,0,3988,0,0,0,0,0,4847,0,350,0,0,0,0,1,1,1,1,0,0
"2018-08-15",104231,0,2880,0,0,0,4567,0,0,0,0,0,6594,0,340,0,0,0,0,0,2,0,0,0,3
"2018-08-16",112414,0,2901,0,0,0,4527,0,0,0,0,0,6278,0,2052,2,0,0,0,0,1,2,0,1,0
"2018-08-19",14132,0,283,0,0,0,61,0,0,0,0,0,732,0,53,0,1,0,0,0,0,0,0,0,0
"2018-08-20",18410,0,441,0,0,0,324,0,0,0,0,0,986,0,43,0,0,0,0,0,0,0,0,1,0
"2018-08-21",141938,0,1490,0,0,0,8368,0,0,0,0,0,5038,0,1411,0,0,1,0,0,1,1,0,2,1
"2018-08-22",142704,0,1561,0,0,0,8713,0,0,0,0,0,5087,0,764,1,0,1,0,0,1,1,1,0,1
"2018-08-23",150646,0,1547,0,0,0,9046,0,0,0,0,0,5847,0,1374,0,1,0,0,1,1,2,1,0,0
"2018-08-24",20653,0,458,0,0,0,308,0,0,0,0,0,987,0,53,0,0,0,0,1,0,0,0,0,0
"2018-08-25",24448,0,350,0,0,0,370,0,0,0,0,0,798,0,39,0,2,0,0,0,0,0,0,0,0
"2018-08-26",7527,0,7,0,0,0,195,0,0,0,0,0,35,0,3,0,0,0,1,0,0,0,0,0,0
"2018-08-27",16549,0,86,0,0,0,1882,0,0,0,0,0,77,0,4,0,1,0,0,0,0,0,0,0,0
"2018-08-28",18079,0,107,0,0,0,1947,0,0,0,0,0,54,0,4,0,0,0,1,0,0,0,0,0,0
