"Date","NB_Accidents","NB_VEH_IMPLIQUES_ACCDN","NB_MORTS","NB_BLESSES_GRAVES","NB_BLESSES_LEGERS","NB_VICTIMES_TOTAL","nb_automobile_camion_leger","nb_camionLourd_tractRoutier","nb_outil_equipement","nb_tous_autobus_minibus","nb_bicyclette","nb_cyclomoteur","nb_motocyclette","nb_taxi","nb_urgence","nb_motoneige","nb_VHR","nb_autres_types","nb_veh_non_precise","NB_DECES_PIETON","NB_BLESSES_PIETON","NB_VICTIMES_PIETON","NB_DECES_MOTO","NB_BLESSES_MOTO","NB_VICTIMES_MOTO","NB_DECES_VELO","NB_BLESSES_VELO","NB_VICTIMES_VELO","SeverityDeadly","SeverityLight Injury","SeverityMaterial High","SeverityMaterial Low","SeveritySevere Injury","as.factor(Accident_Type)31","as.factor(Accident_Type)32","as.factor(Accident_Type)33","as.factor(Accident_Type)34","as.factor(Accident_Type)35","as.factor(Accident_Type)36","as.factor(Accident_Type)37","as.factor(Accident_Type)38","as.factor(Accident_Type)39","as.factor(Accident_Type)40","as.factor(Accident_Type)41","as.factor(Accident_Type)42","as.factor(Accident_Type)43","as.factor(Accident_Type)44","as.factor(Accident_Type)45","as.factor(Accident_Type)46","as.factor(Accident_Type)47","as.factor(Accident_Type)48","as.factor(Accident_Type)49","as.factor(Accident_Type)50","as.factor(Accident_Type)51","as.factor(Accident_Type)52","as.factor(Accident_Type)53","as.factor(Accident_Type)54","as.factor(Accident_Type)55","as.factor(Accident_Type)59","as.factor(Accident_Type)71","as.factor(Accident_Type)72","as.factor(Accident_Type)73","as.factor(Accident_Type)74","as.factor(Accident_Type)75","as.factor(Accident_Type)99","Accident_CategoryFixed Object","Accident_CategoryMoving Object","Accident_CategoryNo Collision","Auth_Speed10","Auth_Speed100","Auth_Speed20","Auth_Speed30","Auth_Speed40","Auth_Speed50","Auth_Speed60","Auth_Speed70","Auth_Speed80","Auth_Speed90","Surface_CondDry","Surface_CondHard snow","Surface_CondIce","Surface_CondMud","Surface_CondOil","Surface_CondSand or gravel","Surface_CondSlush","Surface_CondSnow","Surface_CondWater accumulation","Surface_CondWet","IlluminationDay and clear","IlluminationDay and semi-dark","IlluminationNight and dark","IlluminationNight and lighted","EnvironmentCommercial","EnvironmentForest","EnvironmentIndustrial","EnvironmentPark","EnvironmentResidential","EnvironmentRural","EnvironmentSchool area","WeatherBlack Ice","WeatherClear Sky","WeatherCloudy","WeatherDrizzle","WeatherFoggy","WeatherHeavy Rain","WeatherSnow","WeatherSnowstorms","WeatherStrong Wind","Temp","Rel.Hum","Wind.Spd","Dew.Point.Temp","Stn_Press","Wind.Dir","weekdays","days","cluster_id_0","cluster_id_1","cluster_id_2","cluster_id_3","cluster_id_4","cluster_id_5"
2015-11-30,76,143,0,0,27,27,110,10,0,6,0,0,1,7,4,0,0,0,5,0,7,7,0,1,1,0,0,0,0,24,29,23,0,58,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,5,66,3,0,0,1,4,15,34,1,0,0,0,73,0,0,0,0,0,0,0,0,2,47,3,1,24,33,0,5,0,31,0,5,0,59,16,0,0,0,0,0,0,-402.8,5782.33333333333,373.666666666667,-671.966666666667,7767.77,1168.5,0,0,4,6,22,17,6,21
2015-12-01,88,161,0,1,35,36,132,13,0,1,2,0,0,5,2,0,0,1,5,0,18,18,0,0,0,0,2,2,0,29,21,37,1,56,21,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,79,3,1,0,1,1,13,44,0,0,0,0,34,0,1,0,0,0,0,0,0,51,36,11,1,39,54,0,4,0,28,0,1,3,31,6,44,0,0,1,0,0,-72.9666666666667,7645,465.666666666667,-244.566666666667,8915.72,1056,0,88,10,5,23,13,15,22
2015-12-02,81,158,0,0,19,19,135,5,1,1,2,0,0,7,0,0,0,2,5,0,7,7,0,0,0,0,2,2,0,19,30,32,0,61,10,2,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,76,0,1,0,0,2,13,40,0,0,0,0,13,0,0,0,0,0,0,0,0,65,29,7,0,42,48,0,3,2,23,0,2,1,11,16,47,1,1,0,0,0,353.7,7968.375,351,332.775,8093.82375,1562.625,0,162,10,8,20,13,7,23
2015-12-03,64,116,0,0,16,16,96,8,0,1,1,0,0,2,2,0,0,1,5,0,8,8,0,0,0,0,1,1,0,15,25,24,0,46,9,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,58,1,1,0,0,0,9,30,1,0,0,0,25,0,0,0,0,0,0,0,0,36,33,8,0,22,34,0,4,0,23,0,1,0,23,24,13,1,0,0,0,0,205.066666666667,5768,352,109.333333333333,6403.44,1757.33333333333,0,192,4,5,14,15,9,17
2015-12-04,61,112,0,1,17,18,91,5,1,1,2,0,0,5,3,0,0,0,4,0,4,4,0,0,0,0,2,2,0,11,24,25,1,43,4,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,51,3,1,0,0,0,10,29,2,1,0,0,48,0,0,0,0,0,0,0,0,10,26,7,0,27,30,0,2,1,24,0,1,0,30,25,1,0,0,1,0,0,203.841666666667,4966.41666666667,312.625,25.4166666666667,6200.21791666667,1265.75,0,244,6,5,16,10,8,16
2015-12-05,42,92,0,1,8,9,77,3,0,1,1,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,6,17,18,1,39,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,1,10,19,0,0,0,0,39,0,0,0,0,1,0,0,0,0,15,2,0,22,20,0,0,0,21,0,0,0,32,8,0,0,0,0,0,0,216.825,3302.25,262.5,72.625,4310.8975,822.5,42,210,4,2,12,5,6,13
2015-12-06,39,75,0,0,10,10,62,2,0,0,1,0,0,5,0,0,0,0,5,0,2,2,0,0,0,0,1,1,0,10,20,9,0,29,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,33,0,0,0,1,1,6,20,0,0,0,0,35,0,0,0,0,0,0,0,0,1,19,1,0,16,19,0,1,1,15,0,0,0,31,3,0,0,0,0,0,0,135.2,3472.625,300.625,70.525,3973.3525,755.625,39,234,6,2,6,9,6,10
2015-12-07,57,115,0,0,15,15,99,5,2,0,1,0,0,1,1,0,0,0,6,0,3,3,0,0,0,0,0,0,0,11,19,27,0,47,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,55,1,2,0,0,0,9,24,0,1,0,0,52,0,0,0,0,0,0,0,0,0,28,8,0,18,33,0,1,0,22,0,1,0,37,18,0,0,0,0,0,0,159.3625,4963.75,332.5,44.175,5767.3075,1351.375,0,0,1,2,19,11,11,13
2015-12-08,60,117,0,0,18,18,96,6,0,4,1,0,0,3,4,0,0,0,3,0,1,1,0,0,0,0,1,1,0,15,28,17,0,55,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,57,1,0,0,0,0,10,33,1,0,0,0,60,0,0,0,0,0,0,0,0,0,37,5,0,17,33,0,4,1,20,0,1,0,45,15,0,0,0,0,0,0,98.75,4467.5,395,-145.75,6071.7,237.5,0,60,8,7,13,8,7,17
2015-12-09,50,96,0,0,10,10,71,4,0,0,4,1,1,4,3,0,0,0,8,0,2,2,0,0,0,0,3,3,0,10,17,23,0,33,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,6,40,1,0,0,0,2,6,19,0,0,0,0,45,0,0,0,0,0,0,0,0,3,24,4,0,19,25,0,2,0,19,0,2,0,39,7,1,0,0,0,0,0,196.875,4000,314.583333333333,36.875,5033.1875,950,0,100,6,3,15,4,6,16
2015-12-10,65,133,0,2,18,20,102,4,0,2,2,0,1,5,4,0,0,0,13,0,8,8,0,1,1,0,1,1,0,15,27,21,2,53,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,2,7,36,0,0,0,0,44,0,0,0,0,0,0,0,0,15,26,10,0,24,34,0,2,1,27,0,0,0,34,15,10,0,1,0,0,0,510.791666666667,5376.04166666667,368.333333333333,327.708333333333,6511.375,1248.54166666667,0,195,8,3,22,9,7,16
2015-12-11,61,120,0,1,23,24,91,7,0,1,4,0,1,6,3,0,0,0,7,0,6,6,0,1,1,0,4,4,0,21,20,19,1,46,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,56,1,0,0,0,0,8,34,0,0,0,0,53,0,0,0,0,0,0,0,0,6,37,7,0,17,40,0,3,1,15,0,2,0,45,11,2,0,0,0,0,1,606.441666666667,4341.16666666667,388.875,286.7,6087.9525,1235.25,0,244,10,4,24,6,6,11
2015-12-12,40,74,0,0,21,21,67,2,0,1,0,0,0,1,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,16,16,8,0,32,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,35,0,1,0,0,1,6,18,0,0,0,0,38,0,0,0,0,0,0,1,0,0,19,3,0,16,17,0,2,0,18,0,1,0,32,6,0,0,0,0,1,0,302.166666666667,2921.66666666667,223.333333333333,121,4035.95,836.666666666667,40,200,6,4,13,2,5,10
2015-12-13,47,96,0,1,13,14,82,0,1,0,1,0,0,2,1,0,0,0,9,0,5,5,0,0,0,0,1,1,0,10,24,12,1,35,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,1,5,21,1,0,0,0,30,0,0,0,0,0,0,0,0,15,21,1,0,24,29,0,2,0,15,0,0,0,26,4,13,0,1,0,0,0,99.875,3542.625,344.666666666667,-86.3625,4768.93333333333,295.708333333333,47,282,5,4,11,5,6,16
2015-12-14,48,92,0,0,19,19,74,5,0,3,2,0,0,3,2,0,0,0,3,0,2,2,0,0,0,0,2,2,0,17,18,13,0,35,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,5,42,1,0,0,0,2,6,27,1,1,0,0,18,0,0,0,0,0,0,0,0,26,24,6,0,16,21,0,2,0,22,0,2,0,10,17,16,1,0,0,0,0,103.6,4776,542,99.2,4791.32,270,0,0,5,4,14,8,6,11
2015-12-15,63,121,0,1,21,22,95,9,0,2,1,0,0,4,4,0,0,1,5,0,6,6,0,0,0,0,1,1,0,16,23,23,1,50,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,57,1,1,0,0,0,8,35,0,0,0,0,9,0,0,0,0,0,0,0,0,52,33,6,0,22,31,0,4,0,28,0,0,0,17,11,33,0,0,0,0,0,203.791304347826,6091.82608695652,479.347826086957,174.208695652174,6237.54782608696,558.782608695652,0,63,5,7,13,7,14,17
2015-12-16,48,89,0,1,11,12,73,4,0,2,1,0,0,2,1,0,0,0,6,0,6,6,0,0,0,0,1,1,0,11,20,16,1,33,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,42,3,0,0,0,1,5,31,0,0,0,0,43,0,0,0,0,0,0,0,0,3,26,7,0,15,25,0,1,0,20,0,0,0,30,17,1,0,0,0,0,0,39.8,3864,300,-104.2,4851.26,274,0,96,3,2,20,7,7,9
2015-12-17,83,151,0,2,32,34,134,4,0,1,6,0,0,1,1,0,0,1,3,0,18,18,0,0,0,0,6,6,0,29,29,23,2,55,20,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,0,3,12,39,0,0,0,1,11,0,0,0,0,0,0,0,0,70,26,9,1,46,40,0,4,0,34,0,1,0,15,3,58,2,3,0,0,0,439.208333333333,7753.58333333333,435.75,357.9375,8297.64833333333,1367.69565217391,0,249,6,5,28,16,9,19
2015-12-18,47,92,0,0,18,18,78,4,0,4,1,0,0,2,2,0,0,0,1,0,4,4,0,0,0,0,1,1,0,14,16,17,0,35,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,42,0,0,0,0,0,11,17,0,0,0,0,37,0,0,0,0,0,0,0,0,10,18,5,0,22,20,0,2,0,21,0,1,0,28,17,2,0,0,0,0,0,173.704166666667,3585.70833333333,188,-9.20416666666667,4685.64541666667,1108.41666666667,0,188,1,2,9,13,10,12
2015-12-19,46,93,0,4,9,13,82,1,0,1,0,0,0,2,3,0,0,0,4,0,5,5,0,0,0,0,0,0,0,8,20,16,2,34,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,39,0,1,0,0,0,2,25,0,0,0,0,40,1,1,0,0,0,0,0,0,2,17,3,0,25,24,0,1,1,17,1,1,0,32,10,0,0,0,1,0,1,-28.75,3030.25,283.666666666667,-290.375,4602.0125,939.166666666667,46,230,3,3,14,9,6,11
2015-12-20,33,63,0,1,4,5,57,0,0,0,0,0,0,1,2,0,0,0,3,0,3,3,0,0,0,0,0,0,0,4,16,12,1,26,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,1,8,9,1,0,0,0,28,0,0,0,0,0,0,0,0,2,15,1,0,16,16,0,1,1,15,0,0,0,28,3,0,0,0,0,0,0,-110.825,2076.25,166.375,-311.575,3357.81875,617.375,33,198,4,1,12,7,5,4
2015-12-21,52,93,0,1,24,25,78,5,0,2,1,0,0,1,2,0,0,0,4,0,11,11,0,0,0,0,1,1,0,19,13,19,1,31,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,44,3,0,0,0,2,7,26,0,1,0,0,6,0,0,0,0,0,1,1,0,44,16,3,0,33,24,0,2,0,25,0,1,0,4,10,33,0,3,1,0,0,100.966666666667,4333.33333333333,318.5,-36.1833333333333,5233.06333333333,1024.83333333333,0,0,7,4,15,9,7,10
2015-12-22,46,82,0,1,15,16,68,6,0,1,1,0,0,1,3,0,0,0,2,0,8,8,0,0,0,0,1,1,0,13,13,19,1,34,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,1,2,6,18,0,0,0,0,6,0,0,0,0,0,0,0,0,39,16,6,0,23,24,0,1,0,19,0,1,0,9,8,26,1,0,0,0,0,127.841666666667,4592.33333333333,212.75,127.075,4616.5025,368,0,46,2,2,14,6,8,14
2015-12-23,39,73,0,0,16,16,58,4,0,0,0,0,0,2,4,0,0,0,5,0,7,7,0,0,0,0,0,0,0,14,14,11,0,25,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,33,0,0,0,0,2,5,20,0,0,0,0,11,0,0,0,0,0,0,0,0,26,16,3,1,18,25,0,0,0,13,0,0,0,10,8,12,6,1,0,0,0,140.8875,3890.25,214.5,139.5875,3935.66875,359.478260869565,0,78,1,2,13,9,3,11
2015-12-24,52,102,0,1,15,16,93,0,0,2,0,0,0,2,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,9,25,17,1,39,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,47,0,0,0,0,0,8,23,0,1,0,0,42,0,0,0,0,0,0,0,0,9,30,2,0,19,24,0,2,0,22,0,1,0,36,3,3,0,1,0,0,8,607.533333333333,3785.16666666667,489.666666666667,322.4,5193.045,998.833333333333,0,156,8,7,9,9,6,13
2015-12-25,17,31,0,0,10,10,27,0,0,0,1,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,1,1,0,6,4,7,0,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,3,7,0,0,0,0,16,0,0,0,0,0,0,1,0,0,9,1,0,7,6,0,0,0,9,1,0,0,16,0,0,0,0,1,0,0,107.241666666667,1181.5,85.7083333333333,19.125,1720.995,335.041666666667,0,68,0,1,2,4,4,6
2015-12-26,35,67,0,0,12,12,56,0,0,0,0,0,0,3,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,11,13,11,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,32,1,0,0,0,0,6,15,1,0,0,0,32,0,0,0,0,0,1,0,0,0,15,0,0,17,19,0,3,0,12,0,0,0,31,2,0,0,0,0,0,0,79.0416666666667,2365.41666666667,161.875,-109.666666666667,3579.74166666667,665,35,175,1,3,9,6,6,10
2015-12-27,52,95,0,0,7,7,74,4,2,0,0,0,0,4,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,6,29,17,0,37,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,12,37,0,0,0,0,3,5,20,1,0,0,0,7,0,5,0,0,0,11,24,0,3,19,4,1,25,21,0,3,1,22,0,0,1,15,7,0,0,0,25,0,0,-45.7166666666667,4710.33333333333,377,-120.466666666667,5241.665,257.833333333333,52,312,3,5,12,8,9,15
2015-12-28,31,58,0,0,12,12,47,1,3,0,0,0,0,1,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,9,10,12,0,22,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,6,10,1,0,0,0,9,3,9,0,0,0,0,5,0,3,19,2,0,9,18,0,1,0,9,0,2,1,22,4,0,0,0,1,1,0,-288.041666666667,2093.79166666667,306.125,-440.2,3181.38791666667,275.125,0,0,2,5,4,6,6,8
2015-12-29,71,130,0,0,4,4,82,11,10,2,0,0,0,3,6,0,0,1,15,0,0,0,0,0,0,0,0,0,0,4,33,34,0,53,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,10,53,1,0,0,0,1,15,27,0,0,0,0,1,1,2,0,0,0,2,64,0,0,28,10,0,32,27,0,1,0,41,0,0,0,3,4,0,0,0,41,22,0,-687.220833333333,6588.20833333333,831.291666666667,-758.8125,7210.84875,239.625,0,71,5,4,16,12,12,22
2015-12-30,68,129,0,0,15,15,99,6,4,1,0,0,0,1,1,0,0,0,17,0,3,3,0,0,0,0,0,0,0,12,23,33,0,53,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0,1,9,24,2,0,0,0,2,0,2,0,0,0,1,58,0,2,33,7,0,23,31,0,4,0,30,0,0,0,18,16,0,0,0,26,3,0,-486.766666666667,6579,501.5,-516.516666666667,6891.34666666667,238,0,136,3,0,11,13,13,28
2015-12-31,63,128,0,0,8,8,101,9,1,0,0,0,0,7,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,24,31,0,54,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,57,1,1,0,0,1,9,25,1,0,0,0,3,4,0,0,0,0,7,33,0,11,27,5,1,28,27,0,3,0,31,0,0,0,30,25,0,0,0,3,0,0,-132.0375,5922,336,-187.1625,6339.55875,1199.625,0,189,10,4,17,11,5,16
2016-01-01,31,55,0,0,3,3,43,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,14,14,0,22,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,0,3,14,1,0,0,0,3,0,1,0,0,0,7,13,1,5,9,3,1,17,13,0,1,1,16,0,0,0,11,12,0,0,0,6,0,0,-45.8541666666667,2713.79166666667,160.166666666667,-101.9125,3105.48958333333,612.25,0,124,5,1,8,1,4,12
2016-01-02,45,97,0,0,13,13,80,3,1,0,0,0,0,1,0,0,0,1,11,0,4,4,0,0,0,0,0,0,0,7,20,18,0,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,3,3,16,0,0,0,0,0,2,1,0,0,0,4,19,0,19,22,0,0,19,16,0,0,0,29,0,0,0,19,15,0,1,0,8,0,0,-68.625,3590.625,326.25,-205.5,4500.8625,896.25,45,225,5,5,7,11,3,14
2016-01-03,101,200,0,0,14,14,161,11,7,1,0,0,0,2,4,0,0,1,13,0,0,0,0,0,0,0,0,0,0,12,54,35,0,72,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,1,0,1,1,0,4,0,0,0,1,0,0,0,0,0,1,16,72,1,0,0,0,4,9,51,0,0,0,0,0,5,21,0,0,0,10,53,0,6,19,11,0,67,36,0,7,0,51,0,2,0,16,16,0,0,0,58,1,1,-246.608333333333,9519.25,837.458333333333,-330.354166666667,10069.1529166667,1510.79166666667,101,606,11,6,18,10,14,42
2016-01-04,138,283,0,0,35,35,238,8,5,1,0,0,0,5,7,0,0,2,17,0,4,4,0,0,0,0,0,0,0,29,69,40,0,110,5,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,16,115,1,2,0,0,3,20,66,0,0,0,0,5,6,94,0,0,0,0,23,0,6,92,4,1,31,58,0,2,0,73,0,0,1,104,11,0,0,0,11,1,0,-2182.125,9182.75,1592.75,-2847.975,14034.5425,1546.75,0,0,9,3,28,17,19,62
2016-01-05,80,159,1,0,16,17,122,7,3,5,1,0,0,3,2,0,0,1,15,1,2,3,0,0,0,0,0,0,1,16,34,29,0,66,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,73,0,0,0,0,1,12,32,0,0,0,0,10,12,30,0,0,0,1,12,0,9,54,4,0,17,41,0,4,1,31,0,1,0,64,8,0,0,0,3,0,0,-1146.33333333333,6230,533.333333333333,-1388,8204.1,1800,0,80,12,8,19,12,8,21
2016-01-06,62,113,0,1,14,15,91,6,2,0,0,0,0,1,2,0,0,0,11,0,4,4,0,0,0,0,0,0,0,12,25,24,1,49,4,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,6,54,2,0,0,0,1,8,33,0,1,0,0,7,4,6,0,0,0,3,13,0,24,32,4,0,22,28,0,2,0,31,0,0,0,47,8,0,0,0,3,0,0,-329.116666666667,4730.08333333333,328.083333333333,-553.608333333333,6314.4675,1330.41666666667,0,124,6,12,10,11,8,15
2016-01-07,52,95,1,4,8,13,73,6,1,6,1,0,0,2,2,0,0,0,4,1,4,5,0,0,0,0,1,1,1,6,21,21,3,39,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,45,1,1,0,0,3,12,19,1,0,0,0,11,0,0,0,0,0,1,14,0,26,30,4,0,17,25,0,3,1,20,0,2,0,40,10,0,0,0,2,0,0,-96.85,3702.83333333333,244.833333333333,-336.916666666667,5285.58333333333,1209,0,156,3,6,17,8,5,13
2016-01-08,47,92,0,2,9,11,75,5,1,1,1,0,0,2,1,0,0,0,6,0,2,2,0,0,0,0,0,0,0,7,25,13,2,35,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,38,0,0,0,0,0,7,21,1,0,0,0,13,1,7,0,0,0,4,5,0,14,28,4,0,13,18,0,3,1,21,0,1,0,34,8,0,0,0,1,0,0,-129.054166666667,3906.875,313.333333333333,-248.120833333333,4767.42541666667,744.166666666667,0,188,5,1,14,5,7,15
2016-01-09,45,86,0,0,13,13,68,1,2,1,1,0,0,2,1,0,0,0,10,0,3,3,0,0,0,0,0,0,0,8,23,14,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,1,0,3,25,0,0,0,0,2,1,3,0,0,0,3,2,0,31,17,7,0,19,23,0,2,0,19,1,0,0,11,9,21,0,0,1,0,0,143.8125,3765,328.125,31.3125,4540.51875,860.625,45,225,2,2,11,10,5,15
2016-01-10,43,85,0,0,11,11,77,0,1,1,0,0,0,3,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,11,20,12,0,29,5,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7,34,0,0,0,0,2,4,21,1,0,0,0,6,0,0,0,0,0,0,2,0,35,13,3,1,26,24,0,2,0,17,0,0,0,13,15,12,0,2,0,0,1,211.954166666667,3699.79166666667,288.458333333333,118.608333333333,4267.32,722.041666666667,43,258,4,3,15,6,7,8
2016-01-11,57,113,0,1,22,23,100,7,1,1,0,0,0,0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,18,20,18,1,44,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,53,0,1,0,0,1,4,28,1,0,0,0,42,0,2,0,0,0,2,4,0,3,29,3,1,19,28,0,5,0,21,0,1,0,47,3,1,0,0,1,0,2,-399,3503.125,456,-753.1125,5677.84125,1270.625,0,0,7,3,15,9,12,11
2016-01-12,79,152,0,2,17,19,128,8,4,1,1,0,0,0,3,0,0,0,7,0,4,4,0,0,0,0,1,1,0,13,33,31,2,62,3,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,7,67,2,0,0,0,3,11,37,3,0,0,0,11,0,2,0,0,0,3,55,1,2,36,5,0,34,34,0,5,0,37,0,0,0,17,5,0,0,0,45,7,0,-547.404166666667,6583.33333333333,434.5,-741.941666666667,7894.10791666667,1435.16666666667,0,79,5,4,20,11,15,24
2016-01-13,83,153,0,1,21,22,116,9,5,4,0,0,0,4,6,0,0,0,9,0,4,4,0,0,0,0,0,0,0,16,38,28,1,64,4,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,1,1,10,69,2,0,0,0,2,16,34,2,0,0,0,3,6,4,0,0,1,7,47,0,12,51,4,1,24,29,0,6,1,41,0,4,0,61,7,0,0,0,9,1,1,-802.333333333333,6207.70833333333,577.541666666667,-1107.0125,8276.27583333333,1698.04166666667,0,166,8,4,19,16,22,14
2016-01-14,51,96,0,0,14,14,73,5,1,1,0,0,0,3,6,0,0,0,7,0,3,3,0,0,0,0,0,0,0,9,20,22,0,40,3,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,44,1,0,0,0,1,6,21,0,0,0,0,4,1,3,0,0,0,3,24,0,12,21,2,0,24,21,0,2,0,24,0,1,0,28,11,0,0,0,9,0,0,-579.7,4466.75,204,-664.7,5107.14,1005.125,0,153,6,3,10,4,11,17
