"Date","NB_Accidents","NB_VEH_IMPLIQUES_ACCDN","NB_MORTS","NB_BLESSES_GRAVES","NB_BLESSES_LEGERS","NB_VICTIMES_TOTAL","nb_automobile_camion_leger","nb_camionLourd_tractRoutier","nb_outil_equipement","nb_tous_autobus_minibus","nb_bicyclette","nb_cyclomoteur","nb_motocyclette","nb_taxi","nb_urgence","nb_motoneige","nb_VHR","nb_autres_types","nb_veh_non_precise","NB_DECES_PIETON","NB_BLESSES_PIETON","NB_VICTIMES_PIETON","NB_DECES_MOTO","NB_BLESSES_MOTO","NB_VICTIMES_MOTO","NB_DECES_VELO","NB_BLESSES_VELO","NB_VICTIMES_VELO","SeverityDeadly","SeverityLight Injury","SeverityMaterial High","SeverityMaterial Low","SeveritySevere Injury","as.factor(Accident_Type)31","as.factor(Accident_Type)32","as.factor(Accident_Type)33","as.factor(Accident_Type)34","as.factor(Accident_Type)35","as.factor(Accident_Type)36","as.factor(Accident_Type)37","as.factor(Accident_Type)38","as.factor(Accident_Type)39","as.factor(Accident_Type)40","as.factor(Accident_Type)41","as.factor(Accident_Type)42","as.factor(Accident_Type)43","as.factor(Accident_Type)44","as.factor(Accident_Type)45","as.factor(Accident_Type)46","as.factor(Accident_Type)47","as.factor(Accident_Type)48","as.factor(Accident_Type)49","as.factor(Accident_Type)50","as.factor(Accident_Type)51","as.factor(Accident_Type)52","as.factor(Accident_Type)53","as.factor(Accident_Type)54","as.factor(Accident_Type)55","as.factor(Accident_Type)59","as.factor(Accident_Type)71","as.factor(Accident_Type)72","as.factor(Accident_Type)73","as.factor(Accident_Type)74","as.factor(Accident_Type)75","as.factor(Accident_Type)99","Accident_CategoryFixed Object","Accident_CategoryMoving Object","Accident_CategoryNo Collision","Auth_Speed10","Auth_Speed100","Auth_Speed20","Auth_Speed30","Auth_Speed40","Auth_Speed50","Auth_Speed60","Auth_Speed70","Auth_Speed80","Auth_Speed90","Surface_CondDry","Surface_CondHard snow","Surface_CondIce","Surface_CondMud","Surface_CondOil","Surface_CondSand or gravel","Surface_CondSlush","Surface_CondSnow","Surface_CondWater accumulation","Surface_CondWet","IlluminationDay and clear","IlluminationDay and semi-dark","IlluminationNight and dark","IlluminationNight and lighted","EnvironmentCommercial","EnvironmentForest","EnvironmentIndustrial","EnvironmentPark","EnvironmentResidential","EnvironmentRural","EnvironmentSchool area","WeatherBlack Ice","WeatherClear Sky","WeatherCloudy","WeatherDrizzle","WeatherFoggy","WeatherHeavy Rain","WeatherSnow","WeatherSnowstorms","WeatherStrong Wind","Temp","Rel.Hum","Wind.Spd","Dew.Point.Temp","Stn_Press","Wind.Dir","weekdays","days","cluster_id_0","cluster_id_1","cluster_id_2","cluster_id_3","cluster_id_4","cluster_id_5"
2013-01-25,135,263,0,0,33,33,204,7,1,4,1,0,0,3,7,0,0,0,36,0,11,11,0,0,0,0,1,1,0,28,47,60,0,108,11,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,7,120,2,1,0,0,4,20,52,0,0,0,0,38,12,50,0,0,0,0,7,1,13,80,8,0,31,68,0,2,0,53,0,5,0,100,18,0,0,0,0,0,2,-2350.6875,8550,860.625,-3075.75,13719.31875,3532.5,0,540,13,11,44,27,14,26
2013-01-26,88,173,0,0,16,16,124,0,1,1,0,0,0,7,5,0,0,0,35,0,2,2,0,0,0,0,0,0,0,13,39,36,0,71,2,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,7,76,1,1,0,0,2,7,35,1,0,0,0,36,5,21,0,0,0,0,4,0,10,36,2,1,40,41,0,2,1,37,1,1,0,68,11,0,0,0,0,0,0,-1255.83333333333,5507.33333333333,528,-1754.5,8919.16666666667,2555.66666666667,88,440,8,9,22,9,11,29
2013-01-27,95,186,1,1,17,19,131,1,1,2,0,0,0,7,2,0,0,0,42,1,3,4,0,0,0,0,0,0,1,12,36,45,1,80,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,84,0,0,0,0,2,17,29,0,0,0,0,50,6,16,0,0,0,1,6,0,7,52,3,1,33,38,0,1,0,47,0,2,0,78,1,0,1,0,3,2,0,-1284.47916666667,5648.54166666667,629.375,-1887.72916666667,9712.04791666667,2699.58333333333,95,570,9,9,26,16,11,24
2013-01-28,106,209,0,0,22,22,139,4,1,3,0,0,0,6,5,0,0,0,51,0,2,2,0,0,0,0,0,0,0,17,32,57,0,90,2,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8,92,1,1,0,1,2,8,43,0,0,0,0,14,3,12,1,0,0,3,31,2,19,49,9,0,24,53,0,2,0,41,0,2,0,27,23,1,0,0,28,1,1,-996.841666666667,8117.83333333333,817.083333333333,-1366.95833333333,10753.3908333333,1253.5652173913,0,0,12,10,23,19,14,28
2013-01-29,86,165,0,0,15,15,115,5,1,3,0,0,0,1,2,0,0,0,38,0,3,3,0,0,0,0,0,0,0,15,22,49,0,68,3,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,72,2,0,0,0,3,13,33,0,1,0,0,12,1,7,0,0,0,10,21,0,22,44,3,1,28,37,0,2,0,43,1,2,4,28,28,7,0,0,3,0,0,-519.225,6464.33333333333,553.391304347826,-837.425,8677.32833333333,1013.30434782609,0,86,12,5,19,12,14,24
2013-01-30,103,198,0,0,10,10,129,9,1,1,1,0,0,5,3,0,0,1,48,0,3,3,0,0,0,0,1,1,0,9,42,52,0,80,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,7,85,1,1,0,0,6,10,30,0,0,0,0,3,1,11,0,0,0,2,5,1,64,48,9,1,28,46,0,6,1,37,0,6,3,26,33,21,1,0,1,0,0,609.416666666667,9497.45833333333,828.291666666667,487.9625,10181.035,2085.75,0,206,12,8,33,16,14,20
2013-01-31,119,223,0,0,9,9,156,9,0,4,0,0,0,1,4,0,0,0,49,0,4,4,0,0,0,0,0,0,0,9,40,70,0,89,7,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,3,8,99,3,1,0,0,4,5,45,3,0,0,1,32,3,16,0,0,0,0,3,0,43,62,9,1,31,66,0,5,0,33,0,3,1,25,31,13,0,0,6,4,18,111.066666666667,9019.20833333333,1145.375,-358.4875,11624.5645833333,2618,0,357,12,10,37,24,13,23
2013-02-01,108,214,0,2,22,24,149,8,1,4,0,0,0,6,2,0,0,1,43,0,5,5,0,0,0,0,0,0,0,14,41,51,2,88,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7,91,1,0,0,0,0,13,46,0,0,0,0,70,1,4,0,0,0,1,7,0,9,68,5,0,24,48,0,2,1,46,1,2,0,78,10,1,1,0,3,0,0,-1416.15,6615,648,-2055.6,10812.87,2893.5,0,432,14,8,25,18,16,27
2013-02-02,89,180,0,0,16,16,133,1,0,0,0,0,0,2,1,0,0,0,43,0,3,3,0,0,0,0,0,0,0,12,33,44,0,79,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,82,0,4,0,0,1,16,26,0,0,0,0,31,0,4,0,0,0,3,26,0,15,37,9,1,35,42,0,3,0,42,0,0,0,40,20,0,0,0,18,0,0,-1297.54583333333,6715.79166666667,585.916666666667,-1606.07916666667,8995.08166666667,1253.41666666667,89,445,6,9,25,13,14,22
2013-02-03,63,127,0,1,11,12,95,0,0,1,0,0,0,2,4,0,0,0,25,0,1,1,0,0,0,0,0,0,0,7,23,32,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,6,48,1,0,0,1,1,9,24,0,0,0,0,11,6,1,0,0,0,1,13,0,24,33,4,0,19,25,0,2,0,30,0,1,0,38,10,0,1,0,5,0,0,-756.2625,5318.25,553.875,-890.1375,6329.61,391.125,63,378,4,8,15,9,7,20
2013-02-04,90,169,0,0,23,23,119,5,1,2,1,0,0,2,3,0,0,0,36,0,7,7,0,0,0,0,0,0,0,19,34,37,0,68,9,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,7,78,2,0,0,0,0,12,36,2,0,0,0,28,2,6,0,0,0,1,16,0,25,44,7,2,25,39,0,5,0,35,2,3,0,59,13,0,0,0,4,0,0,-984.375,6540,652.5,-1360.875,8998.3875,2340,0,0,9,6,21,19,14,21
2013-02-05,102,211,0,0,18,18,149,4,0,2,1,0,0,2,6,0,0,1,46,0,2,2,0,0,0,0,0,0,0,13,38,51,0,88,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,92,1,1,0,0,1,18,32,2,0,0,0,59,3,3,0,0,0,3,4,0,8,67,7,0,13,43,0,2,0,51,0,2,0,80,5,0,0,0,0,0,0,-1371.475,5516.5,548.25,-2128.825,10262.0925,2214.25,0,102,10,15,26,11,12,28
2013-02-06,94,176,1,1,18,20,124,8,0,1,0,0,0,4,5,0,0,0,34,1,8,9,0,0,0,0,0,0,1,14,28,50,1,73,11,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,85,1,2,0,1,2,7,41,0,0,0,0,38,3,4,0,0,0,2,6,0,28,65,1,0,17,50,0,5,0,27,0,6,0,70,5,0,0,0,5,0,0,-881.25,5166.08333333333,532.666666666667,-1611.70833333333,9478.99916666667,2165.91666666667,0,188,10,13,25,12,6,28
2013-02-07,97,196,1,1,21,23,148,5,0,0,0,0,0,2,1,0,0,0,40,0,8,8,0,0,0,0,0,0,1,17,33,45,1,78,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,0,0,0,0,2,7,25,0,0,0,0,64,1,2,0,0,1,1,3,0,7,56,6,0,22,46,0,3,2,34,0,2,0,73,8,0,0,0,0,0,0,-1741.55416666667,5387.54166666667,844.708333333333,-2400.75,9946.74375,844.708333333333,0,291,12,14,13,21,16,21
2013-02-08,171,334,0,1,7,8,227,16,6,3,0,0,0,4,6,0,0,1,71,0,5,5,0,0,0,0,0,0,0,7,73,90,1,130,5,0,0,0,0,0,0,0,5,0,1,2,0,0,0,2,0,1,0,2,1,1,0,0,3,1,0,0,0,0,0,18,135,1,1,0,0,3,26,69,2,0,0,0,4,5,5,0,0,0,1,131,0,7,86,11,0,46,72,0,8,1,71,2,4,0,21,10,0,0,0,83,33,1,-2466.675,14485.125,2679,-2820.7875,17375.38125,320.625,0,684,20,18,49,26,21,37
2013-02-09,115,230,0,1,14,15,164,4,4,2,0,0,0,4,2,0,0,0,50,0,3,3,0,0,0,0,0,0,0,8,53,53,1,90,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,9,92,0,0,0,0,5,13,40,0,0,0,0,12,1,3,0,0,0,1,64,0,17,50,2,0,47,48,0,2,0,54,0,1,0,68,15,0,0,0,9,3,1,-1228.10416666667,6904.79166666667,1360.83333333333,-1986.625,11679.1604166667,1197.91666666667,115,575,15,12,21,25,17,25
2013-02-10,79,151,0,0,11,11,109,2,2,1,0,0,0,1,2,0,0,1,33,0,2,2,0,0,0,0,0,0,0,6,34,39,0,66,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,67,1,0,0,0,1,16,28,1,1,0,0,11,1,3,0,0,0,2,28,0,26,36,6,2,23,32,0,0,0,42,0,0,0,58,10,1,0,0,1,0,0,-746.220833333333,4180.41666666667,319.291666666667,-1376.575,8055.86041666667,1527.33333333333,79,474,11,5,21,14,11,17
2013-02-11,89,175,0,0,9,9,110,8,4,0,0,0,0,2,1,0,0,2,48,0,2,2,0,0,0,0,0,0,0,8,33,48,0,69,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,72,0,0,0,0,4,14,28,0,0,0,0,8,1,2,0,0,0,7,36,1,22,48,4,1,19,44,0,3,0,37,0,1,0,28,21,6,0,0,16,1,0,-330.041666666667,6875.25,574.791666666667,-649.329166666667,8901.85416666666,1297.91666666667,0,0,10,8,19,15,17,20
2013-02-12,109,214,0,0,10,10,140,10,2,1,0,0,0,1,1,0,0,2,57,0,4,4,0,0,0,0,0,0,0,9,33,67,0,89,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,3,96,2,0,0,0,4,10,37,1,0,0,0,12,0,1,0,0,0,6,16,0,53,57,6,0,25,43,0,5,1,43,0,6,0,37,39,1,1,0,7,0,0,148.5125,9314.95833333333,749.375,-90.8333333333333,10842.0029166667,2338.95833333333,0,109,16,6,29,18,14,26
2013-02-13,88,171,0,0,17,17,111,7,4,1,0,0,0,4,6,0,0,0,38,0,3,3,0,0,0,0,0,0,0,12,22,54,0,67,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,4,71,3,1,0,0,2,15,36,0,1,0,0,25,1,0,0,0,0,0,10,0,34,42,5,0,24,37,0,1,0,39,0,3,0,47,24,0,0,0,0,0,0,-45.8333333333333,6926.33333333333,359.333333333333,-336.966666666667,8798.46,2423.66666666667,0,176,6,7,29,12,13,21
2013-02-14,77,155,0,2,15,17,104,6,2,2,0,0,0,3,2,0,0,0,36,0,4,4,0,0,0,0,0,0,0,9,23,44,1,67,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,0,0,0,0,2,12,23,1,0,0,0,40,1,0,0,0,0,0,4,0,19,51,2,0,15,40,0,5,0,27,0,0,0,37,26,1,0,0,0,0,0,18.6083333333333,5261.66666666667,445.958333333333,-386.283333333333,7717.1325,1925,0,231,8,3,22,18,11,15
2013-02-15,96,192,0,0,23,23,142,6,0,1,1,0,0,2,1,0,0,1,38,0,4,4,0,0,0,0,1,1,0,16,29,51,0,76,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,82,2,1,0,0,4,14,29,1,0,0,0,28,1,2,0,0,0,5,13,0,32,48,6,0,25,37,0,3,1,43,0,0,0,38,31,0,0,0,9,0,0,87.2,7244,796,-297.6,9612.32,1908,0,384,10,9,24,19,14,20
2013-02-16,66,132,0,0,13,13,97,1,1,1,1,0,0,1,2,0,0,0,28,0,5,5,0,0,0,0,1,1,0,8,25,33,0,51,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,56,1,1,0,0,2,7,25,0,0,0,0,51,0,0,0,0,0,0,2,0,1,33,1,0,20,28,0,3,1,25,0,1,0,48,4,0,0,0,0,0,0,-489.775,4056.25,349.25,-900.075,6646.75,1795.75,66,330,11,2,14,21,6,12
2013-02-17,59,119,0,0,3,3,88,0,0,1,0,0,0,2,1,0,0,1,26,0,1,1,0,0,0,0,0,0,0,3,25,31,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,1,0,0,0,1,11,24,0,0,0,1,50,0,0,0,0,0,0,2,0,0,33,0,1,17,26,0,0,0,32,0,0,0,44,7,0,0,0,0,0,0,-678.5,3591.625,506.416666666667,-1039.38333333333,5907.32583333333,789.125,59,354,6,3,14,11,13,12
2013-02-18,89,184,0,0,21,21,127,8,1,1,0,0,0,1,1,0,0,1,44,0,6,6,0,0,0,0,0,0,0,16,24,49,0,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,3,0,0,0,10,31,1,0,0,0,70,1,0,0,0,0,0,2,0,1,51,7,1,15,45,0,3,1,27,0,3,0,71,4,0,0,0,1,0,0,-1057.61666666667,4898.70833333333,682.333333333333,-1721.0375,8978.65375,2017.33333333333,0,0,7,6,17,11,18,30
2013-02-19,89,176,0,0,11,11,117,3,4,1,0,0,0,4,6,0,0,0,41,0,2,2,0,0,0,0,0,0,0,10,32,47,0,73,2,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,75,1,0,0,0,5,16,29,0,0,0,0,37,4,0,0,0,0,2,22,0,9,37,5,0,30,39,0,1,1,41,0,1,0,36,17,0,0,0,19,3,0,-374.541666666667,5629.25,571.083333333333,-927.083333333333,8915.01875,1138.45833333333,0,89,14,4,22,14,14,21
2013-02-20,141,272,0,0,10,10,176,9,4,6,0,0,0,9,2,0,0,1,65,0,2,2,0,0,0,0,0,0,0,8,58,75,0,103,5,0,0,0,0,0,0,0,5,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,15,108,3,3,0,0,5,15,50,0,0,0,0,8,3,2,0,0,0,8,99,0,3,83,5,0,29,43,0,1,2,77,0,2,0,12,10,0,0,0,77,18,0,-574.575,13277.5,0,-688.55,14005.765,2424.39963768116,0,282,24,6,42,25,20,24
2013-02-21,150,300,0,0,16,16,199,11,1,6,0,0,0,9,5,0,0,1,68,0,5,5,0,0,0,0,0,0,0,13,50,87,0,121,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,8,127,1,2,0,0,4,15,51,0,0,0,0,7,3,2,0,0,0,11,90,1,17,80,9,0,37,67,0,9,0,55,0,7,0,36,36,0,1,0,41,6,2,-1471.25,12443.75,1243.75,-1826.875,15108.9375,3716.66666666667,0,450,16,12,38,27,22,35
2013-02-22,116,227,0,0,7,7,154,10,3,2,0,0,0,5,1,0,0,0,52,0,0,0,0,0,0,0,0,0,0,6,44,66,0,90,3,0,0,1,0,0,0,0,3,0,2,1,0,0,0,1,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,16,94,0,1,0,0,2,13,36,0,1,0,0,12,3,2,0,0,0,6,43,1,30,56,6,0,34,45,0,5,0,52,0,5,0,51,33,0,0,0,10,0,0,-334.466666666667,9313.83333333333,560.666666666667,-676.666666666667,11818.225,1351.65217391304,0,464,13,2,35,25,20,21
2013-02-23,89,173,0,0,7,7,127,1,1,1,0,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,35,49,0,74,0,0,0,0,0,0,1,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,75,1,0,0,0,7,19,32,0,0,0,0,3,2,3,0,0,0,7,44,1,21,34,5,0,40,19,0,6,0,57,0,4,0,17,20,2,0,0,36,1,0,-48.2083333333333,8021.125,522.875,-175.775,8970.05041666667,1253.41666666667,89,445,11,7,24,16,6,25
2013-02-24,79,152,0,0,8,8,98,4,2,0,0,0,0,1,1,1,0,0,45,0,4,4,0,0,0,0,0,0,0,7,35,37,0,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,68,1,0,0,0,1,17,22,0,0,0,0,1,1,0,0,0,0,7,22,0,33,30,5,1,26,26,0,0,0,47,1,1,0,19,15,5,0,0,24,0,0,61.5541666666667,7347,302.833333333333,-18.4333333333333,7914.38458333333,1803.26086956522,79,474,5,3,17,17,15,22
2013-02-25,100,196,0,1,12,13,125,1,1,0,1,0,0,4,3,0,0,1,60,0,4,4,0,0,0,0,0,0,0,9,37,53,1,81,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,87,1,1,0,0,3,10,35,0,0,0,0,14,2,1,0,0,0,4,16,1,47,50,4,0,28,38,0,4,0,48,0,1,0,37,35,3,0,0,8,0,0,36.6666666666667,9125,483.333333333333,-89.5833333333333,10109.7083333333,2337.5,0,0,11,7,19,22,19,22
2013-02-26,78,156,0,0,13,13,100,9,0,0,0,0,0,2,2,0,0,1,42,0,2,2,0,0,0,0,0,0,0,13,26,39,0,60,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,5,62,4,0,0,0,3,17,25,0,0,0,0,29,0,1,0,0,0,0,6,0,34,53,1,1,15,42,0,1,0,29,0,1,0,44,25,0,1,0,0,0,0,131.625,6786,380.25,-23.4,7922.3625,1017.39130434783,0,78,11,9,20,10,10,18
2013-02-27,121,235,0,0,33,33,158,10,2,6,1,0,0,4,2,0,0,0,52,0,5,5,0,0,0,0,1,1,0,24,37,60,0,95,5,1,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,9,102,0,2,0,0,2,20,45,0,1,0,0,17,1,2,0,0,0,12,52,0,24,53,13,1,36,43,0,11,1,54,0,3,0,13,24,0,0,0,66,5,1,155.283333333333,9896.79166666667,988.166666666667,-198.1375,12147.6941666667,554.583333333333,0,242,12,10,18,29,21,31
2013-02-28,126,241,0,0,28,28,159,7,2,5,0,0,0,2,5,0,0,0,61,0,6,6,0,0,0,0,0,0,0,21,38,67,0,105,7,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,114,3,1,0,0,1,18,42,1,0,0,0,5,1,0,0,0,0,9,40,0,57,75,5,4,29,60,0,6,1,51,0,4,0,40,40,1,0,0,27,1,0,32.55,12022.5,672,-51.45,12528.6525,222.923076923077,0,378,13,18,31,21,18,25
2013-03-01,122,236,0,2,22,24,153,9,2,4,0,0,0,5,0,0,0,1,62,0,5,5,0,0,0,0,0,0,0,16,35,69,2,100,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,0,0,0,0,1,10,104,1,0,0,0,3,16,41,1,0,0,0,19,2,1,0,0,0,5,24,0,43,55,3,1,40,47,0,3,2,48,0,2,0,38,34,5,0,0,14,0,0,-14.2333333333333,10888.5,1159,-207.4,12176.8708333333,1580.91666666667,0,488,13,12,30,27,11,29
2013-03-02,95,188,0,0,11,11,135,9,0,0,0,0,0,5,2,0,0,2,35,0,0,0,0,0,0,0,0,0,0,6,50,39,0,81,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,1,0,0,9,82,1,1,0,0,3,15,40,0,0,0,0,13,2,5,0,0,0,5,23,0,38,40,4,2,41,37,0,6,0,47,0,1,0,21,29,1,1,0,33,0,0,-129.041666666667,8059.16666666667,720.416666666667,-345.958333333333,9496.39791666667,2359.16666666667,95,475,10,7,32,16,9,21
2013-03-03,92,175,0,0,16,16,130,0,0,2,0,0,0,1,1,0,0,0,41,0,4,4,0,0,0,0,0,0,0,14,30,48,0,67,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,3,7,71,3,0,0,0,3,7,37,1,0,0,0,13,1,1,0,0,0,3,30,0,33,45,3,0,34,47,0,3,1,33,0,3,0,32,21,0,0,0,25,1,0,-358.416666666667,8061.5,931.5,-525.166666666667,9176.11833333333,2484,92,552,4,8,20,22,14,24
2013-03-04,80,153,0,0,8,8,91,7,2,1,0,0,0,2,2,0,0,0,48,0,3,3,0,0,0,0,0,0,0,8,27,45,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4,74,0,1,0,0,1,11,29,1,0,0,0,21,1,2,0,0,0,2,9,0,26,47,2,2,14,42,0,3,1,26,0,2,0,24,30,0,0,0,6,0,0,-398.666666666667,6710,646.666666666667,-586,7989.03333333333,2046.66666666667,0,0,13,8,15,7,11,26
2013-03-05,80,155,0,0,10,10,109,7,1,1,0,0,0,1,4,0,0,0,32,0,1,1,0,0,0,0,0,0,0,6,31,43,0,65,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,68,1,0,0,0,1,15,30,0,0,0,0,23,0,2,0,0,0,1,11,0,30,45,4,0,19,29,0,3,0,32,1,3,0,40,21,0,0,0,2,1,0,-108.666666666667,6716.66666666667,573.333333333333,-301.333333333333,8071.76666666667,1513.33333333333,0,80,9,7,12,14,9,29
2013-03-06,73,147,0,0,8,8,90,8,0,3,0,0,0,3,4,0,0,1,38,0,3,3,0,0,0,0,0,0,0,7,30,36,0,60,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,64,2,0,0,0,4,12,27,1,0,0,0,45,0,0,0,0,0,0,0,0,19,43,7,0,17,32,0,3,1,31,0,2,0,34,29,0,0,0,2,0,0,125.0125,5797.41666666667,684.375,-109.5,7403.66,237.25,0,146,8,5,24,14,6,16
2013-03-07,78,147,0,2,7,9,96,7,0,0,0,0,0,1,3,0,0,1,39,0,3,3,0,0,0,0,0,0,0,6,23,48,1,61,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,65,0,0,0,1,2,11,20,0,0,0,0,51,1,0,0,0,0,0,3,0,7,50,1,1,12,32,0,4,0,33,0,0,0,42,18,0,0,0,0,0,0,-24.05,5492.5,734.5,-394.225,7922.07,247,0,234,10,5,17,18,14,14
2013-03-08,94,186,0,0,14,14,135,4,0,2,1,0,0,1,2,0,0,1,40,0,2,2,0,0,0,0,1,1,0,10,37,47,0,78,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,81,2,0,0,0,1,11,31,0,1,0,0,68,2,1,0,0,0,0,1,0,6,49,1,0,31,48,0,0,3,33,0,4,0,70,6,1,0,0,0,0,0,36.8166666666667,6278.41666666667,873.416666666667,-486.058333333333,9561.0925,924.333333333333,0,376,7,9,28,14,12,24
2013-03-09,74,143,0,0,14,14,110,4,0,1,0,0,0,0,1,0,0,0,27,0,4,4,0,0,0,0,0,0,0,13,28,33,0,62,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,67,2,3,0,0,2,10,26,1,1,0,0,50,0,3,0,0,0,0,6,0,6,41,6,0,19,43,0,4,1,21,0,1,0,60,6,0,0,0,0,0,0,125.491666666667,4769.91666666667,376.166666666667,-333.616666666667,7539.49,894.166666666667,74,370,6,7,18,11,10,22
2013-03-10,58,109,0,0,14,14,78,1,0,1,0,0,0,3,0,0,0,0,26,0,3,3,0,0,0,0,0,0,0,10,16,32,0,46,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4,49,1,1,0,0,0,10,20,1,1,0,0,41,0,2,0,0,0,1,0,0,3,27,2,0,19,28,0,1,0,21,1,0,0,37,11,0,0,0,0,0,0,246.258333333333,3293.91666666667,360.083333333333,-235.866666666667,5874.55416666667,928,58,348,4,10,12,9,5,18
