"Date","SeverityDeadly","SeverityLight.Injury","SeverityMaterial.High","SeverityMaterial.Low","SeveritySevere.Injury","Accident_CategoryFixed.Object","Accident_CategoryMoving.Object","Accident_CategoryNo.Collision","Auth_Speed10","Auth_Speed100","Auth_Speed20","Auth_Speed30","Auth_Speed40","Auth_Speed50","Auth_Speed60","Auth_Speed70","Auth_Speed80","Auth_Speed90","Surface_CondDry","Surface_CondHard.snow","Surface_CondIce","Surface_CondMud","Surface_CondOil","Surface_CondSand.or.gravel","Surface_CondSlush","Surface_CondSnow","Surface_CondWater.accumulation","Surface_CondWet","IlluminationDay.and.clear","IlluminationDay.and.semi.dark","IlluminationNight.and.dark","IlluminationNight.and.lighted","EnvironmentCommercial","EnvironmentForest","EnvironmentIndustrial","EnvironmentPark","EnvironmentResidential","EnvironmentRural","EnvironmentSchool.area","WeatherBlack.Ice","WeatherClear.Sky","WeatherCloudy","WeatherDrizzle","WeatherFoggy","WeatherHeavy.Rain","WeatherSnow","WeatherSnowstorms","WeatherStrong.Wind","Temp","Rel.Hum","Wind.Spd","Dew.Point.Temp","Stn_Press","Wind.Dir","weekdays","days"
2014-08-13,0,7,5,4,1,3,14,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,6,12,0,0,0,4,0,0,0,1,1,11,0,3,0,0,0,19.0875,92.5833333333333,3.95833333333333,17.8208333333333,99.8295833333333,15.875,0,2
2014-08-14,0,4,3,2,0,1,8,0,0,0,0,0,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,1,5,0,2,0,2,0,0,0,5,4,0,0,0,0,0,0,15,73.3333333333333,8.29166666666667,10.1416666666667,99.8375,19.7083333333333,0,3
2014-08-15,0,1,10,3,0,0,14,0,0,0,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,6,10,1,0,3,7,0,1,0,6,0,0,0,7,3,4,0,0,0,0,0,14.3125,83.5416666666667,6.54166666666667,11.5166666666667,100.121666666667,20.9166666666667,0,4
2014-08-16,0,1,8,4,0,1,12,0,0,0,0,1,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,0,0,2,6,0,0,0,5,0,0,0,1,2,6,0,1,0,0,0,16.2083333333333,83.3333333333333,5.125,13.3208333333333,100.093333333333,19,1,5
2014-08-17,0,6,2,4,0,0,11,1,0,0,0,0,2,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,1,0,6,5,0,0,0,7,0,0,0,5,5,0,0,0,0,0,0,18.0375,77.0833333333333,4.54166666666667,13.6416666666667,100.056666666667,23.75,1,6
2014-08-18,0,7,6,2,0,1,14,0,0,0,0,0,4,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11,1,0,1,8,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,17.6333333333333,60.2083333333333,5.04166666666667,9.65833333333333,100.283333333333,23.875,0,0
2014-08-19,0,1,3,3,0,0,7,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,19.1458333333333,65.25,3.20833333333333,12.0791666666667,100.42,18.5416666666667,0,1
2014-08-20,0,2,2,3,0,1,5,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,21.7625,61.3333333333333,3.20833333333333,13.7041666666667,100.617916666667,12.9583333333333,0,2
2014-08-21,0,7,6,2,0,2,12,1,1,0,0,0,3,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,4,8,0,1,0,6,0,0,0,6,9,0,0,0,0,0,0,21.1708333333333,67.375,3.08333333333333,14.775,100.797083333333,9.95833333333333,0,3
2014-08-22,0,3,6,9,0,1,16,1,0,0,0,0,5,5,0,0,0,0,16,0,0,0,0,0,0,0,0,1,11,1,0,6,6,0,0,1,9,0,0,0,14,3,0,0,0,0,0,0,20.0083333333333,69.125,3.41666666666667,14.1458333333333,100.9725,10.7916666666667,0,4
2014-08-23,0,1,7,4,1,2,10,1,0,0,0,1,2,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,3,5,0,1,0,6,0,0,0,9,2,0,0,0,0,0,0,20.9166666666667,72.0416666666667,2.95833333333333,15.2166666666667,101.16375,17.3333333333333,1,5
2014-08-24,0,2,4,3,0,0,8,0,0,0,0,0,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,1,0,2,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,23.6375,59.9166666666667,3.45833333333333,15.0291666666667,101.19125,17.3913043478261,1,6
2014-08-25,0,6,4,4,0,0,13,0,0,0,0,0,1,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,1,0,0,5,0,1,0,7,0,0,0,13,0,0,0,0,0,0,0,24.7666666666667,58.2916666666667,6.91666666666667,15.7333333333333,101.11625,23.4583333333333,0,0
2014-08-26,0,6,10,3,0,3,15,1,0,0,0,1,2,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15,1,0,3,7,0,2,0,9,0,1,0,17,0,0,0,0,0,0,0,24.6916666666667,60.7916666666667,8.45833333333333,16.4708333333333,100.76,20.625,0,1
2014-08-27,0,4,7,7,1,2,16,0,0,0,0,1,2,9,0,0,0,0,17,0,0,0,0,0,0,0,0,1,16,0,0,2,11,0,2,0,6,0,0,0,13,4,1,0,0,0,0,0,22.6916666666667,64.2916666666667,7.04166666666667,15.325,100.37625,23.0833333333333,0,2
2014-08-28,0,5,7,8,1,1,19,0,0,0,0,0,3,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,0,0,3,9,0,1,0,9,0,0,0,15,3,0,0,0,0,0,0,18.425,60.6666666666667,4.875,10.5166666666667,100.505,26,0,3
2014-08-29,0,6,5,4,0,1,14,0,0,0,0,0,5,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,1,0,3,6,0,1,0,8,0,0,0,14,1,0,0,0,0,0,0,18.4666666666667,61.0416666666667,4.5,10.3333333333333,101.24,16.7083333333333,0,4
2014-08-30,0,2,4,4,0,0,10,0,1,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,5,0,0,0,7,2,0,0,0,0,0,0,21.7583333333333,64.9583333333333,6.25,14.7375,100.856666666667,16.7083333333333,1,5
2014-08-31,0,3,5,6,0,0,13,0,0,0,0,0,3,8,0,0,0,0,10,0,0,0,0,0,0,0,0,2,7,1,0,4,5,0,0,0,9,0,0,0,8,5,0,0,0,0,0,0,22.4,85.7083333333333,6.25,19.8208333333333,100.28375,18.5833333333333,1,6
2014-09-01,0,3,5,3,0,0,10,0,0,0,1,0,2,7,0,0,0,0,9,0,0,0,0,0,0,0,0,2,6,0,0,4,5,0,0,0,6,0,0,0,8,3,0,0,0,0,0,0,22.3875,79.125,6.04166666666667,18.3791666666667,100.363333333333,21.2083333333333,0,0
2014-09-02,0,2,5,5,1,0,13,0,0,0,0,0,1,8,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,0,0,4,7,0,0,0,6,0,0,0,8,3,2,0,0,0,0,0,23.1958333333333,77.75,7.95833333333333,18.9125,99.8808333333333,19.7916666666667,0,1
2014-09-03,0,6,4,8,0,1,17,0,0,0,0,0,2,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15,1,0,1,10,0,1,0,7,0,0,0,18,0,0,0,0,0,0,0,21.5375,68.7916666666667,7.66666666666667,14.9583333333333,100.387083333333,20.7916666666667,0,2
2014-09-04,0,7,4,8,0,3,15,0,0,0,1,0,2,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,13,0,0,4,6,0,0,0,13,0,0,0,17,0,0,0,0,0,0,0,22.7833333333333,63.4166666666667,7.58333333333333,15.1625,100.868333333333,20.5416666666667,0,3
2014-09-05,0,6,9,11,1,5,18,1,0,0,0,0,6,14,0,0,0,0,21,0,0,0,0,0,0,0,0,3,19,1,0,6,13,0,0,0,13,0,0,0,20,4,0,0,1,0,0,0,24.9083333333333,68.5416666666667,7.41666666666667,18.4666666666667,100.47125,19.4166666666667,0,4
2014-09-06,0,3,2,5,0,1,9,0,0,0,1,0,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,4,9,0,0,1,4,0,0,0,6,0,0,0,5,1,4,0,0,0,0,0,20.3708333333333,79.4583333333333,5.375,16.6083333333333,100.10625,21.0416666666667,1,5
2014-09-07,0,4,10,2,0,1,15,0,0,0,0,0,2,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,1,0,2,10,0,0,0,5,0,0,0,13,1,0,0,0,0,0,0,16.9958333333333,63.9166666666667,6.20833333333333,9.80833333333333,101.003333333333,23.2083333333333,1,6
2014-09-08,0,9,6,4,1,2,17,1,0,0,0,0,2,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,4,12,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,19.5,63.0833333333333,4.33333333333333,11.8666666666667,101.6825,18.4583333333333,0,0
2014-09-09,0,7,5,3,0,0,15,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,1,0,3,0,2,0,15,0,0,0,0,0,0,0,17.7545454545455,70.2727272727273,6.36363636363636,12.0454545454545,101.712727272727,17,0,1
2014-09-10,0,6,4,2,0,0,10,1,1,0,0,1,1,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,1,6,0,1,1,4,0,0,0,9,2,0,0,0,0,0,0,22.1266666666667,63.8666666666667,5.13333333333333,14.9133333333333,100.62,14.2666666666667,0,2
2014-09-11,0,3,7,5,1,1,12,1,0,0,0,0,2,11,0,0,0,0,11,0,0,0,0,0,0,0,0,4,11,1,0,3,10,0,1,0,5,0,0,0,7,4,4,0,0,0,0,0,17.7666666666667,75,7,13.1708333333333,99.7683333333333,19.0416666666667,0,3
2014-09-12,0,3,3,7,0,0,12,0,0,0,0,0,2,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,1,0,4,3,0,0,0,9,0,1,0,12,0,0,0,0,0,0,0,10.9125,66.25,4.83333333333333,4.76666666666667,101.379166666667,24.5,0,4
2014-09-13,0,8,9,2,0,2,17,0,0,0,0,0,1,13,0,0,0,0,9,0,0,0,0,0,0,0,0,9,10,1,0,6,12,0,1,0,5,0,0,0,5,8,5,0,1,0,0,0,10.0583333333333,85.3333333333333,4.66666666666667,7.6625,101.214166666667,14.4583333333333,1,5
2014-09-14,0,0,4,4,0,0,8,0,0,0,0,0,6,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,5,0,0,0,6,2,0,0,0,0,0,0,8.8,71.9166666666667,5,3.9875,101.580833333333,23.125,1,6
2014-09-15,0,4,2,5,0,0,11,0,0,0,0,0,3,5,1,0,0,0,11,0,0,0,0,0,0,0,0,0,9,1,0,0,4,0,0,0,7,0,0,0,9,2,0,0,0,0,0,0,12.5875,66.875,6.20833333333333,6.29583333333333,101.14125,20.0416666666667,0,0
2014-09-16,0,4,8,7,0,1,15,1,0,0,0,0,2,14,0,0,0,0,18,0,0,0,0,0,0,0,0,1,18,0,0,0,12,0,0,0,5,0,1,0,14,5,0,0,0,0,0,0,14.2416666666667,72,5.58333333333333,8.9375,100.533333333333,21.875,0,1
2014-09-17,0,2,5,7,0,0,13,1,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,3,10,2,1,1,8,0,0,0,6,0,0,0,6,6,2,0,0,0,0,0,13.8333333333333,71.5,7.45833333333333,8.6625,100.45875,20.0833333333333,0,2
2014-09-18,0,2,2,3,0,1,6,0,0,0,0,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,0,0,1,3,0,1,0,2,0,0,0,6,0,0,0,0,1,0,0,9.925,59.625,4.33333333333333,2.01666666666667,100.972083333333,15.1666666666667,0,3
2014-09-19,0,6,3,7,0,1,15,0,0,0,0,0,3,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,8.78333333333333,50.5416666666667,4.83333333333333,-1.47916666666667,101.790833333333,15.25,0,4
2014-09-20,0,2,7,7,0,1,15,0,0,0,0,0,4,9,0,0,0,0,15,0,0,0,0,0,0,0,0,1,13,0,0,3,9,0,0,1,6,0,0,0,8,7,1,0,0,0,0,0,15.2416666666667,70.0416666666667,6.29166666666667,9.77916666666667,100.642083333333,17.4166666666667,1,5
2014-09-21,0,3,6,3,1,2,10,0,0,0,0,0,3,8,0,0,0,0,9,0,0,0,0,0,0,0,0,4,9,0,0,4,3,0,0,0,9,0,1,0,4,6,2,0,1,0,0,0,19.2375,77.8333333333333,5.58333333333333,15.25,99.4495833333333,17.5416666666667,1,6
2014-09-22,0,5,3,6,0,0,14,0,0,0,0,0,2,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,4,5,0,0,0,9,0,0,0,9,4,0,0,0,0,0,0,11.35,73,7.125,6.5625,99.9333333333333,19.0833333333333,0,0
2014-09-23,0,8,8,4,0,0,20,0,0,0,0,1,3,13,0,0,0,0,17,0,0,0,0,0,0,0,0,3,14,0,0,6,12,0,0,0,7,0,1,0,13,7,0,0,0,0,0,0,12.1083333333333,78.125,7.375,8.35833333333333,101.458333333333,20.625,0,1
2014-09-24,0,3,8,6,0,1,16,0,0,0,0,0,2,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,16,1,0,0,10,0,0,0,7,0,0,0,14,2,0,1,0,0,0,0,15.375,77.5,3.375,11.0583333333333,102.41875,17.2083333333333,0,2
2014-09-25,0,6,6,11,0,0,23,0,0,0,0,0,5,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,19,1,0,2,9,0,1,0,13,0,0,0,22,1,0,0,0,0,0,0,17.8458333333333,69.2083333333333,6.25,11.8208333333333,101.920833333333,21.7083333333333,0,3
2014-09-26,0,5,4,5,0,1,13,0,0,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,3,7,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,20.4291666666667,63.7083333333333,5.45833333333333,12.9833333333333,101.41125,21.0416666666667,0,4
2014-09-27,0,2,7,7,1,3,13,0,0,0,0,0,1,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,7,4,0,0,0,13,0,0,0,16,0,0,0,0,0,0,0,21.6708333333333,62.25,7.58333333333333,14.0041666666667,101.322916666667,19.875,1,5
2014-09-28,0,4,4,4,0,0,11,0,0,0,0,2,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,2,0,4,0,1,0,10,1,0,0,0,0,0,0,20.7291666666667,68.4166666666667,11.2083333333333,14.4666666666667,100.881666666667,21.3333333333333,1,6
2014-09-29,0,5,7,4,0,0,14,1,0,0,0,0,4,7,0,0,1,0,15,0,0,0,0,0,0,0,0,0,13,0,0,2,7,0,0,0,9,0,0,0,15,1,0,0,0,0,0,0,14.7791666666667,75.25,5.66666666666667,10.375,100.657916666667,7.16666666666667,0,0
2014-09-30,0,5,2,1,1,0,8,1,0,0,0,0,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,2,3,0,0,0,4,0,0,0,6,2,0,0,0,0,0,0,12.375,81.9166666666667,4.20833333333333,9.31666666666667,100.743333333333,5.79166666666667,0,1
2014-10-01,0,3,4,10,0,3,12,1,0,0,0,1,4,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,13,0,0,3,6,0,1,0,10,0,0,0,11,6,0,0,0,0,0,0,13.5291666666667,78.625,4.375,9.825,101.165,5.95833333333333,0,2
2014-10-02,0,4,6,5,0,2,13,0,0,0,0,0,1,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,2,0,4,4,0,1,0,6,0,2,0,14,0,0,0,0,0,0,0,14.2083333333333,74.4583333333333,3.58333333333333,9.54166666666667,101.2075,15,0,3
2014-10-03,0,3,5,9,0,0,17,0,0,0,0,1,3,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,6,8,0,1,0,7,0,0,0,16,1,0,0,0,0,0,0,16.5541666666667,65.125,4.25,9.4125,100.43625,14.7083333333333,0,4
2014-10-04,0,8,8,7,0,5,17,0,0,0,0,0,3,15,0,0,0,0,4,0,0,0,0,0,0,0,0,19,8,0,0,15,11,0,1,0,11,0,0,0,4,3,14,0,2,0,0,0,13.5708333333333,85.3333333333333,5.25,10.9625,99.3133333333333,16.125,1,5
2014-10-05,0,4,7,4,0,0,14,0,0,0,0,1,4,7,0,0,0,0,13,0,0,0,0,0,0,0,0,2,7,1,0,7,6,0,1,0,7,0,1,0,10,3,2,0,0,0,0,0,11.0083333333333,66.7916666666667,7.66666666666667,4.87916666666667,99.7325,19.8333333333333,1,6
2014-10-06,0,8,2,9,1,3,17,0,0,0,0,0,4,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,1,0,3,7,0,1,0,10,0,1,0,14,5,0,0,0,0,0,0,12.7833333333333,61.0833333333333,5.66666666666667,5.275,100.432916666667,17.2083333333333,0,0
2014-10-07,0,4,7,5,0,0,15,0,0,0,0,1,2,10,0,0,0,0,10,0,0,0,0,0,0,0,0,6,14,0,0,2,8,0,0,0,7,0,1,0,9,2,4,0,1,0,0,0,15.2708333333333,75.8333333333333,4.91666666666667,10.925,100.235416666667,17.4166666666667,0,1
2014-10-08,0,2,3,3,0,0,8,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,2,5,0,0,0,2,0,0,0,1,3,4,0,0,0,0,0,13.15,79.875,8.25,9.60833333333333,99.435,18.75,0,2
2014-10-09,0,4,6,3,2,0,15,0,0,0,0,0,2,8,0,0,0,0,11,0,0,0,0,0,0,0,0,2,11,0,0,2,8,0,1,0,5,0,0,0,7,6,0,0,0,0,0,1,8.45,68.75,8.375,2.95416666666667,100.06375,18.875,0,3
2014-10-10,0,2,2,7,0,1,9,1,0,0,0,0,2,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,3,6,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,8.4625,67.375,6.20833333333333,2.68333333333333,100.73125,19.4166666666667,0,4
2014-10-11,0,2,7,12,0,1,20,0,1,0,0,0,1,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,13,0,0,5,13,0,0,0,7,0,0,0,15,5,0,0,0,0,0,0,9.05416666666667,66.7916666666667,4.08333333333333,3.02916666666667,101.03875,20.25,1,5
2014-10-12,0,7,8,4,0,1,18,0,0,0,0,0,4,13,0,0,0,0,19,0,0,0,0,0,0,0,0,0,13,1,0,4,7,0,2,0,10,0,0,0,18,1,0,0,0,0,0,0,9.23333333333333,61.375,6.33333333333333,1.9375,101.4625,23.625,1,6
2014-10-13,0,1,5,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,12.0083333333333,67.4166666666667,5.54166666666667,5.93333333333333,101.289166666667,16.6666666666667,0,0
2014-10-14,0,4,4,6,0,0,12,1,1,0,0,0,4,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,2,5,0,0,0,9,0,0,0,10,4,0,0,0,0,0,0,19.0125,71.9583333333333,5.79166666666667,13.7083333333333,100.726666666667,17.125,0,1
2014-10-15,0,6,5,2,0,0,12,1,0,0,0,0,2,6,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,0,0,5,7,0,0,0,6,0,0,0,5,8,0,0,0,0,0,0,20.825,77.25,4.625,16.6416666666667,100.4175,18.5416666666667,0,2
2014-10-16,0,7,4,8,0,0,18,0,0,0,0,0,2,11,0,0,0,0,6,0,0,0,0,0,0,0,0,13,13,1,0,5,12,0,1,0,5,0,1,0,7,3,9,0,0,0,0,0,17.5208333333333,94.1666666666667,2.83333333333333,16.55,99.7645833333333,19.875,0,3
2014-10-17,0,4,8,5,0,2,13,1,0,0,0,0,3,8,0,0,0,0,14,0,0,0,0,0,0,0,0,3,10,0,0,6,6,0,0,0,11,0,0,0,8,8,1,0,0,0,0,0,15.9791666666667,77.625,7.83333333333333,12,99.0779166666667,19.375,0,4
2014-10-18,0,4,5,5,0,1,12,0,0,0,0,0,2,7,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,0,0,7,5,0,0,0,7,0,0,0,4,2,6,0,0,0,0,0,13.4583333333333,75.125,6.04166666666667,9.07083333333333,99.0745833333333,20.4583333333333,1,5
2014-10-19,0,1,6,5,0,0,12,0,1,0,0,1,2,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,4,8,0,0,0,4,0,0,0,6,6,0,0,0,0,0,0,6.02083333333333,57,4.5,-2.075,100.2925,26.0833333333333,1,6
2014-10-20,0,3,3,5,1,4,7,0,0,0,0,0,1,7,0,0,0,0,10,0,0,0,0,0,0,0,0,1,6,1,0,4,3,0,0,0,9,0,0,0,3,8,0,0,0,0,0,0,5.175,63.5833333333333,3.75,-1.27083333333333,100.529166666667,18.9583333333333,0,0
2014-10-21,0,3,5,3,2,2,11,0,0,0,1,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,11,7,2,0,3,4,0,1,0,5,0,2,0,1,6,6,0,0,0,0,0,6.69583333333333,78.8333333333333,5.45833333333333,3.2625,100.824583333333,6.25,0,1
2014-10-22,0,3,7,8,0,4,14,0,0,0,0,0,4,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,1,0,5,11,0,0,0,6,0,0,0,13,4,0,0,0,0,0,0,8.55833333333333,63.1666666666667,7.125,1.94166666666667,101.458333333333,4.20833333333333,0,2
2014-10-23,0,6,9,11,0,0,23,1,0,0,0,1,3,17,0,0,0,0,9,0,0,0,0,0,0,0,0,15,12,3,0,10,11,0,2,0,11,0,0,0,6,9,9,0,0,0,0,0,7.52916666666667,79,7.91666666666667,4.01666666666667,100.834583333333,4.08333333333333,0,3
2014-10-24,0,3,10,2,0,0,14,0,0,0,0,1,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,4,10,0,1,4,8,0,2,0,3,0,1,0,5,8,1,0,0,0,0,0,9.8375,69.2083333333333,6.79166666666667,4.30833333333333,100.208333333333,13.9583333333333,0,4
2014-10-25,0,3,7,6,0,0,16,0,0,0,0,0,2,11,0,0,0,0,7,0,0,0,0,0,0,0,0,8,4,3,0,9,10,0,0,0,6,0,0,0,6,5,4,0,0,0,0,0,10.275,78.0416666666667,10.7083333333333,6.48333333333333,99.3208333333333,20.3333333333333,1,5
2014-10-26,0,1,2,5,0,1,7,0,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,1,4,0,0,4,4,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,8.95,75.375,5,4.7375,99.0583333333333,20.25,1,6
2014-10-27,0,7,3,5,0,1,13,0,0,0,0,0,3,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,12,2,0,1,11,0,0,0,3,0,1,0,14,1,0,0,0,0,0,0,8.51666666666667,69.75,4.75,3.22083333333333,100.326666666667,16.9166666666667,0,0
2014-10-28,0,6,5,6,0,1,16,0,0,0,0,1,4,10,0,0,0,0,7,0,0,0,0,0,0,0,0,10,13,0,0,3,7,0,0,0,9,0,1,0,5,8,4,0,0,0,0,0,10.4541666666667,78.4583333333333,4.25,6.79583333333333,100.285,10.625,0,1
2014-10-29,0,7,7,6,0,1,19,0,0,0,0,0,3,11,1,0,0,0,16,0,0,0,0,0,0,0,0,3,12,2,0,6,9,0,1,1,9,0,0,0,12,5,2,0,0,0,0,0,12.675,72.2916666666667,6.70833333333333,7.54166666666667,99.9241666666667,18.875,0,2
2014-10-30,0,7,6,2,0,2,13,0,0,0,0,0,1,9,0,1,0,0,14,0,0,0,0,0,0,0,0,0,8,2,0,4,9,0,1,0,4,0,0,0,9,5,0,0,0,0,0,0,7.15,62.1666666666667,4.83333333333333,0.329166666666667,100.49875,22.8333333333333,0,3
2014-10-31,0,4,5,9,0,0,18,0,0,0,0,0,4,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,1,1,3,7,0,0,0,9,0,2,0,12,4,0,0,0,0,0,0,5.19583333333333,53.7916666666667,4.54166666666667,-3.52916666666667,100.89375,12.5416666666667,0,4
2014-11-01,0,3,10,7,0,0,19,0,1,0,0,0,2,11,0,0,0,0,19,0,0,0,0,0,0,0,0,1,12,0,0,8,6,0,2,0,11,0,1,0,15,3,2,0,0,0,0,0,4.4,64.2916666666667,6.33333333333333,-1.83333333333333,100.99125,7.08333333333333,1,5
2014-11-02,0,0,7,5,0,1,10,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,1,0,5,9,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,3.75,41.4583333333333,5.75,-8.89583333333333,100.795833333333,14.25,1,6
2014-11-03,0,4,2,8,0,0,14,0,1,0,0,1,2,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,8,6,0,0,0,8,0,0,0,12,1,0,0,0,0,0,0,3.525,47.4583333333333,5.16666666666667,-6.81666666666667,100.653333333333,21.5416666666667,0,0
2014-11-04,0,2,4,10,1,0,17,0,0,0,0,0,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,4,9,1,0,6,8,0,0,0,8,0,0,0,7,6,3,0,0,0,0,0,8.56666666666667,69.0416666666667,3.58333333333333,3.0625,100.509583333333,17.4583333333333,0,1
2014-11-05,0,4,6,8,0,1,17,0,0,0,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,4,11,2,0,5,7,0,0,0,10,0,0,0,11,3,2,0,0,0,0,0,10.4136363636364,66.7727272727273,7.54545454545455,4.25,100.379090909091,18.9545454545455,0,2
2014-11-06,0,6,8,7,0,0,20,0,0,0,0,0,4,11,0,0,0,0,16,0,0,0,0,0,0,0,0,5,11,4,0,6,6,0,0,0,15,0,0,0,11,6,4,0,0,0,0,0,6.45833333333333,70.5833333333333,4.625,1.4125,100.414583333333,13.4166666666667,0,3
2014-11-07,0,5,5,4,0,3,11,0,0,0,0,0,2,9,0,1,0,0,13,0,0,0,0,0,0,0,0,1,8,1,0,5,8,0,0,0,6,0,0,0,7,6,0,0,0,0,0,0,2.81666666666667,72.5833333333333,5.125,-1.88333333333333,99.7608333333333,12.5,0,4
2014-11-08,0,3,5,5,0,0,10,1,0,0,0,0,1,7,1,0,0,0,12,0,0,0,0,0,0,0,0,0,5,2,0,6,6,0,0,0,7,0,0,0,11,1,0,0,0,0,0,0,1.65,58.7916666666667,5.41666666666667,-5.59166666666667,100.154583333333,20.4166666666667,1,5
2014-11-09,0,1,9,0,0,0,9,0,0,0,0,0,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,0,8,3,0,1,1,5,0,0,0,8,1,1,0,0,0,0,0,4.56666666666667,62.4583333333333,7,-2.16666666666667,100.1,19.5,1,6
2014-11-10,0,2,5,6,0,0,12,0,0,0,0,0,5,7,0,0,0,0,12,0,0,0,0,0,0,0,0,1,6,2,0,5,4,0,2,0,7,0,0,0,7,6,0,0,0,0,0,0,6.16666666666667,62.0416666666667,4.25,-0.620833333333333,100.82875,16.1666666666667,0,0
2014-11-11,0,3,3,2,0,0,8,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,1,0,3,3,0,0,0,5,0,0,0,5,2,0,0,0,0,0,0,5.9875,72.4583333333333,3.375,1.33333333333333,100.465,19.75,0,1
