"Data","Trend","Seasonal28","Seasonal362","Seasonal363","Seasonal364","Seasonal365","Seasonal366","Remainder"
177,83.6904326549441,-11.8166964348834,-13.350720180372,7.64179818901042,19.5979508745252,59.793740340639,-0.194577467229692,31.6380720233664
144,83.7074996159205,-16.0281929374868,-18.2619260191795,21.6465293800982,27.0323962540214,41.3726890435277,-5.7484622208767,10.2794668839751
104,83.7245665768969,-7.40786417424729,-29.9952246642368,12.3415471077187,-10.1305597819709,39.0388267827546,19.5573652684732,-3.12865711538829
110,83.7416335378732,-28.7042683242065,-27.5275823916094,7.89972267865348,14.1791314486689,46.5494125648921,15.9582898527816,-2.09633936705336
63,83.7587004988496,-25.5352790937797,-6.78962256732725,22.8357078146566,-24.7051965289995,20.0003107891615,-1.20859951635443,-5.35602139620677
97,83.775767459826,-1.0671975733734,-22.7646602046749,13.1974269380986,18.2778679186191,2.67752316557857,12.6144147835557,-9.71114248762983
96,83.7928344208024,3.82447405088877,-26.5322535553093,21.3023652477309,-11.9647395152685,7.09922807765718,13.3836486912216,5.09444258227704
75,83.8099013817787,9.01639707546524,-14.4697435463492,21.7917862377051,22.0377918716814,-28.9899020734917,-16.4217241068599,-1.77450683992969
85,83.8269683427551,22.1109494630911,-17.8461384471718,15.8697821297903,-12.409252630646,-11.9559519721719,5.6079544590404,-0.204311344687241
186,83.8440353037315,24.1025970051115,-41.9097994658117,33.5729407592616,42.6024586196666,4.65281214556938,17.067775915234,22.0671797172369
80,83.8611022647078,1.16584247039295,-19.9484021647292,24.9936801056956,13.961879852844,-16.8198864851239,-1.05265062803759,-6.16156541574975
71,83.8781692256842,-6.45962072383726,-34.9818520130613,9.57122583560789,38.6728265033544,-19.6818998482112,-7.22341423515394,7.22456525561725
85,83.8952361866606,-2.87243762712189,-34.8583777986604,2.52801090686129,33.9885545240216,-0.836134195235184,0.116951961711501,3.03819604176275
119,83.9123031476369,-1.1333967405921,-35.3652784875942,7.73186076178089,64.2109022340088,-7.9173339987262,9.51403491353142,-1.95309183004545
115,83.9293701086133,9.20632497209804,-18.6239534443671,5.84549371136031,16.523717945376,-6.68572673507232,10.8917185208961,13.9130549210957
108,83.9464370695897,17.7324480442108,-49.4530731576417,-9.30278844446663,27.8061400987178,24.3385102015545,-4.01678918965076,16.9491153776864
113,83.9635040305661,27.9665477601872,-2.84294754560903,7.40297119984426,-7.08261222954984,4.5525735510874,-1.27581321778588,0.315776451259936
86,83.9805709915424,4.33369609433982,-32.5910210069311,-2.2725349332826,15.3675826953493,-0.313498108497309,16.0929572655229,1.40224700195685
54,83.9976379525188,3.22258509147703,-31.9200821567071,10.3888050437707,-24.8558790512169,9.15536754395805,5.8901711176486,-1.87860554144919
83,84.0147049134952,16.6318728298305,-35.2345167229271,13.3698744801566,6.76300307296237,12.6962963418689,-18.8936173721021,3.65238245671557
81,84.0317718744715,6.05903782234083,-20.0672397803816,11.8917342862036,-18.0877024916949,12.6957845337443,6.46762160118168,-1.99100784586544
82,84.0488388354479,4.66807752750183,-57.4276063752334,15.0379103838728,-1.58311832838699,24.8358951333681,15.0494787945707,-2.62947597114093
91,84.0659057964243,5.68212587623299,-18.719029178296,32.1838412255665,-30.6389767843386,24.2780479800449,8.85294033822333,-14.7048552538573
85,84.0829727574007,6.37201455752644,-14.2446104827748,14.3936760262838,-6.88047855314647,11.7412341515268,4.8245177331132,-15.2893261899296
90,84.100039718377,-15.7990152040332,-30.9716633022186,26.9507265862857,-18.1317911062124,20.682331321126,20.9423046778548,2.22706730882088
61,84.1171066793534,-28.9514246233213,-22.0002074535821,25.8387933735151,3.26880849773716,4.66343507930926,12.561200852784,-18.4977124057954
82,84.1341736403298,-13.9030304384471,0.170726364454914,4.89273337828427,-19.7351610092069,3.46472786747427,25.1168917725731,-2.14106157546233
83,84.1512406013061,-2.92432617690435,-29.0384399173542,7.53719408947964,-0.705355485411837,8.9576268956524,10.9326008840767,4.08945910915541
75,84.1683075622825,-12.1031196141952,0.22855041602188,28.1490018400481,-14.4214378680505,-5.66539075982539,4.02058256294742,-9.37649413922892
71,84.1853745232589,-16.3906596590298,-26.2964275378269,10.350395702871,22.0019407068817,-19.5782070257018,5.36871063408416,11.3588726554629
86,84.2024414842352,-7.4476550332623,-14.9783037941229,-4.64334415142701,1.82359138053246,-2.46570846282528,21.7798768853471,7.72910169152256
67,84.2195084452116,-28.7549039259778,-9.72694042486654,3.72037786292789,33.4002771702421,-11.8657493521723,-12.0634406694172,8.07087089405216
50,84.236575406188,-25.2519458817785,22.8433990127762,2.31909875697145,-5.30810341038318,-17.5415899105397,-12.5387682444043,1.24133427117012
57,84.2536423671644,-0.819866188326292,-29.8917395047658,-15.9477840380158,30.0141292290819,-11.4807600790221,-6.79530356886655,7.66768178275017
77,84.2707093281407,4.05585065767461,0.377478589833964,-3.11365288867094,8.57531650435976,-6.21316781961706,-9.41202800221041,-1.54050636951071
90,84.2877762891171,9.28045972538707,2.14376005182082,-7.93587180251692,33.6885917151619,-14.1347473401604,-19.0357544770978,1.70578583828812
88,84.3048432500935,22.4593356216714,2.83795270826889,-7.81587422381511,1.75161745340996,-3.80043355002509,-20.1526333178079,8.41519205820428
157,84.3219102110698,23.6964851379821,-0.826420461003765,11.1822403907056,40.6630603866935,3.24742072934262,-19.9223585135373,14.6376621187473
107,84.3389771720462,1.18627670110662,25.3822214644165,0.437933377038106,-1.38363456126453,4.93445364244575,-23.235853538541,15.3396257427524
83,84.3560441330226,-6.08363187160934,-7.4002657720271,7.26574652691058,6.9933851275056,17.9177483074197,-31.8490574365136,11.8000309852916
125,84.373111093999,-2.60697148967482,7.61353793881044,34.0142642381899,-10.7808185864693,16.3893847275894,-21.6391022298511,17.6365943074064
106,84.3901780549753,-1.10185728871238,-23.3888165552564,26.8196859129064,13.3618428993787,10.8168235054128,-20.8826873230806,15.9848307943762
75,84.4097143296249,9.41582893798474,-12.5366472573115,16.2077329016496,-12.1460259086966,13.6881291757184,-13.355319270356,-10.6834129086135
128,84.4292506042745,17.8048006306647,-19.4268837657918,44.1209659090677,13.5502957862236,12.0544728730859,-18.5459782625776,-5.98692377494713
122,84.4487868789241,28.1458455403037,-5.12617521776649,38.7203267414285,-3.26100426273195,-2.18674465433225,-18.1751171532898,-0.565917872536104
100,84.4683231535737,4.28341543561188,-45.1879198980658,27.3532468501016,14.1199511109386,6.00390126472729,-2.76661027247161,11.7256923555844
77,84.4878594282233,3.14011640174818,-25.0962642389374,40.636654285765,-5.3989943582386,-4.88159082552222,-12.6197368368206,-3.26804385621767
86,84.507395702873,16.4917266030147,-38.9955556067618,39.9274683136904,13.5988524845608,-11.5416078107702,-23.0527688522632,5.06448916565631
106,84.5269319775226,5.89085021977614,-28.0123854910107,28.909769333979,12.4230052840109,-3.71057419363856,-7.48726359893871,13.4596664682991
98,84.5464682521722,4.5564205227674,-49.2949139550102,27.7598988910865,28.6500482298045,-10.8438461684431,-7.79299104533921,20.4189152729617
94,84.5660045268218,5.62241896819965,-20.3575688779641,25.1695436436616,16.9742756323853,-15.3568710274351,-1.70974238432539,-0.908060481343711
90,84.5855408014714,6.24790254523343,-41.793458086563,15.291701990407,32.2556945540579,-4.87292295269217,-2.75900923231976,1.04455038040507
66,84.605077076121,-16.0229246631747,-25.9692298954967,11.8677543476807,25.3284432600461,-13.8616657854178,3.3281273537512,-3.27558169350964
55,84.6246133507706,-29.0754359457394,-36.8250548434121,2.19652828368117,28.6268098720633,-6.46067113580272,12.1470620620519,-0.233851643612496
85,84.6441496254202,-14.2144444448395,-25.7177814022341,6.63127416648395,23.0360870186932,-3.05499349349076,5.42841484158477,8.24729368838223
86,84.6636859000698,-3.22853643779565,-25.3950590204847,1.90797737102533,15.3122429397356,4.70521293226446,1.92026674523847,6.11420956994667
66,84.6832221747194,-12.4173205834361,-6.90290839151248,5.48533825254515,6.55448083205561,-7.84414587539697,-4.49830943109793,0.939643022123533
78,84.702758449369,-16.7807631819027,-24.8752135074374,5.35186966963007,13.4919316308047,12.1275171980391,-0.17943275555333,4.16133249705049
111,84.7222947240186,-7.51490708614443,-8.77276949256368,26.6549006450268,7.76827062394002,-3.1289863316993,1.3075534919161,9.96364342550589
79,84.7418309986682,-28.8323281509165,-9.7370787293764,29.4626215522192,-0.933710552846774,0.628595680454742,-3.83804068393873,7.5081098857362
71,84.7613672733178,-24.9943075002036,-14.5967124331306,21.6766903607952,-8.52727246376961,6.96623922897503,3.02901474908945,2.68498078492631
77,84.7809035479674,-0.597117565366021,-18.5870921492099,7.81883068539332,-24.4035419683829,21.648653322321,7.3467782343635,-1.0074141070865
76,84.800439822617,4.26402852877632,-21.3097673752805,23.2939768875418,0.26973496872809,-7.73852045859549,7.84594413612427,-15.4258365099115
102,84.8199760972666,9.52349118547661,-25.0114656034101,35.4649326758633,0.283392241169847,1.94206083875566,9.41106145333267,-14.4334488884546
64,84.8395123719162,22.7888617540053,-19.1005684965425,35.4998736182472,-20.3687528273149,-7.39358153874408,-8.04350960728246,-24.2218352742848
95,84.8590486465658,23.2736933196525,-16.3993097118957,23.9545371522433,-6.55750750083673,-8.76170413374239,8.54919339909394,-13.9179511710807
73,84.8785849212154,1.1931945697947,-29.2905172023928,28.7280680590059,5.87468746916163,-9.55922172219947,-0.837744451610076,-7.98705164297527
60,84.898121195865,-4.89200525197681,-25.4389152861013,18.9779682316316,-15.5761549542575,3.26504411809757,2.58148511338775,-3.81554316664635
77,84.9176574705146,-1.41382364889246,-25.4924155644808,31.7496619622967,-4.30940527151502,-16.4995145302898,1.77178275032345,6.27605683204324
69,84.9371937451643,-0.783834485914778,-35.0075584361191,24.2535543049193,-2.33149019974109,-7.99787164363208,4.47029170912349,1.45971500619993
65,84.9567300198138,9.53827310267282,-34.9022916191427,24.3478351606736,-1.49829413322319,-0.384123595683997,-5.72386768831423,-11.334261246796
74,84.9762662944635,17.8710757956734,-14.1289985384154,-1.56877494896723,-1.97183418359482,-11.4858526393649,1.70233809037248,-1.39421987016701
107,84.9958025691131,28.7359101696062,-22.3612139769308,-2.68147196711599,9.91229794104203,-3.54498979082634,1.5142143953649,10.4294506597468
70,85.0153388437627,4.41990303778663,-11.8109573940651,-16.9306795061416,5.41122659780402,-1.89512332494817,3.67985703716408,2.11043470863754
56,85.0348751184123,2.83822823406657,-9.96999948401475,-22.3441630405871,-0.504162223637423,-4.811279014208,2.08653990373565,3.66996050623288
91,85.0544113930619,16.236117641515,5.50121307442693,-24.2593449130484,-7.0725888819861,7.74407938390606,2.69565910298308,5.10045319914143
89,85.0739476677115,5.63846431669546,-1.38382005155706,-21.0004757490142,4.53517184530832,4.94490028625368,9.08380601940827,2.10800566519399
74,85.0934839423611,4.66007240709725,8.68150621726369,-29.4942583470086,-16.8160513555102,9.66932281570292,8.09605787337063,4.10986644672326
78,85.1130202170107,5.34009352572998,10.6010171443711,-25.2473017630097,-15.9651930630771,1.18561118436642,8.14541216749811,8.8273405871105
74,85.1325564916603,5.72385640266863,27.7504191413035,-29.3308525877794,-24.7441192834566,5.21542569832235,4.13930016054585,0.113413976735373
62,85.1520927663099,-16.8361421394216,21.2874543913478,-18.9149809090637,-6.86618695416333,-8.5356242182828,11.064753694013,-4.35136663073934
41,85.1716290409595,-29.6368469618728,19.866781616626,-21.0723204248713,-19.0234801201653,0.791120247361049,4.98062842321173,-0.0775118212489048
71,85.1911653156091,-14.8251941719124,18.3872367382058,-13.0718519684769,-16.8508452704448,6.37527478849769,4.14172593247372,1.65248863604778
62,85.2107015902587,-4.13611427528365,31.9251460505997,-13.1377502028724,-24.5282937225867,-11.1258199431754,6.8051074886128,-9.01297698555294
65,85.2302378649083,-13.5307647458281,18.4257667429924,-9.5618260626743,-8.96965860156998,-10.0197553049115,8.15603027013445,-4.73003016305123
82,85.2497741395579,-17.6312710218692,15.436716690251,-10.0489485175276,-8.01534715023653,7.4567340747143,6.84664823244606,2.70569355266412
90,85.2693104142075,-7.42485647056252,23.6096917702152,-4.90036515176938,3.63188096419022,-10.9386566014415,4.73555083858535,-3.98255576342493
80,85.2888466888571,-28.6803716318936,18.7948971444381,-10.3047613938648,-1.77056581855854,1.48383823102681,12.4213296128238,2.76678716717097
51,85.3083829635067,-24.226220473892,8.65716887672381,-13.9094198848832,-5.28095296550994,7.05074270387217,0.159687891864401,-6.75938911168186
72,85.3279192381563,0.171654827783373,16.4358272872828,-19.3284486023832,-13.239604624822,-1.97391034191359,-0.964912379313706,5.57147459521001
85,85.347455512806,4.74039455280258,8.23648453011976,-17.0629059424657,4.75974283424107,-3.75638473571388,-5.09703643832333,7.8322496865336
90,85.3669917874555,10.2036111621622,9.65956023424456,-23.8390080889795,-2.97739975740444,6.83254771802414,-6.07079808393497,10.8244950284326
80,85.3865280621052,23.4670712173793,6.04228915594498,-23.9311412168664,-11.4207863462379,-6.03058445341036,-1.76052026560999,8.24714384669524
87,85.4060643367548,21.9590378865853,19.7433475744742,-23.6033387192572,-14.7349304651737,4.56954623479179,-6.77999989212276,0.4402730439474
86,85.4256006114044,1.36457226972423,2.20114964881828,-18.8225712825348,-0.560332931684654,13.258395226523,-1.17738047375486,4.3105669315043
64,85.445136886054,-3.66345677754775,23.5330873083488,-29.3721756817307,-16.0335457209629,-2.75477571520137,7.51067315335562,-0.66494345231574
63,85.4646731607036,-0.185137465870969,12.6443762205404,-17.6410520181549,-10.3158753280957,-2.4024937145786,-1.56750635725587,-2.99698449728793
76,85.4842094353532,-0.432123232715139,8.57403583023506,-11.081366004212,-4.56056930091944,9.13614258670943,-5.50120041401701,-5.61912890043401
76,85.5037457100028,9.69276674819953,13.682053316533,-17.6261539871598,-0.0841021767378304,-6.17997083861567,-0.664613497674633,-8.32372527454743
79,85.5232819846524,17.9678895467055,14.8084651923335,-25.1142397993474,-18.3413612571386,-0.3701554513941,12.2152422172598,-7.68912243307115
91,85.5443666239162,29.3547293417165,-12.2052453950875,-18.6489690358598,-2.79274645778813,6.15901635403938,3.83766891836843,-0.24882034930512
84,85.56545126318,4.58339443473197,19.2757682572805,-22.007165401529,-8.44766623916938,-7.38338193951801,7.88282951472439,4.53077011029947
72,85.5865359024438,2.56155628839907,12.9717077404115,-19.9506658110601,-3.93133326801713,-7.93948446597353,1.07608874321111,1.62559487058532
75,85.6076205417076,16.0040471196707,4.65720764016652,-23.8873825034952,-10.5777252697433,6.52118556371384,5.59790850155315,-8.92286159357326
75,85.6287051809714,5.40784008859584,16.1142728394154,-24.6732638943943,-3.36225297136555,-0.125025103618005,3.80719604215547,-7.79747218176028
66,85.6497898202352,4.78367329048034,22.294946996236,-24.2371005048419,-3.99004914851556,-7.72771175152625,-1.71752897220329,-9.0560197298645
68,85.670874459499,5.07642129502055,-3.9785167673768,-14.3171443173061,-8.00253581050094,3.90037709592308,6.50869947778137,-6.85817543304017
92,85.6919590987628,5.21708438446475,25.9440669832936,-22.7271293073914,-9.56000716226445,-4.52286672744071,12.3358714882564,-0.378978757680912
73,85.7130437380266,-17.6334673843192,20.5287031028691,-21.4707418005814,2.16455610170766,-4.27721494662644,14.472014830411,-6.49689364148739
53,85.7341283772904,-30.1830556885186,15.2141985012198,-19.5261359974039,-5.82350094402307,7.79721674477298,0.316274683445837,-0.529125676783352
114,85.7552130165542,-15.4215374523435,25.3290244688082,-14.3031482083861,4.99110150794819,13.9776690358844,10.1749640138899,3.49671361764479
83,85.776297655818,-5.03008852436524,20.7261260726341,-12.2371506134781,-12.3888342821032,-0.68689176350475,16.8839082977627,-10.0433668427635
81,85.7973822950818,-14.6307699187282,6.53834280390939,-8.61508275790336,4.08741617174798,5.18060285275623,9.56222868471222,-6.920120131576
84,85.8184669343456,-18.4687300572213,30.7961603811487,-10.101495844276,-2.54091232599961,6.47180239246611,6.13481413857129,-14.1101056190348
96,85.8395515736094,-7.32221958558448,12.2965850139557,-12.5514414049368,3.15731385730859,1.29321014522128,16.526219923568,-3.23921952314181
70,85.8606362128732,-28.515794415456,10.3768491956723,-9.38139182630401,-0.676297393916568,6.93996447846391,11.4398297278135,-6.04379597914634
68,85.881720852137,-23.4457150094715,9.84702066433983,-19.4643504470783,-7.3048390189435,4.1397558860238,16.5205156504306,1.82589142256208
66,85.9028054914008,0.952452147273639,19.0600132895696,-15.9578667680547,-18.1407874158873,-2.4287293196536,5.70242624190124,-9.09031366654959
85,85.9238901306646,5.22866394946479,-1.59002751900416,-17.7620098446581,-8.23079489915534,9.68592740630812,6.0101986083401,5.73415216804014
89,85.9449747699284,10.8954029086915,9.7670147221341,-22.2056401409699,-7.51273383865464,-3.29258799673471,10.9211534952633,4.48241608034189
91,85.9660594091922,24.1564122025212,6.81418177984536,-20.1950224779069,-12.6321748864164,-3.86232622588009,10.7445271765176,0.00834302212706461
105,85.987144048456,20.6549826386704,10.4690147412099,-11.6901950172644,1.43028236092048,6.12693239365448,-3.59181673724919,-4.38634442839756
76,86.0082286877198,1.54592028233913,3.93674073675384,-17.729537797958,-1.22986123434953,-1.29773915356546,4.49230499685572,0.273943482204501
50,86.0293133269836,-2.67939940809339,11.179340549644,-17.5146607293537,-16.7707294458947,-3.02600862272849,7.79217632109886,-15.0100319916561
60,86.0503979662474,0.806193638226816,3.46988414163446,-18.9507406448465,-10.0489810094177,6.16432401310556,-0.224629448698897,-7.26644865625117
104,86.0714826055112,-0.974151191473935,17.5935450651431,-23.22100843513,7.41504623411071,6.07354127047383,0.203170355890239,10.838374095475
96,86.092567244775,10.8112596035778,8.99229204553201,-21.7756774319078,2.71287245392957,-2.96770254853032,-1.72451937826623,13.8589080108898
103,86.1136518840388,18.1980541810803,3.120859017781,-19.0361914459637,-2.73273297441256,9.18271502808813,11.8592734901977,-3.70562918080978
76,86.1347365233026,29.8778430811989,-4.80180658367179,-29.1405480432573,-2.12965657618776,6.91105809346336,0.587437409271828,-11.4390639041199
83,86.1558211625664,3.7531497296728,16.6136500185582,-27.1551930439412,-2.99681043868314,5.05505833731118,7.35529499300158,-5.78097075848592
57,86.1769058018302,3.11696541253011,2.315133383047,-31.3292260691728,-12.6371122165955,0.362086623783176,10.9996841350746,-2.00443707049662
72,86.197990441094,15.5426005603047,10.2487026163056,-34.4593547972772,-14.9356117824782,3.67856421305061,9.38604463928676,-3.65893589028624
100,86.2190750803578,4.40575341390819,13.2478137693243,-29.4413485077507,3.69476725573669,2.36258303812283,19.0750881787142,0.436267771586671
80,86.2401597196216,4.03925310090383,19.97559600968,-26.0436308048251,-5.15314061184907,6.71012265792323,7.89100944850972,-13.6593695199643
86,86.2612443588854,5.73636904266168,15.5265430785456,-23.7133757826115,-5.85545799216789,5.66560596090482,11.2793723084034,-8.90030097462146
93,86.2823289981492,5.5484369747946,19.937913854733,-28.932301835498,-12.5344741717693,7.40339388042408,21.7140752965543,-6.4193729973879
84,86.303413637413,-17.8777449439276,17.4209487934844,-16.6795140612774,-1.34798182436128,0.831279647085088,16.2347232670838,-0.88512451550001
53,86.3244982766768,-29.2278426947655,33.5179688922919,-25.0579772507132,-11.4582791447039,-2.66067729610328,8.80965985121079,-7.24735063389335
86,86.3455829159406,-16.2262043860045,24.5739545532174,-16.6311663320834,2.27920912105244,4.13939238284595,11.7238205972668,-10.2045888522352
98,86.3666675552044,-6.67289260871835,16.7164458009161,-14.7670569654917,-6.03969157732153,1.37017132686718,17.9052219500237,3.12113451852011
92,86.3877521944682,-15.6083690782054,16.8898843052199,-9.84059201807134,3.89461398631708,3.99744133402744,7.45440556273774,-1.1751362864936
109,86.408836833732,-19.7807568144774,24.7061192543433,-8.66197420489303,4.06490136496558,3.25241729316533,15.2209813777726,3.78947489539172
102,86.4299214729958,-8.42964796476195,10.3906167311108,-7.17745756006536,7.16626987407921,8.60686474127611,10.9243960896603,-5.91096338429494
62,86.4510061122596,-28.4280094363913,9.54867315238478,-11.6435038477038,-4.07704545372527,2.61983778574889,16.4774649513015,-8.94842326387436
79,86.4720907515234,-22.4852268141065,3.18201424596585,-21.517015345608,1.17137063294017,12.4448775653455,12.9288387908035,6.80305017313614
82,86.4931753907872,0.811986685283738,6.38963697209167,-16.4321351035303,-17.6778354356053,9.78011149096894,15.1582510867581,-2.52319108675394
91,86.514260030051,6.86365934144046,5.5953732015392,-6.53753477154206,3.45819353619688,1.33502723164237,-0.635034687245517,-5.59394388208236
95,86.5353446693148,11.8886665385929,9.16276069124935,-14.5332405635051,-5.34350722839091,7.6561501376866,7.01296025905018,-7.37913450399762
103,86.5564293085786,25.7947035321028,-1.02454275080217,-12.5451206405922,-3.7732340408054,9.34904975414117,0.364786243194944,-1.72207140581772
94,86.5775139478424,19.312271899117,7.3039636832304,-9.35734081434689,-8.43933898969906,-1.41956271474162,-0.594609235910959,0.617102224508855
84,86.5985985871062,1.42624814400609,-4.1026433119669,-14.0522781455641,5.6504235069386,13.8114773456646,-5.12361324384011,-0.208212882344284
78,86.61968322637,-1.71787886754605,1.46812886309163,-19.0929915172824,-17.6802945193943,12.907057957362,5.76411936149293,9.73217549590613
71,86.6407678656338,1.77652440592306,-4.44151870641193,-16.3042469027756,7.55417366304629,10.0105288867239,-5.98168148488146,-8.25454772725797
81,86.6618525048976,-1.53523833685239,4.20746238888913,-9.4036695794466,4.8228943027265,8.30667852042071,-0.96116926602603,-11.098810534609
113,86.6829371441614,11.9128453443921,-2.52832444733466,-22.5896414999022,12.2794680724926,12.5206235161358,8.93716491871932,5.78492695133562
115,86.7040217834252,18.4135693182314,10.7822415160759,-17.0518457811279,-5.88204184827297,10.691356844752,1.87209679368552,9.47060137323103
95,86.725106422689,30.3889262570731,-13.7453617284115,-24.8933631829011,2.00362695996464,10.9077795457766,-1.85071967182891,5.46400539763819
79,86.7461910619528,2.91352668979947,8.71586461427387,-15.9889605506276,-6.36727396251334,-2.03746607103529,4.90561535998602,0.112502858163964
43,86.7675210086404,3.66545568668035,-5.1408184153109,-22.2886668527051,-7.5244647754413,-11.7716949245537,10.3409838412134,-11.0483155685232
59,86.7888509553279,15.0768094359896,3.01591511084726,-16.9023088436051,-6.57318834129302,-10.9190490910713,-2.9484517780112,-8.53857744818409
74,86.8101809020154,3.40179747698756,5.2939046868707,-24.789827957726,11.3204810039406,-4.12532223948822,-1.32552902808216,-2.58568484451797
100,86.831510848703,3.29484646314183,16.6208128014946,-16.3002968307442,4.26910598532932,0.322330856100694,2.03030215283876,2.93138772313614
100,86.8528407953905,6.39821132265439,6.17713178468191,-12.1842197401297,7.03038726669356,5.10643546866957,-1.48129069880795,2.10050380084773
101,86.8741707420781,5.8834817779068,16.9775508372704,-4.52552021581909,-2.06660609368953,-0.364799297887432,1.54455090991347,-3.32282865977277
78,86.8955006887656,-18.117452154078,3.94240630361504,-15.7140718761116,-1.10642487748708,10.788255676538,6.95700948003022,4.35477675872777
73,86.9168306354532,-28.2671843997284,15.6013029973668,-1.11044269054701,4.16552135483161,1.81532841085965,1.10717595028408,-7.22853225851996
61,86.9381605821407,-17.0246569675397,-0.40856493185763,-7.93932143269443,-2.12865590590392,7.962269378946,7.14292730116146,-13.5421580242524
109,86.9594905288282,-8.30952740906783,10.6465559203844,-3.08038148630524,3.50125911628272,6.06899547884515,10.5541888565764,2.6594189944561
92,86.9808204755158,-16.5798962645921,5.99640303536674,5.42702572005182,-3.14171303093026,7.25801554727446,5.6022163224259,0.45712819488773
86,87.0021504222033,-21.0870344955187,1.64714362943856,3.75981268427829,13.3173227532229,2.31231780666036,12.2743916298484,-13.226104430133
110,87.0234803688908,-9.53208658623004,2.05230561156022,12.7004592047052,0.696439914951437,6.06520299496256,10.2054102723678,0.788788218791922
62,87.0448103155784,-28.3362577352426,-8.34245025278793,8.5677151771213,7.91342756546322,0.238177952942736,3.82791884784908,-8.91334187092406
58,87.0661402622659,-21.5220316196072,-1.55259162455376,2.84814425820834,-3.50493129132802,7.54758060146792,-2.27436822463766,-10.6079423618156
103,87.0874702089535,0.672866184575956,-13.6648119157445,5.1013585837237,-1.0756133737972,3.90762630263636,11.7929797779058,9.17812423174632
91,87.108800155641,8.49801226557242,-13.1293150500181,5.16449750811907,12.0269603063615,0.96703483705691,-5.20978056714406,-4.42620945558865
98,87.1301301023286,12.8791902224374,-16.1931908664018,-0.798619480305472,13.350096819659,-4.24920540537072,6.65166939898127,-0.770070791328337
104,87.1514600490161,27.4282759949133,-18.4015583099443,-3.41914735035346,-0.570854982449982,3.6720595758958,2.01595826420128,6.12380675872119
90,87.1727899957036,17.9619868933018,-13.4902011210755,6.56916673441383,8.26081403247889,-7.10334650980337,-4.96161431252587,-4.40959571249353
67,87.1941199423912,1.29604780406917,-16.7551685461055,-9.75619763492252,2.41983537695081,4.3724833926215,1.3631889617946,-3.13430929679929
63,87.2154498890787,-2.06294839215775,-17.8804514278605,-12.702521955164,-10.5186143447947,7.56727423652741,9.54543499763431,1.83637699673645
68,87.2367798357663,2.8513826305968,-15.9043141571632,-2.49787994522939,-1.17420169695817,3.38273308530154,-0.580306398374221,-5.31419335393957
79,87.2581097824538,-1.93246758269125,-13.5585159072213,2.00020564716879,8.16398906442035,-3.16343741330974,8.24116834555193,-8.0090519363725
75,87.2794397291413,11.8709461741044,-4.46117429195234,-11.4299509288779,-3.17421524469232,1.51726096623498,3.13605776552838,-9.73836416948652
90,87.3007696758289,18.6758188359719,-10.7039031478574,10.8653769562238,2.84670256154469,-3.66086564194987,-11.4552543649373,-3.86864487482472
