"cluster_id","Data","Trend","Seasonal28","Seasonal362","Seasonal363","Seasonal364","Seasonal365","Seasonal366","Remainder"
3,8,14.5015598229385,-1.05648770270427,-5.55237890461729,0.803383705689189,2.77056168207054,2.70229500234784,-2.61761496824734,-3.55131863747718
3,7,14.5059621614677,2.14138767353757,-1.5992940947084,-2.68446972035517,0.301659572784404,-0.0270516977604056,0.457257471037544,-6.0954513660033
3,11,14.510364499997,0.800218326374069,-1.02166801809767,-1.84617083805985,-4.79637832310572,-2.17122600607492,7.97755313873184,-2.45269277976472
3,14,14.5147668385262,0.296520293041924,-3.10754672125036,0.259874822446827,-4.31459479863517,2.54122757115228,0.656743801247661,3.15300819347063
3,13,14.5191691770555,3.54861199993743,-1.44248161838924,5.64810464070362,-4.29405253832504,-4.93948248553999,3.46721475322348,-3.50708392866576
3,15,14.5235715155847,8.02645356131369,1.52519723136988,0.5094337890307,-6.71212982000521,-4.65353357393252,5.1257593249607,-3.34475202832196
3,18,14.527973854114,-0.353483442390724,-2.56892350167419,9.28810734107643,-1.57365214138304,-3.55118213972732,1.82916051193217,0.401999518052696
3,12,14.5323761926432,2.75119153136625,2.55161336014281,4.92086487966067,-2.95104538989961,-9.58226945840723,-0.704400706713198,0.481669591207087
3,16,14.5367785311725,3.26692936517247,-2.91687817654438,4.11489005700296,0.560156066375965,-7.31376257760152,2.25911677095087,1.49276996347116
3,11,14.5411808697017,2.02798100035354,-3.3774554464784,8.89306238639815,-1.02227547489244,-4.83399316194375,-2.66931886952479,-2.55918130361404
3,13,14.545583208231,-3.92065814921748,-0.849165981799504,10.8225725169699,4.06418279720163,-8.54830613547996,-3.38369568158069,0.269487425675184
3,24,14.5499855467602,-4.70894417132215,-0.111135820885233,8.34963816382607,5.03472864459065,-2.29334460994397,0.156673003961493,3.02239924301287
3,21,14.5543878852895,-3.36255503425734,-5.14854257167918,12.9667009202674,5.9025983296983,-0.71479164890845,-4.49031006117691,1.29251218076674
3,26,14.5587902238187,-5.26569387922168,-3.6992332899039,8.11546210092951,7.75306507533504,0.698569103544074,-2.41157279109528,6.25061345659352
3,15,14.563192562348,-3.62437610152687,-2.26635551864007,3.0229983463246,6.04769136132992,2.2038918240559,-7.83217081792513,2.88512834403366
3,25,14.5675949008772,-1.91227737177678,-5.12542006023866,6.2176962449431,4.82165904053087,9.17810483271988,-5.03839049404058,2.29103290698494
3,27,14.5719972394064,1.05697295752818,-1.16514499365833,3.99645934240586,6.74338831672907,2.48015436478904,-2.6698121688012,1.98598494160092
3,22,14.5763995779357,-0.226246987623581,-1.0123385471304,-1.23298356301808,-0.0713160280667335,6.86222047977785,-0.502589651672775,3.60685471979803
3,33,14.5808019164649,-1.58393572295078,-7.67667585241613,6.22021933221001,7.32880762721689,10.463621915964,-1.2354275182173,4.90258830172839
3,16,14.5852042549942,1.48262844147213,-4.58568644998805,1.25884577060091,-3.94568984788406,7.81765457266599,1.40125958439645,-2.01421632625757
3,19,14.5896065935234,-5.63197923475957,-6.55587462819646,1.40493346405029,6.37042020033543,5.29531756057803,4.54315970189979,-1.01558365743096
3,15,14.5940089320527,-4.71896684762828,-4.10622119482301,6.87433684771168,-5.17729944258486,9.28135499200915,-0.18875646269152,-1.55845682404582
3,19,14.5984112705819,0.142632762805376,-3.17748704520229,1.48840967681799,2.50796316154941,0.981225988355492,3.075719505411,-0.616875320318904
3,14,14.6028136091112,-0.0910953125194162,-2.71872026835387,-0.683657538724874,-4.18302858208661,1.89730264145133,4.52820187501942,0.648183576102818
3,18,14.6072159476404,0.562863158317744,-8.42303718659443,3.66026036232767,7.01446410753801,-0.460653113948762,-0.563279141427019,1.60216586614637
3,15,14.6116182861697,3.04725716188959,-0.467225640098975,2.49655609642761,-4.58994426600904,-1.25922177003495,0.728985270784245,0.43197486087184
3,30,14.6160206246989,5.10074751147164,-6.41758068091259,2.59410184481549,7.83525489826749,-3.47294249577992,4.70450316708544,5.03989513035353
3,11,14.6204229632282,2.24115269886486,-4.35936301359338,2.989506610047,-2.2310793144598,-0.348130740425915,0.0511201362055654,-1.9636293398665
3,7,14.6248253017574,-0.999055769266865,-6.5167810152631,1.3110843070463,5.58309696079412,-6.27766845281425,-1.42151482089344,0.696013488639815
3,18,14.6292276402867,2.19959534287412,-2.22780731202644,-1.07181062942077,3.31654043865319,-2.23322754187736,1.56750564880108,1.81997641270953
3,19,14.6336299788159,0.838575274946626,-9.78240317574084,-0.85063107410672,10.5220680380918,-0.558520391234244,4.71875203048324,-0.521470681255774
3,18,14.6380323173452,0.3162871508732,2.70758309243934,-3.01777012733093,1.75447951486572,-2.13784366287251,1.93808561322706,1.80114610145293
3,23,14.6424346558744,3.51138542643707,-6.3498013098769,-2.5693841180027,5.01034446413794,0.148601818110268,2.80717042455708,5.79924863876281
3,19,14.6468369944037,8.03098834507737,-1.23532645043036,-0.127906032765788,-3.81742085597186,1.99381666917272,-1.98591748642781,1.4949288169421
3,16,14.6512393329329,-0.399918175087432,-4.85845966430644,-1.52688352847416,5.59436342451585,-1.29307159621711,5.42538712764028,-1.5926569210039
3,11,14.6556416714621,2.73645255353231,1.30652828072165,-2.255584339725,-6.50580823314695,-0.705137974976685,-0.269659819529734,2.03756786166225
3,11,14.6600440099914,3.24241395988261,-10.6851948485819,3.03601560938588,1.60012241145548,3.04546066284336,-2.74548759418255,-1.15337421079421
3,20,14.6644463485206,2.01551265469844,1.832837427096,2.62303348682832,-5.58816400324837,1.55965488690719,-2.09252982877839,4.98520902797618
3,12,14.6688486870499,-3.9876108704984,-6.21217622915807,2.50039598259809,0.597105245165621,3.51152233291978,1.87775311141607,-0.955838259492978
3,18,14.6732510255791,-4.75791872882069,-3.44046426778628,5.1282603405041,-3.05937290110656,9.76071144108602,0.857349165933419,-1.16181607538913
3,17,14.6776533641084,-3.41367224776641,-3.41344587240716,3.3614925584997,1.09418528923752,5.28978385180576,1.66292933824966,-2.2589262817274
3,12,14.6820557026376,-5.30333979756043,1.36022352755394,4.23807382638262,-3.52930962421037,1.69043195242617,0.00333183874144338,-1.141467425971
