nid,url,titre,id-camera,id-arrondissement,arrondissement,description,latitude,longitude,axe-routier-nord-sud,axe-routier-est-ouest,url-image-en-direct,url-video-en-direct,url-image-direction-nord,url-image-direction-est,url-image-direction-sud,url-image-direction-ouest
"337","https://ville.montreal.qc.ca/circulation/map/6/337","Avenue De Lorimier et avenue du Mont-Royal","138","6","Le Plateau-Mont-Royal","","45.535190000000","-73.572440000000","avenue De Lorimier","avenue du Mont-Royal","https://ville.montreal.qc.ca/Circulation-Cameras/GEN138.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN138.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen138_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen138_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen138_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen138_ouest.png",
"338","https://ville.montreal.qc.ca/circulation/map/6/338","Rue D'Iberville et avenue du Mont-Royal","139","6","Le Plateau-Mont-Royal","","45.539030000000","-73.568820000000","rue D'Iberville","avenue du Mont-Royal","https://ville.montreal.qc.ca/Circulation-Cameras/GEN139.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN139.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen139_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen139_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen139_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen139_ouest.png",
"339","https://ville.montreal.qc.ca/circulation/map/19/339","Rue Everett et avenue De Lorimier","140","19","Villeray–Saint-Michel–Parc-Extension","","45.551820000000","-73.608350000000","rue Everett","avenue De Lorimier","https://ville.montreal.qc.ca/Circulation-Cameras/GEN140.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN140.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen140_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen140_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen140_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen140_ouest.png",
"340","https://ville.montreal.qc.ca/circulation/map/14/340","Avenue Papineau et boulevard Rosemont","141","14","Rosemont–La Petite-Patrie","","45.540670000000","-73.591430000000","avenue Papineau","boulevard Rosemont","https://ville.montreal.qc.ca/Circulation-Cameras/GEN141.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN141.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen141_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen141_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen141_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen141_ouest.png",
"341","https://ville.montreal.qc.ca/circulation/map/13/341","Boulevard Perras et boulevard Rodolphe-Forget","142","13","Rivière-des-Prairies–Pointe-aux-Trembles","","45.649460000000","-73.579100000000","boulevard Perras","boulevard Rodolphe-Forget","https://ville.montreal.qc.ca/Circulation-Cameras/GEN142.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN142.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen142_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen142_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen142_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen142_ouest.png",
"342","https://ville.montreal.qc.ca/circulation/map/13/342","Boulevard Maurice-Duplessis et boulevard de la Rivière-des-Prairies","143","13","Rivière-des-Prairies–Pointe-aux-Trembles","","45.650780000000","-73.561460000000","boulevard Maurice-Duplessis","boulevard de la Rivière-des-Prairies","https://ville.montreal.qc.ca/Circulation-Cameras/GEN143.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN143.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen143_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen143_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen143_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen143_ouest.png",
"343","https://ville.montreal.qc.ca/circulation/map/19/343","Avenue Beaumont et avenue du Parc","144","19","Villeray–Saint-Michel–Parc-Extension","","45.529110000000","-73.618050000000","avenue Beaumont","avenue du Parc","https://ville.montreal.qc.ca/Circulation-Cameras/GEN144.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN144.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen144_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen144_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen144_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen144_ouest.png",
"344","https://ville.montreal.qc.ca/circulation/map/19/344","Rue Champdoré et boulevard Saint-Michel","145","19","Villeray–Saint-Michel–Parc-Extension","","45.574050000000","-73.632900000000","rue Champdoré","boulevard Saint-Michel","https://ville.montreal.qc.ca/Circulation-Cameras/GEN145.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN145.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen145_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen145_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen145_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen145_ouest.png",
"345","https://ville.montreal.qc.ca/circulation/map/14/345","Boulevard Pie-IX et rue Sherbrooke (inter. N)","147","14","Rosemont–La Petite-Patrie","","45.554640000000","-73.554720000000","boulevard Pie-IX","rue Sherbrooke","https://ville.montreal.qc.ca/Circulation-Cameras/GEN147.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN147.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen147_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen147_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen147_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen147_ouest.png",
"346","https://ville.montreal.qc.ca/circulation/map/3/346","Avenue Beaconsfield et rue Saint-Jacques","148","3","Côte-des-Neiges–Notre-Dame-de-Grâce","","45.464380000000","-73.615790000000","avenue Beaconsfield","rue Saint-Jacques","https://ville.montreal.qc.ca/Circulation-Cameras/GEN148.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN148.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen148_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen148_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen148_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen148_ouest.png",
"347","https://ville.montreal.qc.ca/circulation/map/9/347","Avenue Haig et rue Notre-Dame","149","9","Mercier–Hochelaga-Maisonneuve","","45.577330000000","-73.515090000000","avenue Haig","rue Notre-Dame","https://ville.montreal.qc.ca/Circulation-Cameras/GEN149.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN149.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen149_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen149_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen149_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen149_ouest.png",
"348","https://ville.montreal.qc.ca/circulation/map/7/348","Boulevard Monk et rue Notre-Dame","150","7","Le Sud-Ouest","","45.466390000000","-73.600150000000","boulevard Monk","rue Notre-Dame","https://ville.montreal.qc.ca/Circulation-Cameras/GEN150.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN150.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen150_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen150_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen150_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen150_ouest.png",
"349","https://ville.montreal.qc.ca/circulation/map/19/349","Rue Jean-Talon et boulevard Saint-Laurent","151","19","Villeray–Saint-Michel–Parc-Extension","","45.534800000000","-73.618240000000","rue Jean-Talon","boulevard Saint-Laurent","https://ville.montreal.qc.ca/Circulation-Cameras/GEN151.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN151.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen151_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen151_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen151_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen151_ouest.png",
"350","https://ville.montreal.qc.ca/circulation/map/6/350","Avenue Papineau et rue Rachel","153","6","Le Plateau-Mont-Royal","","45.530510000000","-73.569590000000","avenue Papineau","rue Rachel","https://ville.montreal.qc.ca/Circulation-Cameras/GEN153.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN153.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen153_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen153_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen153_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen153_ouest.png",
"351","https://ville.montreal.qc.ca/circulation/map/9/351","Rue Hochelaga et boulevard Pie-IX","154","9","Mercier–Hochelaga-Maisonneuve","","45.552590000000","-73.548400000000","rue Hochelaga","boulevard Pie-IX","https://ville.montreal.qc.ca/Circulation-Cameras/GEN154.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN154.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen154_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen154_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen154_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen154_ouest.png",
"352","https://ville.montreal.qc.ca/circulation/map/14/352","Avenue De Lorimier et rue Saint-Zotique","155","14","Rosemont–La Petite-Patrie","","45.547170000000","-73.598000000000","avenue De Lorimier","rue Saint-Zotique","https://ville.montreal.qc.ca/Circulation-Cameras/GEN155.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN155.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen155_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen155_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen155_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen155_ouest.png",
"353","https://ville.montreal.qc.ca/circulation/map/19/353","Boulevard Crémazie et rue Lajeunesse (inter. sud)","157","19","Villeray–Saint-Michel–Parc-Extension","","45.546260000000","-73.637570000000","boulevard Crémazie","rue Lajeunesse inter. Sud","https://ville.montreal.qc.ca/Circulation-Cameras/GEN157.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN157.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen157_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen157_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen157_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen157_ouest.png",
"354","https://ville.montreal.qc.ca/circulation/map/1/354","Boulevard Crémazie et rue Saint-Denis (inter. sud)","158","1","Ahuntsic-Cartierville","","45.545200000000","-73.638540000000","Boulevard Crémazie","Rue Saint-Denis","https://ville.montreal.qc.ca/Circulation-Cameras/GEN158.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN158.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen158_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen158_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen158_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen158_ouest.png",
"355","https://ville.montreal.qc.ca/circulation/map/15/355","Boulevard Henri-Bourassa et boulevard Marcel-Laurin","159","15","Saint-Laurent","","45.522240000000","-73.707480000000","boulevard Marcel-Laurin","boulevard Henri-Bourassa","https://ville.montreal.qc.ca/Circulation-Cameras/GEN159.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN159.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen159_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen159_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen159_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen159_ouest.png",
"356","https://ville.montreal.qc.ca/circulation/map/15/356","Boulevard Marcel-Laurin et boulevard Poirier","160","15","Saint-Laurent","","45.517430000000","-73.699830000000","boulevard Marcel-Laurin","boulevard Poirier","https://ville.montreal.qc.ca/Circulation-Cameras/GEN160.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN160.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen160_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen160_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen160_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen160_ouest.png",
"357","https://ville.montreal.qc.ca/circulation/map/7/357","Rue De Courcelle et rue Saint-Antoine / rue Saint-Jacques","162","7","Le Sud-Ouest","","45.475280000000","-73.594060000000","rue De Courcelle","rue Saint-Antoine — rue Saint-Jacques","https://ville.montreal.qc.ca/Circulation-Cameras/GEN162.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN162.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen162_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen162_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen162_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen162_ouest.png",
"358","https://ville.montreal.qc.ca/circulation/map/7/358","Rue Peel et rue Wellington","163","7","Le Sud-Ouest","","45.493230000000","-73.557440000000","rue Peel","rue Wellington","https://ville.montreal.qc.ca/Circulation-Cameras/GEN163.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN163.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen163_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen163_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen163_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen163_ouest.png",
"359","https://ville.montreal.qc.ca/circulation/map/19/359","Rue Jarry et boulevard Pie-IX","164","19","Villeray–Saint-Michel–Parc-Extension","","45.571580000000","-73.602550000000","rue Jarry","boulevard Pie-IX","https://ville.montreal.qc.ca/Circulation-Cameras/GEN164.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN164.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen164_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen164_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen164_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen164_ouest.png",
"360","https://ville.montreal.qc.ca/circulation/map/15/360","Boulevard de la Côte-Vertu et boulevard Marcel-Laurin","165","15","Saint-Laurent","","45.510150000000","-73.688150000000","boulevard de la Côte-Vertu","boulevard Marcel-Laurin","https://ville.montreal.qc.ca/Circulation-Cameras/GEN165.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN165.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen165_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen165_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen165_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen165_ouest.png",
"361","https://ville.montreal.qc.ca/circulation/map/15/361","Boulevard Marcel-Laurin et boulevard Thimens","166","15","Saint-Laurent","","45.513070000000","-73.692840000000","boulevard Marcel-Laurin","boulevard Thimens","https://ville.montreal.qc.ca/Circulation-Cameras/GEN166.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN166.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen166_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen166_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen166_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen166_ouest.png",
"362","https://ville.montreal.qc.ca/circulation/map/3/362","Avenue Van Horne et avenue Victoria","167","3","Côte-des-Neiges–Notre-Dame-de-Grâce","","45.494280000000","-73.637640000000","avenue Van Horne","avenue Victoria","https://ville.montreal.qc.ca/Circulation-Cameras/GEN167.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN167.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen167_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen167_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen167_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen167_ouest.png",
"363","https://ville.montreal.qc.ca/circulation/map/1/363","Boulevard Henri-Bourassa et rue Saint-Hubert","168","1","Ahuntsic-Cartierville","","45.558370000000","-73.667330000000","boulevard Henri-Bourassa","rue Saint-Hubert","https://ville.montreal.qc.ca/Circulation-Cameras/GEN168.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN168.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen168_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen168_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen168_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen168_ouest.png",
"364","https://ville.montreal.qc.ca/circulation/map/3/364","Avenue Girouard et chemin Upper-Lachine","169","3","Côte-des-Neiges–Notre-Dame-de-Grâce","","45.470460000000","-73.607360000000","avenue Girouard","chemin Upper-Lachine","https://ville.montreal.qc.ca/Circulation-Cameras/GEN169.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN169.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen169_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen169_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen169_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen169_ouest.png",
"365","https://ville.montreal.qc.ca/circulation/map/16/365","Boulevard des Grandes-Prairies et boulevard Viau","171","16","Saint-Léonard","","45.590230000000","-73.618110000000","boulevard des Grandes-Prairies","boulevard Viau","https://ville.montreal.qc.ca/Circulation-Cameras/GEN171.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN171.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen171_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen171_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen171_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen171_ouest.png",
"366","https://ville.montreal.qc.ca/circulation/map/6/366","Avenue du Mont-Royal et rue Saint-Urbain","172","6","Le Plateau-Mont-Royal","","45.518860000000","-73.587440000000","avenue du Mont-Royal","rue Saint-Urbain","https://ville.montreal.qc.ca/Circulation-Cameras/GEN172.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN172.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen172_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen172_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen172_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen172_ouest.png",
"367","https://ville.montreal.qc.ca/circulation/map/1/367","Rue Lajeunesse et rue Sauvé","174","1","Ahuntsic-Cartierville","","45.551540000000","-73.655510000000","rue Lajeunesse","rue Sauvé","https://ville.montreal.qc.ca/Circulation-Cameras/GEN174.jpeg","https://ville.montreal.qc.ca/circulationhttp://www1.ville.montreal.qc.ca/Circulation-Cameras/GEN174.mp4","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen174_nord.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen174_est.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen174_sud.png","https://ville.montreal.qc.ca/circulation/sites/ville.montreal.qc.ca.circulation/files/images_camera_reference/gen174_ouest.png",
